rs_kpc,n_success,mean_rmse,median_rmse,rmse_lt_10,rmse_lt_30,rmse_ge_60
1.0,175,32.801464054767564,32.455326223490324,19,80,14
1.5,175,32.86668832747113,32.600734022504845,19,80,14
2.0,175,32.92545574915119,32.600734022504845,19,80,14
3.0,175,33.0240467595805,32.600734022504845,19,80,14
5.0,175,33.16502735344185,32.600734022504845,19,80,15
