r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,a_newton,sigma_profile,beta_local,d_eff_local,cinfo_cap,a_struct,a_total
0.25,4.25,2.0,75.67803449488072,47.1652,108.68243902439032,73.69488526262475,2.3655117210029295,0.5907963689881881,22861.49442003342,22908.65962003342
0.41,6.84,2.0,79.11159200193129,64.55439024390245,105.24032894736847,82.23414716485016,2.4006254688386726,0.6185478519457133,15200.430948975703,15264.985339219606
0.57,9.56,2.0,98.14620048642215,80.8421052631579,139.85647510037754,103.9495669745462,2.496500023718659,0.6851059282704705,16818.590648984158,16899.432754247315
0.74,12.3,2.0,103.98084771548736,110.70702702702704,158.00641502746754,107.53580150941349,2.5136574081465315,0.6957281536629871,14500.126340042398,14610.833367069425
0.9,15.1,2.0,98.9523913257249,132.9842222222222,143.47544911096298,103.13005858871948,2.492643762661813,0.6826679112336657,10746.544387865997,10879.528610088219
1.07,17.5,2.0,98.36006860987092,158.05392523364483,141.3540427999157,102.3510743291546,2.4889992904765905,0.6803464450507911,8883.724670035994,9041.77859526964
1.24,19.7,2.0,86.3064888771362,181.04459677419354,112.99351660800274,90.61527974504267,2.4362730804631334,0.644796740158325,5826.060259918738,6007.104856692931
1.4,21.8,2.0,61.83396464348617,195.34178571428572,68.66644096606088,64.80874355432952,2.3298158754753944,0.5605145553800056,2535.6862025227842,2731.02798823707
1.57,24.4,2.0,46.9816016377646,203.70452229299363,46.159572259136176,47.86021105879248,2.2624079483382173,0.4970853605539953,1202.200504744971,1405.9050270379648
1.72,27.3,2.0,33.83183929574601,210.1128488372093,28.58623159100874,30.29015840865675,2.189633203492899,0.4182912211605958,455.34840124022315,665.4612500774324
1.89,30.3,2.0,20.06010745928251,212.85211640211642,0.46035322008681495,0.25547967001466365,2.004071021406054,0.1568926382348099,0.06212236929190183,212.91423877140832
2.06,32.6,2.0,0.0,210.26936893203882,-33.88846551790501,44.58906222927173,2.2492514163761537,0.48367649498675014,-651.9317683289634,-441.66239939692457
2.46,33.3,2.0,0.0,193.53569105691057,-45.50647582873684,73.92784533164449,2.3664571700057517,0.591569400226027,-1170.7985148609116,-977.2628238040011
2.79,34.6,2.0,0.0,177.04964157706092,-70.40966716328742,110.0465221752737,2.525962133032135,0.7031247302499939,-2204.069090568615,-2027.0194489915543
3.13,34.2,2.0,0.0,146.361214057508,-90.2600809398616,133.79600896097932,2.65873244464515,0.772358628132708,-2893.715319069123,-2747.354105011615
