galaxy,source_file,beta_mode,beta_mean,beta_max,d_eff_mean,d_eff_max,cinfo_cap_mean,a_newton_source,rmse_kmps,mean_absolute_fractional_error,n_points,status,error
CamB,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\CamB_normalized.csv,local_structural_coupling,79.5186216738672,141.14166490852136,2.3976906429035014,2.7084013500884705,0.5920026066108395,computed_from_baryonic_velocity,78.0780800013366,14.51906700344845,9,ok,
UGCA281,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGCA281_normalized.csv,local_structural_coupling,86.06687602412259,122.88755836565912,2.4212417402379374,2.5934695459744836,0.6115868969278703,computed_from_baryonic_velocity,157.3787736172299,9.759862184680882,7,ok,
NGC2976,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC2976_normalized.csv,local_structural_coupling,73.73263966202926,129.45465338707956,2.3707459052866477,2.63169904963163,0.5751798698367216,computed_from_baryonic_velocity,262.1677275267025,6.951461231468921,27,ok,
UGC07577,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC07577_normalized.csv,local_structural_coupling,63.14295991254872,134.48119938166994,2.3201950844578483,2.6631444619796927,0.5158316112583969,computed_from_baryonic_velocity,54.503048203933716,6.490848636587327,9,ok,
NGC6789,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC6789_normalized.csv,local_structural_coupling,60.3326347553127,99.95675799984569,2.3135441196128905,2.4779211858101853,0.5368620856213199,computed_from_baryonic_velocity,151.32552514388414,6.3085410214868975,4,ok,
UGC04483,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC04483_normalized.csv,local_structural_coupling,77.44082904251377,109.25763739053596,2.384733936630265,2.5220685311793773,0.5965515197454164,computed_from_baryonic_velocity,72.50927437925205,6.08267828559219,8,ok,
NGC4068,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC4068_normalized.csv,local_structural_coupling,49.979262750262144,102.5082664890228,2.2616082379456595,2.4897330805362032,0.4730807314894248,computed_from_baryonic_velocity,64.70544886554521,5.770591046616395,6,ok,
UGC07232,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC07232_normalized.csv,local_structural_coupling,68.14551251552334,120.63733019907971,2.336745034461709,2.581009781674192,0.5225539421942256,computed_from_baryonic_velocity,136.32962315470257,4.573885858601533,4,ok,
KK98-251,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\KK98-251_normalized.csv,local_structural_coupling,77.93898966422094,133.79600896097932,2.3853694645386727,2.65873244464515,0.5854334952156683,computed_from_baryonic_velocity,58.52785994456289,4.332436434722222,15,ok,
UGC04305,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC04305_normalized.csv,local_structural_coupling,88.2373087520855,135.62579858878033,2.43300096600608,2.670609495649075,0.6237605932208793,computed_from_baryonic_velocity,61.83084056735167,3.9858737710079706,22,ok,
DDO064,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\DDO064_normalized.csv,local_structural_coupling,74.48943301099565,110.58936687427111,2.3713999028772497,2.5286564025121914,0.5822769415550575,computed_from_baryonic_velocity,72.56184041469376,3.778015137002728,14,ok,
UGC11557,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC11557_normalized.csv,local_structural_coupling,61.400181534962535,143.59856379919907,2.319789537826088,2.7263190596035454,0.5169034265432979,computed_from_baryonic_velocity,67.36455738724575,3.3279266501856135,12,ok,
