r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,a_newton,sigma_profile,beta_local,d_eff_local,cinfo_cap,a_struct,a_total
0.22,10.7,4.9,109.79315295532518,143.04090909090908,500.981259968102,90.36652628367887,2.4351941711423066,0.6440294484021557,54650.30652668833,54793.34743577924
0.76,24.7,4.9,102.59500238915825,413.57078947368416,373.27467546110313,83.72349430927264,2.4068624893987236,0.6232765474389503,13436.079888462353,13849.650677936037
1.31,38.9,4.9,57.112725219404574,549.9103053435115,114.77479836670138,36.17220404060235,2.21471146399658,0.44674809540037796,1940.0617419749706,2489.972047318482
1.94,42.7,7.89,0.0,549.0050515463918,-60.55700181274584,27.261473499653825,2.1762687405942382,0.4025331098496855,-637.7734964691972,-88.76844492280543
3.92,55.0,4.9,0.0,391.85653061224485,-78.9066794702918,91.7332533371732,2.4411396216180843,0.6482371924601013,-1286.267692517917,-894.4111619056723
4.35,57.2,4.9,0.0,358.83995402298854,-60.21565797430078,87.2873875146971,2.421951300223764,0.6344753389389916,-906.8593014159845,-548.019347392996
5.0,59.8,4.9,0.0,326.82362,-50.43795412053521,90.44879651413854,2.4355508433754527,0.6442832874771872,-713.7026617926182,-386.8790417926182
5.05,62.5,3.43,0.0,323.5333861386139,-59.09345194155692,100.36831907565616,2.479812493687974,0.674418972816905,-885.5981746358141,-562.0647884972002
5.83,61.8,3.98,0.0,277.77605488850776,-55.99075116587062,112.89863305693449,2.5402597257241553,0.7114937071440117,-828.2732936281287,-550.497238739621
6.09,64.4,4.9,19.039579689313705,265.30300492610843,-21.54519678294952,65.08324251834141,2.3309101204179647,0.561475313142439,-205.77827672483963,59.5247282012688
6.74,67.2,4.9,0.0,258.1699258160237,-38.066804516612976,104.36128191721934,2.498446144860511,0.6863291901312527,-487.0731260737173,-228.90320025769358
7.29,69.9,4.9,0.0,219.62283950617285,-70.0856114724561,139.86548447523447,2.69937203848999,0.7901291644859184,-969.560790696893,-749.9379511907202
