r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,a_newton,sigma_profile,beta_local,d_eff_local,cinfo_cap,a_struct,a_total
0.11,6.8,3.62,154.29315503357046,1314.9454545454548,1759.8502673796697,17.199948942550936,2.1283260258639176,0.34240825018827403,215106.66991103094,216421.6153655764
0.17,9.5,4.31,247.60252388196784,1420.536470588235,2293.0894522144504,36.320100136868405,2.215330014841225,0.4474321010866311,359208.9331336497,360629.46960423794
0.24,14.0,3.11,285.1280350631315,1613.0470833333334,2356.9284358904856,47.16786093796958,2.2596320063310897,0.4942854716693914,337128.60449567647,338741.6515790098
0.31,19.8,5.5,227.27394161879494,1750.506451612903,1653.7426378446119,39.016379033022055,2.226523403987857,0.4596648790027118,164873.50819014004,166624.01464175293
0.38,26.1,3.9,191.78968825369554,1844.571052631579,1264.5174091141857,34.260018855532195,2.206666020407349,0.43777377264736494,94953.54610644664,96798.11715907822
0.45,28.7,3.5,215.82530102956994,1927.538888888889,1331.19165702718,41.59378948696434,2.237094174430185,0.470968487184368,101584.81792112108,103512.35681000997
0.52,28.7,2.7,258.6231455492841,2030.9378846153843,1543.648372343288,53.091484935409746,2.2832747134997327,0.5176418333265247,126595.85329578113,128626.79118039651
0.59,31.7,2.5,261.88474821440957,2143.6496610169493,1503.4144605394577,55.459460224024134,2.2926799128206063,0.5266303786355118,114099.77635139778,116243.42601241474
0.66,35.5,2.3,244.19503111418615,2241.4159090909084,1334.601247139205,52.800000557355446,2.2821157986433835,0.5165225125392706,88108.90715281566,90350.32306190657
0.73,39.4,2.1,243.04938032122183,2330.493835616438,1281.3149350649414,53.87940876351695,2.286405937795908,0.5206531376376916,78591.42571853417,80921.9195541506
0.8,42.9,2.3,244.6952802676116,2420.8,1252.2106979778266,55.46325069168242,2.2926949573964897,0.5266446217116086,72423.92523155623,74844.72523155624
0.87,46.0,2.6,279.6974698545052,2505.8033333333337,1429.3617021276575,65.27369990488197,2.3316695799233704,0.5621408910186088,87414.51234828949,89920.31568162281
0.94,49.1,3.1,380.80591508178304,2620.910638297872,2124.2456388495966,89.72565323042501,2.4324209530939918,0.6420495949957455,151648.39251199376,154269.30315029164
1.01,49.2,3.2,447.4222332520697,2803.1977227722773,2725.4544354384743,103.72824478557922,2.495456300323032,0.6844479171081457,195401.4109982866,198204.60872105887
1.08,51.4,3.2,445.98341062965426,3002.474259259259,2708.0148180810024,103.29869538916633,2.493435418804581,0.683169949481862,181165.30588598034,184167.7801452396
1.14,57.2,3.1,458.187202636168,3155.2396491228074,2825.4230533776067,105.77100437238384,2.505155296698396,0.6905100078416685,180998.71882417274,184153.95847329556
1.21,63.8,2.9,485.2646658445726,3369.7792561983474,3128.941357269129,110.67530881202697,2.529084091581012,0.7049726197845982,191243.2752208634,194613.05447706176
1.29,67.8,2.8,480.5493050313099,3624.580852713177,3078.137588001213,109.40446400934059,2.5227912699179713,0.7012360461363288,175389.08935354647,179013.67020625965
1.35,69.8,3.3,439.4145783425014,3800.7185185185176,2634.92789353894,101.15634728390775,2.4834486187339575,0.6767780910260298,139225.33456290243,143026.05308142095
1.42,71.7,3.9,395.55283040313344,3967.121478873239,2215.813554206175,92.00269946345288,2.4423169058598386,0.6490644677600305,106217.41488727469,110184.53636614792
1.49,74.1,4.4,353.32948749621266,4110.932416107382,1859.040718671,82.69687215605205,2.402559175129552,0.6200202357893476,79675.46136532638,83786.39378143376
1.56,76.7,4.8,250.88815946024891,4227.387179487179,1163.1777464722559,57.38662620135619,2.30032670695888,0.5338148207449578,36121.88753676364,40349.274716250824
1.63,79.9,4.4,82.82304495173916,4273.777300613498,-61.948570586501894,1.7377011678834067,2.0230815680776053,0.1883467529289996,-65.39891099521112,4208.378389618287
1.74,83.6,3.35,0.0,4216.236436781609,-2100.6669951365297,96.9726754856771,2.4643598293510633,0.6641996822864423,-87804.8701822617,-83588.6337454801
1.93,83.9,3.95,0.0,3643.5772020725385,-2989.048170954204,126.28820201949938,2.6128977039444115,0.7505044843719103,-132663.69651313566,-129020.11931106311
2.1,88.7,4.44,0.0,3140.179095238095,-2531.8763263859323,128.95672064118165,2.628694008692439,0.7582634898136658,-110916.01996684213,-107775.84087160403
2.27,85.3,5.36,0.0,2782.7392511013213,-2102.587318451612,129.45465338707956,2.63169904963163,0.7597119888737934,-89909.97397426644,-87127.23472316512
