galaxy,source_file,beta_mode,beta_raw,beta_formula,beta,beta_clipped,beta_hit_lower,beta_hit_upper,beta_saturation_ratio,beta_z,beta_numerator,beta_denominator,beta_g_choice,beta_sigma_choice,gbar_char_median,gbar_char_logmean,sigma_char_mean,sigma_char_median,sigma_char_rms,n_sigma_positive,formula_g0,formula_sigma0,formula_p,formula_q,formula_lambda_beta,sigma_weight_mode,sigma_weight_value,sigma_weight_u,sigma_weight_v,sigma_weight_lambda,sigma_weight_g_choice,sigma_weight_sigma_choice,structural_mode,sigma_proxy_mode,sigma_damping_mode,sigma_positive_only,D_bg,upsilon_disk,upsilon_bul,rmse_kmps,mae_kmps,mean_absolute_fractional_error,median_absolute_fractional_error,chi_square,reduced_chi_square,n_points_total,n_points_valid,detail_table,plot_path,status,error
F579-V1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F579-V1_normalized.csv,formula,,1312.5033351642728,1312.5033351642728,1312.5033351642728,False,False,0.6562516675821364,1.9091050215900123,,,gbar_char_logmean,sigma_char_rms,780.6208149807635,726.2021259374882,0.8211648384273932,0.7351880169200369,0.8433273861212479,14,608.3984930448789,0.5272732878135848,1.0,1.0,1.0,formula,,1.0,1.0,1.0,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,30.700286656763137,30.018336079428632,0.2966649852467844,0.28687718040659826,118.84537278329614,9.141951752561242,14,14,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_140059_formula\tables\F579-V1_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_140059_formula\figures\F579-V1_rotation_curve.png,ok,
F583-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F583-1_normalized.csv,formula,,585.2993806384453,585.2993806384453,585.2993806384453,False,False,0.29264969031922267,0.4137266730699441,,,gbar_char_logmean,sigma_char_rms,156.08329519450797,160.76232253372171,0.7862364238642003,0.8906120394989055,0.8255685664682935,24,608.3984930448789,0.5272732878135848,1.0,1.0,1.0,formula,,1.0,1.0,1.0,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,26.066871669908217,22.205782008352386,0.3882055334398935,0.44227486017873613,536.1265655683377,22.338606898680737,25,25,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_140059_formula\tables\F583-1_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_140059_formula\figures\F583-1_rotation_curve.png,ok,
F583-4,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F583-4_normalized.csv,formula,,740.645542857762,740.645542857762,740.645542857762,False,False,0.37032277142888104,0.5881152352757423,,,gbar_char_logmean,sigma_char_rms,325.17850306930694,318.9798421099498,0.5833286626378799,0.5742225502043106,0.5914568842049509,12,608.3984930448789,0.5272732878135848,1.0,1.0,1.0,formula,,1.0,1.0,1.0,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,14.859629568797235,13.45479929982843,0.31593385381096917,0.25475692886006973,127.74447814285287,11.613134376622988,12,12,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_140059_formula\tables\F583-4_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_140059_formula\figures\F583-4_rotation_curve.png,ok,
IC2574,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\IC2574_normalized.csv,formula,,363.40054244246204,363.40054244246204,363.40054244246204,False,False,0.18170027122123103,0.22204610955010412,,,gbar_char_logmean,sigma_char_rms,143.23285763613387,141.04456781658732,0.4875060390855695,0.5256174321522029,0.5050224723847292,34,608.3984930448789,0.5272732878135848,1.0,1.0,1.0,formula,,1.0,1.0,1.0,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,16.2287855791247,13.607156221798945,0.2705700760472256,0.28015682249680973,5132.261598374247,155.52307873861355,34,34,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_140059_formula\tables\IC2574_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_140059_formula\figures\IC2574_rotation_curve.png,ok,
IC4202,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\IC4202_normalized.csv,formula,,1407.141132230028,1407.141132230028,1407.141132230028,False,False,0.703570566115014,2.3734841607800585,,,gbar_char_logmean,sigma_char_rms,4577.361699034203,4637.730830585807,0.11260222205134005,0.09583267477194797,0.16417412057941438,22,608.3984930448789,0.5272732878135848,1.0,1.0,1.0,formula,,1.0,1.0,1.0,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,34.91037942293153,23.47020892845028,0.21406557627520162,0.06161830973047478,1833.6144320404287,59.14885264646544,32,32,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_140059_formula\tables\IC4202_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_140059_formula\figures\IC4202_rotation_curve.png,ok,
KK98-251,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\KK98-251_normalized.csv,formula,,317.7560354789683,317.7560354789683,317.7560354789683,False,False,0.15887801773948412,0.18888820062994827,,,gbar_char_logmean,sigma_char_rms,177.04964157706092,142.10489956357046,0.42308647552979,0.4113467262279782,0.42640243613471746,15,608.3984930448789,0.5272732878135848,1.0,1.0,1.0,formula,,1.0,1.0,1.0,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,5.670098249705798,4.794931251713985,0.3094603310767071,0.22438205317638135,120.56255310493782,8.611610936066986,15,15,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_140059_formula\tables\KK98-251_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_140059_formula\figures\KK98-251_rotation_curve.png,ok,
NGC0024,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC0024_normalized.csv,formula,,1612.7476969035713,1612.7476969035713,1612.7476969035713,False,False,0.8063738484517856,4.1645916215557905,,,gbar_char_logmean,sigma_char_rms,2176.6304273504275,1697.961358605686,0.7336050812913752,0.6939822580864161,0.7868075493349459,28,608.3984930448789,0.5272732878135848,1.0,1.0,1.0,formula,,1.0,1.0,1.0,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,22.731899082715113,19.98985786723721,0.2149070038617296,0.21222451669197084,749.3395185373595,26.762125662048554,29,29,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_140059_formula\tables\NGC0024_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_140059_formula\figures\NGC0024_rotation_curve.png,ok,
NGC0055,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC0055_normalized.csv,formula,,779.827091513365,779.827091513365,779.827091513365,False,False,0.38991354575668247,0.6391119537972486,,,gbar_char_logmean,sigma_char_rms,430.4765943012212,440.0158388969217,0.42144112432059117,0.5454223557171262,0.4659427200159908,20,608.3984930448789,0.5272732878135848,1.0,1.0,1.0,formula,,1.0,1.0,1.0,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,19.169784500658054,16.838686739451987,0.20957988663851404,0.2720270215666926,904.2218645409639,45.211093227048195,21,21,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_140059_formula\tables\NGC0055_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_140059_formula\figures\NGC0055_rotation_curve.png,ok,
NGC0100,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC0100_normalized.csv,formula,,986.4183420646325,986.4183420646325,986.4183420646325,False,False,0.49320917103231626,0.973200663549826,,,gbar_char_logmean,sigma_char_rms,572.6412977099235,531.3199865191835,0.4865373487421107,0.5381337801182623,0.5875842459825528,18,608.3984930448789,0.5272732878135848,1.0,1.0,1.0,formula,,1.0,1.0,1.0,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,21.12868611880851,17.18175568960176,0.23578821205634656,0.2443642139461159,296.98548590017396,14.849274295008698,21,21,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_140059_formula\tables\NGC0100_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_140059_formula\figures\NGC0100_rotation_curve.png,ok,
NGC0247,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC0247_normalized.csv,formula,,937.0213159956312,937.0213159956312,937.0213159956312,False,False,0.4685106579978156,0.8815052739023506,,,gbar_char_logmean,sigma_char_rms,449.4103549864976,429.5522221864013,0.6550123416105028,0.6482414131305445,0.6583136264074083,26,608.3984930448789,0.5272732878135848,1.0,1.0,1.0,formula,,1.0,1.0,1.0,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,27.123350628572677,25.25171254431844,0.28223574015606734,0.2819287534404156,2272.97831305564,90.9191325222256,26,26,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_140059_formula\tables\NGC0247_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_140059_formula\figures\NGC0247_rotation_curve.png,ok,
NGC0289,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC0289_normalized.csv,formula,,1237.343143389925,1237.343143389925,1237.343143389925,False,False,0.6186715716949625,1.622411354025947,,,gbar_char_logmean,sigma_char_rms,465.23016957284534,836.8923625835481,0.5053015782593787,0.6420520243644668,0.6218924325876236,21,608.3984930448789,0.5272732878135848,1.0,1.0,1.0,formula,,1.0,1.0,1.0,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,52.179095860096176,48.53477607415921,0.2812614428658529,0.30417402579375497,1784.1943980904723,66.08127400335083,28,28,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_140059_formula\tables\NGC0289_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_140059_formula\figures\NGC0289_rotation_curve.png,ok,
NGC0300,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC0300_normalized.csv,formula,,1010.9892463834258,1010.9892463834258,1010.9892463834258,False,False,0.5054946231917129,1.022222703531262,,,gbar_char_logmean,sigma_char_rms,412.2658018867924,421.35662442265124,0.7395731883021506,0.7677088167932811,0.7782508362651618,25,608.3984930448789,0.5272732878135848,1.0,1.0,1.0,formula,,1.0,1.0,1.0,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,28.57126494759854,26.014321793626944,0.3003122972072221,0.3288253183609017,1573.1748454680967,65.54895189450403,25,25,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_140059_formula\tables\NGC0300_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_140059_formula\figures\NGC0300_rotation_curve.png,ok,
NGC0801,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC0801_normalized.csv,formula,,1378.4601118187297,1378.4601118187297,1378.4601118187297,False,False,0.6892300559093648,2.217814396196412,,,gbar_char_logmean,sigma_char_rms,3441.5983909348447,4500.156430074689,0.07790213049886109,0.0,0.15809622041340224,4,608.3984930448789,0.5272732878135848,1.0,1.0,1.0,formula,,1.0,1.0,1.0,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,37.46774651410116,32.48314920775347,0.17664052211642473,0.16099607259397705,669.6899471179225,55.80749559316021,13,13,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_140059_formula\tables\NGC0801_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_140059_formula\figures\NGC0801_rotation_curve.png,ok,
NGC0891,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC0891_normalized.csv,formula,,736.4366932148995,736.4366932148995,736.4366932148995,False,False,0.36821834660744973,0.5828253236386107,,,gbar_char_logmean,sigma_char_rms,7672.427715856535,9373.179167161916,0.007469975259521878,0.0,0.019946899277425236,3,608.3984930448789,0.5272732878135848,1.0,1.0,1.0,formula,,1.0,1.0,1.0,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,69.84394020363975,51.08602570144237,0.2359695540793672,0.1738891183971626,3702.315176224341,217.78324566025535,18,18,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_140059_formula\tables\NGC0891_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_140059_formula\figures\NGC0891_rotation_curve.png,ok,
NGC1003,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC1003_normalized.csv,formula,,768.9474190593976,768.9474190593976,768.9474190593976,False,False,0.3844737095296988,0.6246259753355725,,,gbar_char_logmean,sigma_char_rms,194.6186893538341,252.6385985257696,0.705740364896403,0.7955584336103396,0.7931297435431524,32,608.3984930448789,0.5272732878135848,1.0,1.0,1.0,formula,,1.0,1.0,1.0,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,42.34750601244746,37.810675594216775,0.3622867917566566,0.4055757266604646,11725.388889261752,335.0111111217644,36,36,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_140059_formula\tables\NGC1003_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_140059_formula\figures\NGC1003_rotation_curve.png,ok,
NGC1090,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC1090_normalized.csv,formula,,1190.7432755474017,1190.7432755474017,1190.7432755474017,False,False,0.5953716377737008,1.471403622074133,,,gbar_char_logmean,sigma_char_rms,1645.2062744877437,1764.3155251890382,0.18905396446361902,0.08742314049742897,0.26753429687532226,17,608.3984930448789,0.5272732878135848,1.0,1.0,1.0,formula,,1.0,1.0,1.0,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,24.630490447429224,20.4672680828353,0.19888406400460656,0.14990650912237713,2043.8190667006681,88.86169855220297,24,24,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_140059_formula\tables\NGC1090_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_140059_formula\figures\NGC1090_rotation_curve.png,ok,
NGC1705,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC1705_normalized.csv,formula,,1250.5359586935733,1250.5359586935733,1250.5359586935733,False,False,0.6252679793467867,1.6685736603369317,,,gbar_char_logmean,sigma_char_rms,322.24443263991054,442.5324344454393,1.1565169256431378,1.2293390189895557,1.2095509768767856,14,608.3984930448789,0.5272732878135848,1.0,1.0,1.0,formula,,1.0,1.0,1.0,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,19.2846054472426,18.693034550538975,0.26406160311927024,0.2933962794612177,274.5229774657862,21.117152112752784,14,14,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_140059_formula\tables\NGC1705_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_140059_formula\figures\NGC1705_rotation_curve.png,ok,
NGC2366,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2366_normalized.csv,formula,,621.8246843090922,621.8246843090922,621.8246843090922,False,False,0.3109123421545461,0.45119418206772816,,,gbar_char_logmean,sigma_char_rms,273.39292671882924,270.53389549766274,0.4755729792995306,0.6135968293656267,0.5350146875028995,23,608.3984930448789,0.5272732878135848,1.0,1.0,1.0,formula,,1.0,1.0,1.0,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,11.38518029245775,9.891031737199315,0.2514642934426283,0.26271813366830843,797.0757701255236,31.883030805020944,26,26,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_140059_formula\tables\NGC2366_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_140059_formula\figures\NGC2366_rotation_curve.png,ok,
NGC2403,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2403_normalized.csv,formula,,1538.9160881292705,1538.9160881292705,1538.9160881292705,False,False,0.7694580440646352,3.3376052568945935,,,gbar_char_logmean,sigma_char_rms,2903.4940633245387,1627.839132371277,0.44077195280282255,0.16115700571398206,0.6577295986293795,45,608.3984930448789,0.5272732878135848,1.0,1.0,1.0,formula,,1.0,1.0,1.0,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,31.278598056646967,22.468673148441045,0.1781965003046849,0.0908892639010957,107033.17723619915,1486.5719060583215,73,73,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_140059_formula\tables\NGC2403_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_140059_formula\figures\NGC2403_rotation_curve.png,ok,
NGC2683,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2683_normalized.csv,formula,,1314.894769692264,1314.894769692264,1314.894769692264,False,False,0.657447384846132,1.919259569951959,,,gbar_char_logmean,sigma_char_rms,1302.1040439052572,1621.6863857390554,0.2833032671960826,0.30377121420384723,0.3796564161446567,9,608.3984930448789,0.5272732878135848,1.0,1.0,1.0,formula,,1.0,1.0,1.0,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,31.170019063799636,27.017639576308113,0.1598136068579511,0.1773901747931113,124.06515788934598,12.406515788934598,11,11,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_140059_formula\tables\NGC2683_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_140059_formula\figures\NGC2683_rotation_curve.png,ok,
NGC2841,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2841_normalized.csv,formula,,1749.1355972338743,1749.1355972338743,1749.1355972338743,False,False,0.8745677986169371,6.972434422529633,,,gbar_char_logmean,sigma_char_rms,5366.0651961550775,2991.9490590728083,0.5956668431048235,0.36353624626925407,0.7475739217699147,49,608.3984930448789,0.5272732878135848,1.0,1.0,1.0,formula,,1.0,1.0,1.0,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,83.78599476616367,70.80155452086788,0.2420736526850359,0.1680251604612712,18612.752974192197,379.85210151412645,50,50,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_140059_formula\tables\NGC2841_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_140059_formula\figures\NGC2841_rotation_curve.png,ok,
NGC2903,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2903_normalized.csv,formula,,1699.149727124973,1699.149727124973,1699.149727124973,False,False,0.8495748635624865,5.647825115421443,,,gbar_char_logmean,sigma_char_rms,4686.78359837963,5772.488506353423,0.19542762009818432,0.0,0.3138644032644578,16,608.3984930448789,0.5272732878135848,1.0,1.0,1.0,formula,,1.0,1.0,1.0,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,60.65097911770758,50.506939951669324,0.3924584599827472,0.23883288808358843,7356.69466350386,222.9301413182988,34,34,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_140059_formula\tables\NGC2903_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_140059_formula\figures\NGC2903_rotation_curve.png,ok,
NGC2915,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2915_normalized.csv,formula,,958.4705764685665,958.4705764685665,958.4705764685665,False,False,0.47923528823428324,0.9202529998804588,,,gbar_char_logmean,sigma_char_rms,156.23544051830063,240.3151449459124,1.1329657119578707,1.3460929333157585,1.2284288295840184,27,608.3984930448789,0.5272732878135848,1.0,1.0,1.0,formula,,1.0,1.0,1.0,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,33.1420329681128,31.85242375135591,0.4763312267099616,0.43876428918490074,676.1936108520975,23.317021063865432,30,30,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_140059_formula\tables\NGC2915_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_140059_formula\figures\NGC2915_rotation_curve.png,ok,
NGC2955,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2955_normalized.csv,formula,,1148.0464277964586,1148.0464277964586,1148.0464277964586,False,False,0.5740232138982293,1.3475457645269164,,,gbar_char_logmean,sigma_char_rms,11234.73445360696,9207.559022348612,0.02073709650201867,0.0,0.0469486286980841,6,608.3984930448789,0.5272732878135848,1.0,1.0,1.0,formula,,1.0,1.0,1.0,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,44.12126623138308,36.181095047554415,0.14352520282680706,0.15938928399263808,1385.9178506915684,60.25729785615515,24,24,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_140059_formula\tables\NGC2955_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_140059_formula\figures\NGC2955_rotation_curve.png,ok,
NGC2976,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2976_normalized.csv,formula,,487.7068802798374,487.7068802798374,487.7068802798374,False,False,0.2438534401399187,0.3224949409080718,,,gbar_char_logmean,sigma_char_rms,2782.7392511013213,2670.8003207066026,0.010528937617796526,0.0,0.03873516284905256,3,608.3984930448789,0.5272732878135848,1.0,1.0,1.0,formula,,1.0,1.0,1.0,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,3.628010111757011,3.011200096571427,0.1152197549913453,0.04850998885720519,27.774105981216135,1.0682348454313897,27,27,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_140059_formula\tables\NGC2976_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_140059_formula\figures\NGC2976_rotation_curve.png,ok,
NGC2998,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2998_normalized.csv,formula,,1635.177951225152,1635.177951225152,1635.177951225152,False,False,0.8175889756125759,4.482124796778143,,,gbar_char_logmean,sigma_char_rms,3718.225576,2920.4902123052666,0.3676635642507058,0.289769193436072,0.4923252263046879,11,608.3984930448789,0.5272732878135848,1.0,1.0,1.0,formula,,1.0,1.0,1.0,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,31.746957973468604,26.590050085520016,0.1500324868336534,0.13285092266158166,1808.2988774946932,150.69157312455778,13,13,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_140059_formula\tables\NGC2998_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_140059_formula\figures\NGC2998_rotation_curve.png,ok,
NGC3109,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3109_normalized.csv,formula,,446.62640320649615,446.62640320649615,446.62640320649615,False,False,0.22331320160324808,0.28752027466440067,,,gbar_char_logmean,sigma_char_rms,113.16475728155339,110.90795345704184,0.8264827524650435,0.8313169168933247,0.831629110245831,25,608.3984930448789,0.5272732878135848,1.0,1.0,1.0,formula,,1.0,1.0,1.0,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,23.53306811649763,20.70774593205538,0.4801170539440207,0.46018641322752735,1998.5828982539986,83.27428742724994,25,25,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_140059_formula\tables\NGC3109_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_140059_formula\figures\NGC3109_rotation_curve.png,ok,
