r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,a_newton,sigma_profile,sigma_smoothed,sigma_transferred,beta_local,d_eff_local,cinfo_cap,eta_profile,a_struct_raw,a_struct,struct_to_bar_ratio,a_total
0.77,35.1,3.96,114.88888843240935,23814.060259740258,-3817.2094746027096,-4655.56650810251,-568.4584820207327,32.05505874007598,2.0910948911633587,0.4107299274422391,0.3068112242543471,-19813.918309986166,-6671.908720474542,0.28016678582752996,17142.151539265717
1.59,77.9,3.95,154.05611498966203,20683.948490566036,-5727.651053455658,-4517.270476878991,-568.4582740070975,33.87763266844657,2.0965501357595357,0.4143667571730238,0.30960433268877113,-14780.050981356399,-5757.353166221398,0.2783488447018388,14926.595324344638
2.36,115.0,6.7,155.03081167311234,14707.095084745763,-6098.553063248763,-4059.963022684155,-568.4568869250995,35.55128749926516,2.10154270494899,0.41769513663266006,0.31301309676949957,-9120.0383899046,-4522.962640667785,0.3075360983664962,10184.132444077977
3.13,156.0,3.16,156.58710009047664,11292.176773162942,-3125.7293184851133,-3552.069328958906,-568.4248708207388,36.80980157190447,2.1052650204094614,0.4201766802729742,0.31696758860877877,-6897.047938627289,-3458.4643403370783,0.3062708288942559,7833.712432825864
3.95,192.0,3.14,164.39707658726894,9737.185468354432,-1530.67220362853,-2665.3356617117197,-567.1427351870791,37.90900286275396,2.1085057714042885,0.4223371809361923,0.32127544402222663,-5584.973750079783,-2895.05919229358,0.2973199187488456,6842.1262760608515
4.73,204.0,2.9,172.5863145013343,8843.101247357294,-1277.7410059764666,-1615.9463341288993,-558.2317576684388,39.20602570793684,2.1123434694311,0.4248956462873999,0.32502491950500667,-4665.326380999328,-2545.842060644086,0.28789018574280095,6297.259186713208
5.5,209.0,3.36,173.9951542743086,7756.686909090909,-1293.9827172197258,-1059.1015282825313,-535.2533824659196,40.34078094955843,2.115745270997833,0.42716351399855534,0.32858611344942795,-3920.419006049966,-2252.2662343744646,0.29036446369064967,5504.420674716444
6.27,220.0,3.25,174.73795191387387,6850.367862838917,-851.6064253346594,-778.4687573343298,-489.8547417621549,41.06492376804422,2.117947967747995,0.42863197849866336,0.3326144624326817,-3191.6249217344466,-1980.6147784600807,0.2891253167883568,4869.753084378836
7.08,231.0,3.49,181.71474765172533,6411.148757062147,-341.50528925327507,-557.8496470864616,-414.3599773253934,41.70306372242575,2.119922543286725,0.42994836219114985,0.3376833426420284,-2481.372961651725,-1747.2717070437548,0.2725364475623908,4663.877050018392
7.86,235.0,4.65,193.40113182309923,6307.374452926209,-127.50834888752193,-355.2434924626731,-328.86005430619787,42.90566894701511,2.1237414568903303,0.43249430459355354,0.3442768299607184,-1882.1954400985028,-1548.5961080845045,0.24552151131063055,4758.778344841705
8.66,245.0,6.0,204.01901637109103,6209.685565819862,-174.64545473712528,-259.5826492378333,-271.8575343604897,44.93890131474699,2.13037578977727,0.43691719318484673,0.3528625403135008,-1523.2033835775583,-1403.2468774795038,0.2259771227714706,4806.438688340359
9.45,246.0,5.57,210.3696599515336,6029.68817989418,-280.95194410078346,-277.54354674484006,-269.2711469905702,47.8591546834515,2.140102706629882,0.4434018044199212,0.3637931320329345,-1437.0403475537546,-1346.5777218916528,0.22332460348144983,4683.110458002528
10.24,239.0,6.95,211.97703824795303,5765.781494140624,-373.3022092104608,-344.1583095816535,-303.65538581215395,51.820302233936566,2.15344406425977,0.45229604283984653,0.37717599321937373,-1546.8422626069737,-1377.6697026978363,0.23893893726251494,4388.111791442788
11.02,240.0,7.16,209.98840341803145,5443.603711433757,-431.3097767883086,-401.91147889620134,-339.70114090421214,56.45070408628145,2.1692644157948138,0.4628429438632092,0.3927744963888707,-1716.78879920575,-1442.2307921911136,0.26494044545561773,4001.3729192426435
11.79,240.0,4.85,206.27780174636086,5097.251340118746,-460.5821630715892,-433.933312880898,-360.48676930825036,61.27600005967209,2.1860839631300744,0.47405597542004957,0.41004549330606216,-1852.0578090758067,-1488.2155900499627,0.2919643334706138,3609.0357500687833
12.47,246.0,7.68,202.27492098299086,4775.759574979952,-463.4113013098646,-441.3087211154125,-366.3145363630223,66.12542519686073,2.203344794469799,0.4855631963131992,0.4281796286939825,-1912.8523517951253,-1494.673475647539,0.3129708378700813,3281.086099332413
