galaxy,source_file,beta_mode,beta_mean,beta_max,d_eff_mean,d_eff_max,cinfo_cap_mean,eta_mean,eta_max,struct_to_bar_ratio_mean,struct_to_bar_ratio_max,sigma_flip_severity,a_newton_source,rmse_kmps,mean_absolute_fractional_error,n_points,status,error
UGC02487,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC02487_normalized.csv,local_structural_coupling_v4,66.14575055599177,81.56853722704894,2.2037221391290385,2.2595426162084027,0.48581475941935925,0.4708102249817023,0.5743429510471036,0.0670929495257888,0.09786341081241162,20.158502000408163,computed_from_baryonic_velocity,117.12898221845973,0.3181181860823838,17,ok,
NGC2841,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC2841_normalized.csv,local_structural_coupling_v4,79.6796288396797,97.69203457885132,2.2568924882006813,2.3321268410342095,0.5212616588004543,0.4689717260190588,0.588779565247689,0.26677672977037453,0.4602195393960972,96.31337270453025,computed_from_baryonic_velocity,114.79853201911165,0.37241197858546743,50,ok,
NGC5985,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC5985_normalized.csv,local_structural_coupling_v4,67.4340405299617,97.29588649187086,2.2159114610803603,2.3300773963835453,0.4939409740535738,0.45725354334177826,0.5898818333002014,0.21233492436568208,0.32436383910012956,58.135485007004036,computed_from_baryonic_velocity,102.88188787538435,0.3613770370779301,33,ok,
UGC12506,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC12506_normalized.csv,local_structural_coupling_v4,62.36741457489067,86.62906805839039,2.194400167336542,2.2811052461637655,0.47960011155769483,0.4676267518517482,0.5772040327805729,0.11704395059280139,0.37688001509292146,52.41111145577409,computed_from_baryonic_velocity,85.89096532031274,0.37586050553879197,31,ok,
NGC7814,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC7814_normalized.csv,local_structural_coupling_v4,72.53082798154873,81.73635373163124,2.2255926768893386,2.260198656596691,0.5003951179262254,0.48759418762429807,0.5742234522708071,0.45498109614108756,0.5061138824073479,172.0026849166975,computed_from_baryonic_velocity,85.18276598447814,0.3621604036575702,18,ok,
NGC6674,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC6674_normalized.csv,local_structural_coupling_v4,67.90304006662079,83.23768471548067,2.2103578874275844,2.2665419573848418,0.4902385916183894,0.4722571915285484,0.5736853486096822,0.08688057137995267,0.12465220401737116,14.221693856084656,computed_from_baryonic_velocity,84.49519345568747,0.3174017623742041,15,ok,
UGC06787,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC06787_normalized.csv,local_structural_coupling_v4,74.19648348407885,97.19304348606062,2.233920935022734,2.3299070017837584,0.5059472900151559,0.480102883112876,0.5868764441655253,0.40158528672843874,0.5283483012822339,1950.2651042962339,computed_from_baryonic_velocity,84.18094405880143,0.3069556310974795,71,ok,
ESO563-G021,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\ESO563-G021_normalized.csv,local_structural_coupling_v4,70.85378177881759,118.01291519563463,2.246385937735824,2.448800790610341,0.5142572918238826,0.4519613946797133,0.615315308159989,0.15890694948754897,0.25416279736993963,178.2797758945277,computed_from_baryonic_velocity,81.22050482386238,0.3706643752735976,30,ok,
UGC06786,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC06786_normalized.csv,local_structural_coupling_v4,76.09144349400768,111.26617612783906,2.249364437862814,2.4060723009980083,0.5162429585752093,0.4428995124872389,0.6044179888348191,0.385339765866475,0.5653593187696051,1099.4537887886227,computed_from_baryonic_velocity,81.09113677188947,0.3279142894958134,45,ok,
UGC02885,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC02885_normalized.csv,local_structural_coupling_v4,72.5265272203336,86.29760607422695,2.2263635277869045,2.2796955113970743,0.5009090185246031,0.4728348178643271,0.5746000548926284,0.07008321077109636,0.10891519624955491,11.306488199645628,computed_from_baryonic_velocity,74.35475671016877,0.22503337530676967,19,ok,
