r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,a_newton,sigma_profile,sigma_smoothed,sigma_transferred,beta_local,d_eff_local,cinfo_cap,eta_profile,a_struct_raw,a_struct,struct_to_bar_ratio,a_total
0.12,6.48,2.6,1.8780963175328358,43.96333333333334,-234.17543859649123,-106.3731005836269,-66.35969749856282,69.23163967419343,2.2126740677326304,0.4917827118217536,0.37722105894184327,-27934.61177835107,-14.569618517246688,0.331403863460005,29.39371481608665
0.19,8.6,2.65,2.1291808185636816,27.57105263157895,-19.77106227106223,-24.93713374344957,-19.072867790810495,72.06353475820315,2.223813803536762,0.49920920235784116,0.38232390506367747,-10763.877545980606,-3.7109949571604837,0.1345975072750772,23.860057674418467
0.26,10.2,3.03,3.6104954874075905,41.195384615384626,190.4318751424014,58.355363941769326,45.63385577819524,75.36275131769125,2.2371645759369425,0.508109717291295,0.3881986540139802,9413.244623512233,8.941837171502204,0.21705919862107148,50.137221786886826
0.33,11.7,3.55,4.988057279527847,54.23151515151515,173.00439560439548,153.86269408531,93.79881655004755,78.26672964558318,2.248658377144679,0.5157722514297859,0.39413635313693723,19653.675015402016,21.16459219348709,0.3902637079999743,75.39610734500224
0.4,12.7,3.75,6.064308952132542,65.416,182.28704982960318,217.36732520801934,116.3791740519276,80.72681548774652,2.258187885983585,0.52212525732239,0.39940087725970597,22389.13096494741,26.52360766728724,0.4054605550215122,91.93960766728723
0.47,14.1,3.43,7.281010736921705,79.75170212765958,243.3612121212121,240.88276083265407,122.02553930914853,82.55496981430633,2.265072719310616,0.5267151462070773,0.4021111470115355,21172.807742489826,33.042164576955635,0.41431297007385015,112.79386670461523
0.55,16.0,3.33,8.860588056331089,101.92018181818182,297.7520933424845,259.6222346101499,123.68046600546347,82.70191222023847,2.2656341908205633,0.5270894605470422,0.40159208998714624,18763.72955605923,40.82531037090389,0.4005615928328432,142.74549218908572
0.62,18.1,2.66,10.369137965380347,124.41451612903226,308.0090532655752,276.4083652663451,124.38117115822801,81.051180418532,2.259629940667191,0.5230866271114607,0.39767695449341384,16267.472668536924,49.003261524342044,0.3938709328220188,173.41777765337432
0.69,21.2,3.78,11.773217247804098,145.0414492753623,266.70176449187466,269.9536040451102,123.61271244773701,77.83961211381217,2.2479875140407906,0.515325009360527,0.390255257941272,13945.317217894531,55.840644005785336,0.3849978353413405,200.88209328114766
0.76,21.6,3.33,13.031174397620784,161.75276315789472,266.217703110579,231.99233135670445,120.15573283557757,73.56757832366624,2.232534950330783,0.5050233002205221,0.3798574663201139,11611.94935343146,61.68342918579921,0.3813438978200763,223.43619234369393
0.83,23.3,3.09,14.339586284133402,182.31192771084338,211.08740601503754,183.97815806622685,112.4005312836212,68.37840065690413,2.2137381069591564,0.4924920713061043,0.3675358947591245,9185.10423820075,65.4275118073576,0.3588767483778088,247.73943951820098
0.9,24.5,3.26,15.261202529862183,191.30499999999998,107.94572990045593,137.15452822375025,95.9978589684556,62.47960269502722,2.1919915438006266,0.47799436253375105,0.3546038873801635,6624.11013751079,67.47755850830214,0.3527223988306743,258.78255850830215
0.97,24.4,3.29,16.026008648955795,197.4243298969072,67.93818681318717,81.89591541891524,67.1250142032469,57.05153638928595,2.172331690724282,0.464887793816188,0.3424038213594586,4047.829487166779,67.3519105323773,0.34115304110464867,264.7762404292845
1.04,25.3,2.78,15.43851618133866,200.81634615384618,32.58361527949162,28.29313749061101,30.37402909046825,52.42521412592322,2.155734390747536,0.4538229271650239,0.3319501679860299,1729.9219043245841,28.364213347553424,0.14124454453435523,229.1805595013996
1.11,25.4,2.78,14.392032502312611,201.98603603603604,-10.07536091359612,-9.055735538194474,-6.5255113507889,49.22407739302031,2.144285480063612,0.44619032004240794,0.32411910197313676,-63.38875189887085,-15.381892299439095,0.076153246042686,186.60414373659694
