r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,a_newton,sigma_profile,sigma_smoothed,sigma_transferred,beta_local,d_eff_local,cinfo_cap,eta_profile,a_struct_raw,a_struct,struct_to_bar_ratio,a_total
0.6,16.0,3.53,16.405720353017728,341.7008333333333,197.06208289427465,177.37429243528817,41.6740293944097,33.59992357498547,2.095437694107895,0.4136251294052634,0.30474301805723797,2205.8912581366926,106.87860050236691,0.31278413769071944,448.57943383570023
0.73,16.6,4.83,18.68526066945536,367.318904109589,137.492666666667,180.1833032141222,41.66994761830429,34.16469286425486,2.0971336356095702,0.4147557570730468,0.30667301862925,2005.4333369580431,110.95365244588407,0.302063550785236,478.2725565554731
0.85,18.6,2.5,20.5088596360454,376.07400000000007,158.19254682694987,165.96262066654216,41.6401478200354,35.362784842562704,2.100782651561619,0.41718843437441266,0.30964641438756935,1752.1929131236252,118.76520420119084,0.3158027521211007,494.8392042011909
0.98,20.0,7.58,22.855563284053495,406.8670408163265,211.10713678844482,138.92211741871535,41.47869986391731,37.18869419935677,2.1064249665413475,0.42094997769423165,0.31401129637698316,1595.0495118104222,126.17048268507571,0.31010249056284045,533.0375235014022
1.07,21.4,4.03,24.508175477771406,422.51757009345795,125.9586701563744,106.57025064224507,40.016610040816936,39.54048820668966,2.113785729150899,0.4258571527672658,0.32014254451348373,1254.788259306732,138.8381918217157,0.3285974398437576,561.3557619151736
1.54,28.9,2.74,30.358822906372623,477.40389610389616,61.85956665514063,60.11556754835518,25.69740504983805,42.64389870343791,2.1237050274763427,0.43247001831756177,0.3280015930037775,738.1727448307246,121.07540796136036,0.2536121069590329,598.4793040652565
2.02,32.9,2.65,32.01428787053109,481.28415841584155,-24.266667215684404,-1.3741886049454806,1.0456563438658453,46.69650463584289,2.1369335407214773,0.44128902714765156,0.33727848140876293,76.34166870375927,26.09932072140306,0.0542285056863488,507.3834791372446
2.49,35.2,2.88,30.788411775512124,454.35056224899597,-74.08086864249957,-44.21694573378602,-24.384012137932807,51.745320810400486,2.1537259440168484,0.45248396267789887,0.34752588453042454,-400.1652769222866,-73.6572692134564,0.16211550140679765,380.69329303553957
2.96,37.6,3.05,28.22000955956384,411.64814189189195,-96.34164397805846,-71.00858991320227,-37.21202034544315,57.10779795549675,2.1718476534164366,0.4645651022776244,0.3583029438255232,-646.4879986329003,-142.6045812358532,0.3464234785087512,269.0435606560387
3.43,40.6,3.68,28.0980681011707,363.789416909621,-88.25511548782826,-79.11860094880339,-39.46700943505509,62.121480392462445,2.1889757205239007,0.47598381368260045,0.36906614992359443,-700.4765015097671,-133.61407258949674,0.3672841110237451,230.17534432012428
