r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,a_newton,sigma_profile,sigma_smoothed,sigma_transferred,beta_local,d_eff_local,cinfo_cap,eta_profile,a_struct_raw,a_struct,struct_to_bar_ratio,a_total
1.45,216.0,10.0,216.55003432217188,40022.6275862069,-14855.529780564266,-11389.041248454949,-428.4579063153113,44.88308891387743,2.129706744173016,0.43647116278201076,0.31236139555674847,-11099.477925579831,-7681.994920735295,0.19194129381407132,32340.632665471607
2.88,215.0,7.0,193.27636725123713,18779.22,-9447.883455885609,-8727.781637501264,-428.45790631507197,45.5305613826011,2.1317557670962866,0.43783717806419103,0.31530010444778667,-8206.081271462997,-5808.4720354739275,0.3093031571851188,12970.747964526074
4.33,215.0,5.0,198.65700223983094,12812.72323325635,-2930.7334446963373,-5957.283564615061,-428.4577220630107,46.30812069234598,2.1342189278065553,0.4394792852043702,0.32002276172862726,-4964.176582724674,-3698.4958570632343,0.28865806196948984,9114.227376193117
5.78,214.0,4.0,208.83022567384165,10280.093010380622,-1549.2317257958407,-3053.6050560009176,-427.4210822060833,47.8267972618726,2.139137080396588,0.44275805359772524,0.3272178701006919,-3669.461148761284,-2735.0993849502356,0.2660578442421085,7544.993625430387
7.22,215.0,4.0,209.92679773709108,8335.443545706372,-1003.0394161332513,-1202.9184970667663,-415.82092003400464,50.1700538207281,2.1469242470219276,0.4479494980146184,0.3376484353005543,-2925.638994676311,-2231.667865907266,0.267732347255451,6103.775679799106
8.66,221.0,3.0,218.8730816333631,7391.339491916859,-337.1372374935486,-677.4453609262208,-382.38075527169985,53.23919670625254,2.1573761623434495,0.4549174415622997,0.3514053232622828,-2281.743469909198,-1859.535119666878,0.2515829670251865,5531.804372249981
11.55,233.0,3.0,248.44017279883315,6875.639307359306,-194.45066121485394,-432.8393768444905,-323.24686937078803,57.349405719602046,2.1718619230245304,0.4645746153496869,0.3685626647474775,-1709.0410803460568,-1531.698228544236,0.22277175402508248,5343.941078815071
14.48,237.0,3.0,269.7016996797178,6259.636643646409,-303.36776399360923,-282.9955822544169,-271.23527473162517,62.5320644456907,2.190818032396241,0.477212021597494,0.38884295797353596,-1245.6066880444705,-1236.224571123708,0.19749142665948316,5023.4120725227
17.28,242.0,3.0,267.2554922876947,5137.342019675925,-326.20180538718967,-267.7861914470685,-243.25230670521802,68.22882434997234,2.2123555360613367,0.4915703573742245,0.41190392921639474,-999.057461505771,-1003.9219873878449,0.19541661496214233,4133.420032288081
20.2,241.0,3.0,267.42521039829495,4393.762316831684,-253.82044318288294,-277.3873277803161,-236.33714247067678,73.9645984324545,2.234741499743487,0.5064943331623247,0.4369362756717442,-864.7863063995546,-853.3542397736489,0.19421948167396494,3540.408077058035
23.12,240.0,3.0,259.5291516205642,3655.030631487889,-261.0902834568068,-253.01669003886303,-222.93092955508808,79.70258510546651,2.2579566094289665,0.5219710729526443,0.46279670768970405,-762.7356372369788,-741.735625394039,0.20293554286632431,2913.29500609385
26.04,234.0,3.0,241.19522108423405,2868.9950614439326,-242.45634288109187,-213.47458636099117,-199.16283341277716,85.54952488014743,2.2820353971203358,0.5380235980802238,0.48832361568338817,-653.4137896045744,-634.9269096055091,0.22130637941424605,2234.0681518384235
28.84,226.0,3.0,224.16301235412976,2268.180350208044,-181.51457528634378,-183.30504257389197,-170.82109333046304,90.7317603625225,2.3040373364816125,0.5526915576544082,0.5124384247291904,-538.3550092837837,-525.8413728267078,0.23183402183096957,1742.338977381336
31.76,213.0,3.0,211.5948968812836,1830.7316908060457,-128.4912869978303,-147.76845515768542,-141.3334779611743,95.13230463408262,2.323374739860909,0.5655831599072725,0.534308068739485,-426.1771621886809,-421.02135119014383,0.22997436123737716,1409.7103396159018
34.68,207.0,3.0,203.26607191744256,1517.791234140715,-102.97272424738699,-111.38432256169084,-111.46740949554916,98.86798947881329,2.3403767765254995,0.5769178510169997,0.553292628098818,-324.9322916932622,-326.4101501514725,0.21505602536719548,1191.3810839892426
37.48,208.0,4.0,193.06893670994234,1241.7277081109926,-83.40734637577411,-84.3588911833577,-86.15385308412314,101.65704245168288,2.3536409810787835,0.5857606540525223,0.5689029328122335,-241.75776392370318,-247.18090121911115,0.19906208068364753,994.5468068918815
40.4,209.0,4.0,185.77092459173397,1040.7012128712872,-60.53567990111894,-66.77026721133211,-67.8390469979253,103.51430515942762,2.362872822720123,0.5919152151467486,0.5807579139233559,-180.3691775589952,-186.47258852307635,0.1791797551658461,854.2286243482108
43.32,207.0,4.0,179.34616836738843,888.1993374884578,-46.38741839467813,-54.28535578939518,-55.257508978769266,104.74783254456658,2.3691846068163396,0.596123071210893,0.5893123583806438,-139.28180084998186,-145.7005353632585,0.1640403558228863,742.4988021251993
46.24,213.0,6.0,172.66180909914067,769.7986894463668,-40.54816713770238,-45.713519941780845,-48.35947579702447,105.57392386726785,2.3734940872598194,0.5989960581732129,0.5949648700344097,-118.14628573564374,-125.07333647517092,0.16247538244722484,644.7253529711959
