galaxy,source_file,beta_mode,beta,r_kpc,v_obs_kmps,v_err_kmps,a_newton,sigma_profile,a_struct,a_total,v_model_kmps,residual_kmps
NGC0247,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC0247_normalized.csv,structural,449.4103549864976,1.08,34.6,0.9,463.13824074074074,175.8967917583585,73194.29594917585,73657.43418991659,282.04614680067857,-247.44614680067858
NGC0247,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC0247_normalized.csv,structural,449.4103549864976,1.61,47.0,0.8,556.3635403726707,99.04163547376982,27646.171774354152,28202.53531472682,213.08702883261145,-166.08702883261145
NGC0247,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC0247_normalized.csv,structural,449.4103549864976,2.15,59.1,3.1,569.1127906976744,1.3753792027825194,287.49286314583173,856.6056538435062,42.91505744798133,16.18494255201867
NGC0247,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC0247_normalized.csv,structural,449.4103549864976,2.7,64.4,1.4,557.8627037037037,-10.081699090529838,-1678.081469311876,-1120.2187656081724,1.6431676725154984e-06,64.39999835683233
NGC0247,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC0247_normalized.csv,structural,449.4103549864976,3.22,67.4,2.3,558.3253726708075,-5.613895476576822,-783.5225959582244,-225.19722328741693,1.794435844492636e-06,67.39999820556416
NGC0247,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC0247_normalized.csv,structural,449.4103549864976,3.77,69.8,0.7,551.8558355437665,-13.73442521364442,-1637.2394988857936,-1085.3836633420271,1.94164878389476e-06,69.7999980583512
NGC0247,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC0247_normalized.csv,structural,449.4103549864976,4.31,71.3,1.1,543.3548491879351,-20.480393735637136,-2135.5222781893103,-1592.1674290013752,2.076053949202669e-06,71.29999792394605
NGC0247,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC0247_normalized.csv,structural,449.4103549864976,4.85,73.2,1.7,529.7370103092784,-31.973211380170746,-2962.699438437291,-2432.9624281280126,2.202271554554524e-06,73.19999779772844
NGC0247,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC0247_normalized.csv,structural,449.4103549864976,5.38,75.1,3.0,509.1435130111524,-36.1666773539606,-3021.1299829601408,-2511.9864699489885,2.3194827009486404e-06,75.09999768051729
NGC0247,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC0247_normalized.csv,structural,449.4103549864976,5.92,78.5,3.8,491.03866554054053,-31.118305534348764,-2362.3122866165495,-1871.273621076009,2.4331050121192877e-06,78.49999756689499
NGC0247,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC0247_normalized.csv,structural,449.4103549864976,6.46,81.4,5.0,475.5357430340557,-25.953360893182293,-1805.5277294268947,-1329.991986392839,2.5416530054277667e-06,81.399997458347
NGC0247,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC0247_normalized.csv,structural,449.4103549864976,6.99,83.5,7.0,463.2685693848355,-19.307150841672495,-1241.3209604483395,-778.052391063504,2.643860813280457e-06,83.49999735613919
