galaxy,source_file,beta_mode,beta,r_kpc,v_obs_kmps,v_err_kmps,a_newton,sigma_profile,a_struct,a_total,v_model_kmps,residual_kmps
DDO168,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\DDO168_normalized.csv,structural,349.09260200070753,0.41,15.0,4.1,431.5280487804878,396.51695419393207,337612.5250657442,338044.0531145247,372.28760626289335,-357.28760626289335
DDO168,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\DDO168_normalized.csv,structural,349.09260200070753,0.82,23.4,1.3,594.0999999999999,94.07833221161597,40051.28022395122,40645.380223951215,182.56289815742954,-159.16289815742954
DDO168,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\DDO168_normalized.csv,structural,349.09260200070753,1.24,29.2,1.5,509.61306451612904,-230.9666121356334,-65023.17387557779,-64513.56081106166,1.1135528725660043e-06,29.199998886447126
DDO168,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\DDO168_normalized.csv,structural,349.09260200070753,1.64,36.2,1.1,404.7073780487805,-166.07317837036808,-35350.559731609406,-34945.85235356063,1.2806248474865697e-06,36.19999871937515
DDO168,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\DDO168_normalized.csv,structural,349.09260200070753,2.06,44.0,1.1,373.4330582524272,-96.33160518047313,-16324.587722017573,-15951.154663765146,1.4352700094407324e-06,43.99999856472999
DDO168,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\DDO168_normalized.csv,structural,349.09260200070753,2.47,52.1,1.2,324.7521457489878,-110.00080808334295,-15546.748306070707,-15221.99616032172,1.5716233645501712e-06,52.09999842837664
DDO168,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\DDO168_normalized.csv,structural,349.09260200070753,2.89,52.9,1.7,282.13238754325255,-94.58867505354503,-11425.67705683095,-11143.544669287698,1.7e-06,52.8999983
DDO168,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\DDO168_normalized.csv,structural,349.09260200070753,3.3,54.8,2.2,246.24354545454545,-77.292077373436,-8176.391637676603,-7930.148092222057,1.8165902124584949e-06,54.799998183409784
DDO168,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\DDO168_normalized.csv,structural,349.09260200070753,3.71,55.0,2.5,218.75288409703504,-67.91348190644308,-6390.321862438865,-6171.568978341829,1.9261360284258224e-06,54.99999807386397
DDO168,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\DDO168_normalized.csv,structural,349.09260200070753,4.12,52.0,2.7,190.5544902912621,-68.77657025798271,-5827.522298068849,-5636.967807777586,2.0297783130184437e-06,51.999997970221685
