galaxy,source_file,beta_mode,beta,r_kpc,v_obs_kmps,v_err_kmps,a_newton,sigma_profile,a_struct,a_total,v_model_kmps,residual_kmps
F563-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F563-1_normalized.csv,structural,156.14697624190066,1.07,22.1,7.17,316.6452336448598,42.21592349434218,6160.643741028919,6477.288974673779,83.25082103439547,-61.15082103439547
F563-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F563-1_normalized.csv,structural,156.14697624190066,1.78,42.7,10.66,346.61853932584273,1.1647627762596997,102.17650873711999,448.79504806296274,28.26402635068248,14.435973649317521
F563-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F563-1_normalized.csv,structural,156.14697624190066,2.49,60.6,7.69,318.29919678714856,-47.86528076217435,-3001.613999190017,-2683.3148024028683,1.57797338380595e-06,60.599998422026616
F563-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F563-1_normalized.csv,structural,156.14697624190066,2.97,76.8,11.1,289.65885521885525,-64.73053722065289,-3403.1911304776945,-3113.532275258839,1.7233687939614085e-06,76.7999982766312
F563-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F563-1_normalized.csv,structural,156.14697624190066,3.04,81.6,17.5,282.6974013157895,-83.99265908827063,-4314.210441825741,-4031.5130405099517,1.7435595774162694e-06,81.59999825644041
F563-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F563-1_normalized.csv,structural,156.14697624190066,3.19,87.0,8.93,271.18047021943573,-28.425661526237352,-1391.4047319741985,-1120.2242617547627,1.786057109949175e-06,86.99999821394289
F563-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F563-1_normalized.csv,structural,156.14697624190066,6.95,90.0,24.8,171.55306474820142,-20.74314072254063,-466.04010094747537,-294.4870361992739,2.6362852652928137e-06,89.99999736371474
F563-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F563-1_normalized.csv,structural,156.14697624190066,8.58,97.8,9.4,159.37494172494172,-6.669302383679985,-121.37428914388462,38.000652581057096,18.05673279265853,79.74326720734146
F563-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F563-1_normalized.csv,structural,156.14697624190066,9.26,93.7,25.3,156.14697624190066,-3.1006779659980097,-52.28525795793478,103.86171828396587,31.012247762932695,62.68775223706731
F563-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F563-1_normalized.csv,structural,156.14697624190066,9.89,103.0,23.8,155.31305358948433,-0.3281698265532795,-5.181266542985196,150.13178704649914,38.533146431220445,64.46685356877956
F563-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F563-1_normalized.csv,structural,156.14697624190066,10.08,97.4,11.0,155.87787698412697,-4.998009983519341,-77.42303037235882,78.45484661176815,28.121608308320898,69.2783916916791
F563-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F563-1_normalized.csv,structural,156.14697624190066,11.84,106.5,9.48,145.5669341216216,-10.439489748223002,-137.67692210247827,7.890012019143342,9.66528542292762,96.83471457707238
F563-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F563-1_normalized.csv,structural,156.14697624190066,14.56,112.0,11.0,109.10896291208792,-12.151123566337354,-130.31326942481306,-21.20430651272514,3.815756805667783e-06,111.99999618424319
F563-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F563-1_normalized.csv,structural,156.14697624190066,15.43,111.5,9.4,101.94440051847052,-4.834556162420894,-48.92425963925273,53.020140879217784,28.602460973949956,82.89753902605004
F563-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F563-1_normalized.csv,structural,156.14697624190066,17.93,111.0,24.3,92.81650864472951,-3.402919926851801,-29.63500596604677,63.18150267868274,33.657753089426244,77.34224691057375
F563-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F563-1_normalized.csv,structural,156.14697624190066,19.02,112.5,7.75,89.72791798107255,-2.971578140611752,-24.39552793496607,65.33239004610648,35.25084479380523,77.24915520619477
F563-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F563-1_normalized.csv,structural,156.14697624190066,20.1,106.0,10.7,86.368184079602,-3.110864723583836,-24.16677214354289,62.20141193605912,35.35885150729288,70.64114849270712
