galaxy,source_file,beta_mode,beta,r_kpc,v_obs_kmps,v_err_kmps,a_newton,sigma_profile,a_struct,a_total,v_model_kmps,residual_kmps
NGC2366,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2366_normalized.csv,structural,273.39292671882924,0.12,4.2,3.15,131.7841666666667,906.0023148148146,2064121.870510469,2064253.6546771356,497.70517232720846,-493.50517232720847
NGC2366,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2366_normalized.csv,structural,273.39292671882924,0.36,9.41,1.83,349.22472222222217,639.7931542252676,485874.7859119922,486224.01063421444,418.3785891131586,-408.9685891131586
NGC2366,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2366_normalized.csv,structural,273.39292671882924,0.59,15.3,1.37,432.4869491525424,294.80128314677165,136604.38237281726,137036.8693219698,284.3444265322642,-269.0444265322642
NGC2366,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2366_normalized.csv,structural,273.39292671882924,0.83,18.4,1.64,487.78132530120484,143.47345094777967,47258.58633863117,47746.367663932375,199.07155789078428,-180.67155789078427
NGC2366,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2366_normalized.csv,structural,273.39292671882924,1.07,23.4,2.08,501.3542056074767,-1.2858399245840717,-328.54162642425985,172.81257918321683,13.598141774744152,9.801858225255847
NGC2366,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2366_normalized.csv,structural,273.39292671882924,1.31,28.1,2.46,487.1641221374045,-119.05081049394056,-24845.533976478717,-24358.369854341312,1.1445523142259596e-06,28.099998855447687
NGC2366,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2366_normalized.csv,structural,273.39292671882924,1.54,33.1,2.01,445.4003246753246,-140.97355519780498,-25026.735613952158,-24581.335289276834,1.2409673645990857e-06,33.09999875903264
NGC2366,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2366_normalized.csv,structural,273.39292671882924,1.79,37.5,1.62,419.4968156424581,-85.86856007029257,-13115.003883099935,-12695.507067457476,1.3379088160259653e-06,37.49999866209119
NGC2366,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2366_normalized.csv,structural,273.39292671882924,2.02,40.5,1.68,404.1834158415842,-85.84701878361454,-11618.795898682518,-11214.612482840934,1.4212670403551894e-06,40.499998578732956
NGC2366,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2366_normalized.csv,structural,273.39292671882924,2.26,42.3,1.69,379.1487168141593,-126.75229039181791,-15333.265326784973,-14954.116609970813,1.5033296378372907e-06,42.29999849667036
