galaxy,source_file,beta_mode,beta,r_kpc,v_obs_kmps,v_err_kmps,a_newton,sigma_profile,a_struct,a_total,v_model_kmps,residual_kmps
UGC07399,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07399_normalized.csv,structural,503.45770818580934,0.61,47.3,2.77,1681.7254098360656,-618.9842784197798,-510872.79707585124,-509191.0716660152,7.810249675906654e-07,47.29999921897503
UGC07399,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07399_normalized.csv,structural,503.45770818580934,1.22,70.4,3.27,1304.145,-665.4415668515204,-274607.93949068896,-273303.79449068895,1.104536101718726e-06,70.39999889546391
UGC07399,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07399_normalized.csv,structural,503.45770818580934,1.84,83.7,2.5,863.2322826086955,-513.1990874398539,-140420.67195952043,-139557.43967691174,1.3564659966250537e-06,83.699998643534
UGC07399,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07399_normalized.csv,structural,503.45770818580934,2.45,89.1,2.45,672.9101224489796,-249.86613373816783,-51345.72695717016,-50672.81683472118,1.5652475842498528e-06,89.09999843475241
UGC07399,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07399_normalized.csv,structural,503.45770818580934,3.07,91.7,2.48,555.8969381107491,-180.39971072204062,-29584.242644137317,-29028.34570602657,1.752141546793523e-06,91.69999824785846
UGC07399,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07399_normalized.csv,structural,503.45770818580934,3.68,95.1,3.01,451.0184782608696,-148.05022383744026,-20254.62673630265,-19803.60825804178,1.918332609325088e-06,95.09999808166738
UGC07399,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07399_normalized.csv,structural,503.45770818580934,4.3,96.9,3.62,373.79516279069765,-99.12001858839103,-11605.287766010737,-11231.49260322004,2.073644135332772e-06,96.89999792635587
UGC07399,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07399_normalized.csv,structural,503.45770818580934,4.91,100.0,3.9,329.1008553971486,-61.9337726604673,-6350.516342757597,-6021.415487360448,2.2158519806160336e-06,99.99999778414802
UGC07399,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07399_normalized.csv,structural,503.45770818580934,5.52,103.0,4.82,298.23596014492756,-53.550563418891365,-4884.138393285124,-4585.902433140196,2.349468024894146e-06,102.99999765053198
UGC07399,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07399_normalized.csv,structural,503.45770818580934,6.13,106.0,4.97,263.76916802610117,-56.50293789971536,-4640.593739111877,-4376.8245710857755,2.4758836806279893e-06,105.99999752411632
