galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta_raw,beta_formula,beta_clipped,use_dimension_proxy,d_eff_proxy,d_eff_boost,beta_mode
UGCA444,0.12,6.48,2.6,1.3155361661870701,43.96333333333334,21925.602769784506,21969.56610311784,2.296867431960321,51.29397949442157,51.34537888042254,,1112.5663902914025,2000.0,True,1.5,1.8496780098954972,formula
UGCA444,0.19,8.6,2.65,1.6183088987506247,27.57105263157895,17034.83051316447,17062.401565796048,2.2887769659798662,56.891280505023346,56.937301459598956,,1112.5663902914025,2000.0,True,1.5,1.8496780098954972,formula
UGCA444,0.26,10.2,3.03,1.4202693832889342,41.195384615384626,10925.149102222571,10966.344486837956,3.2727358585745967,53.29670502552544,53.39709324090468,,1112.5663902914025,2000.0,True,1.5,1.8496780098954972,formula
UGCA444,0.33,11.7,3.55,1.2946529572209224,54.23151515151515,7846.381558914681,7900.613074066196,4.2304136913545465,50.885222947746286,51.0607707975687,,1112.5663902914025,2000.0,True,1.5,1.8496780098954972,formula
UGCA444,0.4,12.7,3.75,1.1812677178220685,65.416,5906.338589110343,5971.754589110343,5.115310352266029,48.605919759265305,48.874347419112794,,1112.5663902914025,2000.0,True,1.5,1.8496780098954972,formula
UGCA444,0.47,14.1,3.43,1.1020272475784305,79.75170212765958,4689.477649269917,4769.2293513975765,6.122360655825497,46.94735876656812,47.34488140397926,,1112.5663902914025,2000.0,True,1.5,1.8496780098954972,formula
UGCA444,0.55,16.0,3.33,1.0225324160873124,101.92018181818182,3718.299694862954,3820.2198766811357,7.487062174177533,45.22239303900917,45.83798569063244,,1112.5663902914025,2000.0,True,1.5,1.8496780098954972,formula
UGCA444,0.62,18.1,2.66,0.9836405001991196,124.41451612903226,3173.033871610063,3297.4483877390953,8.782767217682592,44.35404153398244,45.21524079774694,,1112.5663902914025,2000.0,True,1.5,1.8496780098954972,formula
UGCA444,0.69,21.2,3.78,1.013564994173013,145.0414492753623,2937.8695483275737,3082.910997602936,10.003929228058343,45.02366031706025,46.1216715692962,,1112.5663902914025,2000.0,True,1.5,1.8496780098954972,formula
UGCA444,0.76,21.6,3.33,0.9227766784338207,161.75276315789472,2428.359680089002,2590.1124432468964,11.087474915416944,42.959904060270446,44.367617209713224,,1112.5663902914025,2000.0,True,1.5,1.8496780098954972,formula
