r_kpc,v_obs_kmps,v_err_kmps,v_baryon_kmps,v_model_kmps,a_newton,sigma_profile,beta_local,d_eff_local,cinfo_cap,a_struct,a_total
0.45,8.41,1.58,13.052206709978202,49.207906684619,378.578,204.12419753086422,28.292818661134273,2.0666362575153925,0.39311757839231276,5002.351067293714,5380.929067293713
0.9,17.8,2.22,20.57645499108143,53.253868855784276,470.4338888888889,163.6109465020576,33.24965037246785,2.094812694919313,0.4113493908301436,2680.6489423434114,3151.0828312323
1.35,26.0,2.35,26.643340631384795,0.0,525.8278518518518,-24.48500000000005,39.36062365097301,2.126037418248159,0.4315536235723381,-601.0183237743482,-75.19047192249639
1.8,30.9,2.22,28.40977472631559,0.0,448.3973888888888,-192.7388971193416,46.79583254315526,2.162712934504917,0.4552848399737698,-2021.8972596132824,-1573.4998707243935
2.25,34.7,1.82,28.156995578363823,0.0,352.3628444444444,-179.390700518404,54.96624585406064,2.199980539817404,0.4793991728230262,-1844.5496829888991,-1492.1868385444548
2.69,38.8,1.81,27.869512015821158,0.0,288.7396654275093,-134.30073411420435,62.46860750227468,2.2378694952918687,0.5039155557770916,-1536.3212613179448,-1247.5815958904354
3.14,42.5,1.57,27.03890715247197,0.0,232.83519108280254,-106.92073626888222,69.20034201805315,2.2853362594211495,0.534629344331332,-1294.664606910074,-1061.8294158272715
3.59,45.6,1.59,26.289056658617476,0.0,192.5110027855153,-79.50299009200286,74.95689014307959,2.3136449000964125,0.5529467000623846,-1031.1892723568847,-838.6782695713694
4.04,48.8,1.83,25.52609057415569,0.0,161.28249999999997,-63.945632889622274,79.82152498868668,2.334045546167444,0.566147118108346,-847.6839774429408,-686.4014774429409
4.49,51.8,1.91,24.616459940454476,0.0,134.95993318485523,-51.9505735492577,83.92776696138544,2.3527303799744566,0.5782373046893542,-694.3912185127057,-559.4312853278504
4.94,54.8,2.19,23.785779364990336,0.0,114.52698380566802,-41.73301172260765,87.02080736854337,2.3676247243300845,0.5878748216253488,-556.8981431006893,-442.37115929502124
5.39,56.6,2.73,22.912599154177162,0.0,97.40022263450837,-34.393566481183676,89.6413862150897,2.3825552491729987,0.5975357494648814,-452.6084872081182,-355.2082645736099
5.84,58.4,3.27,22.092193191261025,0.0,83.57277397260273,-28.05158105830378,91.95742318724822,2.4002009558214055,0.6089535596491447,-363.4983274399783,-279.9255534673756
6.29,58.5,3.95,21.303694515271285,0.0,72.15379968203496,-23.153065706452754,93.82294888303515,2.4143825420825387,0.6181298801710544,-293.27673725119115,-221.1229375691562
6.74,57.7,4.07,20.562927807099843,0.0,62.735014836795244,-19.279635251712467,95.33867757526221,2.4265792620611943,0.626021875451361,-237.58319675606504,-174.8481819192698
7.19,57.3,3.94,19.850120906432785,0.0,54.80212795549373,-17.628637514003355,96.51154426470015,2.4361561556114113,0.6322186889250309,-208.44636226992924,-153.6442343144355
