r_kpc,v_obs_kmps,v_err_kmps,v_baryon_kmps,v_model_kmps,a_newton,sigma_profile,beta_local,d_eff_local,cinfo_cap,a_struct,a_total
0.62,35.1,4.01,71.20472175354666,174.35253648476242,8177.600645161292,3505.692131749448,35.393969125885484,2.110899812808803,0.4217587024056959,40852.733191403895,49030.33383656519
1.23,64.6,4.19,112.64443883299343,187.22794759162704,10316.072845528455,2058.548082624233,35.73822649127281,2.1178138876364376,0.4262325155294596,18183.361592986214,28499.43443851467
1.83,80.1,6.32,139.72563186473698,133.06247746918285,10668.443825136614,-53.14138319684007,36.22510105469889,2.126094002891428,0.4315902371650417,-993.2400490509317,9675.203776085682
2.47,113.0,10.4,159.1161164055986,88.52358863464093,10250.177530364374,-918.0221250443574,38.484400443348875,2.1327749174140074,0.4359131818561224,-7077.535528439221,3172.6420019251527
3.08,136.0,7.59,171.24374966695865,90.20136172083919,9520.916168831167,-1121.9481925397267,42.449214777335754,2.1198032405124194,0.42751974386097724,-6879.264981722831,2641.6511871083358
3.68,150.0,7.75,180.90008955221666,107.4131137422792,8892.620217391304,-924.1550458017172,46.48921151047409,2.123546385990332,0.4299417791702147,-5757.40907505114,3135.2111423401648
4.32,171.0,9.19,190.21,128.4996366253591,8374.963912037038,-698.2254843096547,50.04124367164542,2.173049971393476,0.461973510901661,-4552.705436840434,3822.2584751966033
4.91,192.0,9.16,198.61010069983854,181.94781936437147,8033.802871690429,-135.42395850803558,53.87506503698895,2.2267109866689356,0.4966953443151936,-1291.438519052965,6742.364352637464
5.53,197.0,9.96,213.09009385703504,250.70341142493373,8211.100922242314,442.732870477999,58.8035702224367,2.2383126505203204,0.5042023032778543,3154.5772875406137,11365.678209782927
6.17,195.0,12.4,230.24,288.16534743583367,8591.646288492708,993.9965837400712,63.606290319657475,2.2324385463415317,0.5004014123386381,4866.905974524268,13458.552263016976
6.78,196.0,7.09,253.1706643748442,316.65310236114766,9453.596651917404,1401.7209445814926,66.03688939242689,2.250759255175487,0.5122559886429621,5335.369016952723,14788.965668870125
7.38,216.0,5.99,275.54207900064915,320.5866525574793,10287.728631436314,747.1504492480295,65.80317942062109,2.2724871110483695,0.5263151895018862,3638.5317747980926,13926.260406234407
8.0,225.0,5.24,287.96,255.79038443103823,10365.1202,-381.7716865299206,65.27233944683546,2.2731041835784156,0.5267144717272101,-2186.530104077708,8178.590095922291
8.62,240.0,6.15,290.86,241.59354755185154,9814.331740139212,-723.184045133842,65.44671489979406,2.2515635262486327,0.5127763993373505,-3043.166749572072,6771.16499056714
9.23,247.0,4.37,295.7360703397541,261.98647725629786,9475.603824485373,-424.97907972194537,65.22501001596574,2.2189695766179103,0.49168619663511837,-2039.3184219756592,7436.285402509714
9.85,254.0,6.48,302.52658329475776,277.70260255293164,9291.60747208122,-290.22165143675636,65.64840504169729,2.2204833065123424,0.49266566891975094,-1462.294226936902,7829.313245144317
10.43,257.0,7.41,308.54194803948457,280.1825848979247,9127.337842761266,-337.1758722848772,68.08480494930718,2.2383703870357174,0.5042396621995818,-1600.7529069911043,7526.584935770162
11.05,273.0,5.38,313.37088329964547,278.43009697852375,8886.996425339366,-416.7448672515679,72.61460339614604,2.2430365475319913,0.5072589425207003,-1871.3114566995355,7015.684968639831
11.67,272.0,5.98,316.9943232930205,279.6348866049182,8610.574207369322,-411.97734876781954,78.89347320179631,2.288231482105191,0.5365027237151235,-1910.002672960969,6700.571534408353
12.19,270.0,20.9,320.3239016995141,281.75582484934483,8417.342247744053,-387.28551367644206,85.78346694230902,2.370359379574445,0.5896443044305231,-1904.926756641946,6512.415491102107
12.91,279.0,9.4,323.97946169471913,278.12922097039996,8130.340170410534,-444.09770503412045,92.86640445926808,2.438118037306245,0.6334881417863938,-2138.406509868198,5991.933660542336
14.56,287.0,10.8,327.4628754530809,269.3433026458443,7364.830686813187,-559.0914420422865,100.61583365158559,2.4765965299548767,0.6583859899708026,-2382.288469768484,4982.542217044703
16.63,291.0,10.0,317.20679012278407,248.845016280954,6050.520006013228,-597.7884040039186,107.76799496352155,2.5100434924785873,0.680028142192027,-2326.897508847367,3723.622497165861
