r_kpc,v_obs_kmps,v_err_kmps,v_baryon_kmps,v_model_kmps,a_newton,sigma_profile,beta_local,d_eff_local,cinfo_cap,a_struct,a_total
0.39,17.4,30.4,12.30018699044856,63.729054927268976,387.9348717948718,418.659677410482,65.43704046188014,2.2533011694591685,0.5139007567088737,10025.891902366324,10413.826774161196
1.18,46.3,37.1,29.12108686158537,63.451200642195985,718.6760169491525,151.2466469428008,66.60659700966855,2.2301688057151114,0.49893275663918973,2693.2348838442476,3411.9109007934003
1.95,69.1,13.1,34.879296151155344,0.0,623.879641025641,-139.02418735744854,68.43213966281552,2.2250919634964776,0.4956477410859561,-1629.2342603465845,-1005.3546193209435
2.74,85.2,6.2,37.08001213592034,0.0,501.79828467153277,-87.87419457462482,70.44166223826358,2.2549654967951853,0.5149776743968846,-999.2967782943533,-497.49849362282055
3.53,93.2,6.2,41.37856449902534,23.93330897971281,485.03841359773384,-20.149094228919356,72.89408592829075,2.2963146273895734,0.5417329941932534,-322.7711958304812,162.26721776725265
4.3,100.0,12.4,44.97301968958722,8.681682214123656,470.3656976744186,-39.521513426586225,77.20553608639786,2.322008931707943,0.5583587205169043,-452.8374171937137,17.528280480704893
5.09,108.0,6.2,46.422288827674144,0.0,423.3848526522593,-64.43435208160214,81.89268575863824,2.3294230053693497,0.5631560622978145,-538.6951754229996,-115.31032277074024
5.87,112.0,6.2,46.55347570267981,0.0,369.2037649063032,-58.14958933378574,85.76398103639485,2.3476496439226247,0.5749497695969924,-463.1825138501855,-93.9787489438823
6.4,113.0,24.9,47.139547091587545,16.845564531115247,347.208890625,-30.978598289748668,90.38042575026113,2.3992162575682348,0.6083164019559166,-302.86935244188,44.33953818312
7.44,113.0,15.5,48.83667883875806,27.10520231796483,320.5673655913978,-22.802537804674934,96.05178398748915,2.409387309140253,0.6148976706201638,-221.81844184169267,98.74892374970511
8.21,112.0,13.1,50.11723256525644,23.007935179907516,305.93629719853834,-26.676338342064106,102.75273252774915,2.4118700907491792,0.616504176367116,-241.45821178528305,64.47808541325529
9.0,111.0,26.4,50.10559350012731,20.588627924130975,278.9522777777778,-26.14086534010526,109.7616116989462,2.5027074554316355,0.6752812946910582,-231.8532111335216,47.0990666442562
9.72,111.0,19.4,50.89229902450861,35.44131255620106,266.4635905349794,-13.831099042077454,115.58272861074092,2.5957135722367024,0.7354617232119838,-137.2365704005828,129.2270201343966
11.79,113.0,12.5,53.23425400998872,34.87384904634957,240.3635114503817,-16.512035219902916,121.17985183821742,2.6686461757882265,0.7826534078629701,-137.2095379722157,103.153973478166
17.63,118.0,14.6,48.939710869599544,24.30248524867572,135.85339194554737,-17.895568408362045,126.72277315489612,2.7176695934285,0.8143744428066764,-102.35306356993189,33.50032837561548
