r_kpc,v_obs_kmps,v_err_kmps,v_baryon_kmps,v_model_kmps,a_newton,sigma_profile,beta_local,d_eff_local,cinfo_cap,a_struct,a_total
0.6,16.0,3.53,14.318536936433135,43.97412864817228,341.7008333333333,197.06208289427465,39.06275890524872,2.1356900968648005,0.4377994744419297,2881.1724839433437,3222.873317276677
0.73,16.6,4.83,16.375066412079065,42.59945324204011,367.318904109589,137.492666666667,38.34742900523703,2.1342603508137206,0.4368743446441721,2118.5898856448794,2485.908789754468
0.85,18.6,2.5,17.879119105817267,43.965780174645666,376.07400000000007,158.19254682694987,38.46724975261716,2.1265026822972533,0.4318546767805756,1898.0316780767832,2274.105678076783
0.98,20.0,7.58,19.968217246414362,46.605318696368315,406.8670408163265,211.10713678844482,39.47237946297265,2.113523594796616,0.4234564436919278,1809.516357949039,2216.3833987653657
1.07,21.4,4.03,21.26249750146958,45.45109116015425,422.51757009345795,125.9586701563744,41.08683124930109,2.1167161740916574,0.4255222302946018,1508.1382127557495,1930.6557828492073
1.54,28.9,2.74,27.1146086086449,45.11413267350777,477.40389610389616,61.85956665514063,43.79676505532031,2.1389528639865865,0.43991067669720296,844.2097187551046,1321.6136148590008
2.02,32.9,2.65,31.18002565746218,12.433042550820984,481.28415841584155,-24.266667215684404,48.01910138454352,2.163873321414794,0.45603567856251376,-404.75913511360136,76.52502330224019
2.49,35.2,2.88,33.63529247680181,0.0,454.35056224899597,-74.08086864249957,54.04163696339997,2.1819136836522617,0.467708854127934,-699.6428430469953,-245.2922807979993
2.96,37.6,3.05,34.90671138907245,0.0,411.64814189189195,-96.34164397805846,60.72434995560461,2.214623085886176,0.4888737614557609,-735.257978365035,-323.60983647314305
3.43,40.6,3.68,35.32418010371932,0.0,363.789416909621,-88.25511548782826,66.88059266554845,2.2561939828866895,0.5157725771619756,-675.7995418536921,-312.01012494407104
3.9,42.7,3.25,35.80341464162322,0.0,328.6883333333334,-72.09865424194065,72.2284135878154,2.3046459572346554,0.5471238546812476,-589.9643816430394,-261.27604830970597
4.37,45.5,2.99,35.96655251758222,0.0,296.0166819221968,-64.81672239369004,76.85617739329028,2.3359316366548244,0.5673675296001804,-533.7527195369927,-237.73603761479586
4.86,48.9,1.96,35.986336295877635,0.0,266.4642798353909,-56.46875969429924,80.08063472088308,2.348712919859954,0.5756377716740878,-467.69977163762604,-201.23549180223512
5.34,51.5,1.53,35.891951744088814,0.0,241.24198501872658,-49.90839131146328,81.68682094613516,2.3519373054339345,0.5777241388101929,-407.28631617218554,-166.04433115345896
5.81,53.0,1.86,35.67475437897225,0.0,219.05130808950085,-40.659246835208506,81.57181352501041,2.3472986253824133,0.5747226399533263,-333.3572735346936,-114.30596544519275
6.28,55.0,1.48,35.70686208559918,0.0,203.02229299363057,-31.48925604478025,80.44528250639985,2.332425766304202,0.5650990252556601,-259.94416361259005,-56.921870618959474
6.75,57.6,0.99,35.760271251767655,0.0,189.4514074074074,-25.36490767578429,79.24034794315325,2.316523145132138,0.5548090939090304,-206.146062541039,-16.694655133631585
7.22,59.7,1.19,35.96768549684563,13.659422913864574,179.17927977839335,-18.675666513981003,78.67859068122894,2.300193395182787,0.544242785118274,-153.3371974598603,25.842082318533045
7.69,60.5,1.26,36.35770069737634,20.57870500054264,171.89628088426525,-14.092579655779316,79.49158316801763,2.2914759622299705,0.538602093207628,-116.82695715222901,55.06932373203624
8.16,61.8,1.33,36.796836820574676,20.820737012136547,165.9322549019608,-13.963616817745127,82.050702920979,2.300287483037155,0.5443036654946298,-112.80687625875579,53.125378643204996
8.64,62.9,1.35,37.021216889778216,20.144103424356793,158.63084490740738,-13.917192461362642,86.22828550503012,2.328753160782201,0.5627226334473067,-111.6649996792612,46.96584522814618
9.11,63.0,2.09,37.29874662773536,17.31162462565683,152.7109220636663,-15.011936904562111,91.83444076163657,2.3821479572685025,0.5972722076443251,-119.8138477300057,32.89707433366058
9.58,64.5,2.38,37.20884303495609,8.207995432724829,144.519624217119,-17.482795251386268,98.41718019678925,2.4458563270887366,0.6384952704691824,-137.48714102049775,7.032483196621257
10.05,65.6,1.08,37.007901858927376,0.0,136.27709452736318,-20.50172384557197,105.31664025394024,2.50681078215948,0.677936388456134,-158.0621335138624,-21.785038986499217
10.52,67.5,3.22,36.29888428037424,0.0,125.24800380228136,-23.174769021714265,111.96540269949188,2.5608075775432826,0.7128754913515358,-175.41913000020168,-50.171126197920316
10.99,66.8,2.37,35.472186287287116,0.0,114.49281164695178,-22.633175854419076,117.6207453686182,2.6031296355364124,0.7402603524059139,-173.44677564430063,-58.95396399734885
11.46,66.8,0.95,34.518524012477705,0.0,103.9728184991274,-21.120803232355144,122.07096257786958,2.6354746042667165,0.7611894498196401,-164.20732356505297,-60.234505065925575
11.94,66.6,0.96,33.57783346197309,0.0,94.42804857621441,-19.022068584263206,125.42416616338068,2.664327770532104,0.7798591456384202,-149.86668586815566,-55.43863729194125
12.41,66.8,0.99,32.650298620380184,0.0,85.90185334407737,-16.384538649318927,127.76623550853435,2.681484586365198,0.7909606147068927,-131.05981209539272,-45.15795875131535
12.9,66.3,0.74,31.86244968611171,0.0,78.69889147286823,-14.836043007535116,129.3595578379719,2.693157817980323,0.7985138822225618,-118.07855086967687,-39.37965939680865
13.37,66.1,1.31,30.95293524045821,0.0,71.65925205684367,-14.977956204307603,130.40588272491613,2.7014319705193484,0.8038677456301666,-115.7194039818588,-44.060151925015134
