r_kpc,v_obs_kmps,v_err_kmps,v_baryon_kmps,v_model_kmps,a_newton,sigma_profile,beta_local,d_eff_local,cinfo_cap,a_struct,a_total
0.25,4.25,2.0,3.433846240005513,78.24890260293304,47.1652,108.68243902439032,86.32026167874162,2.3436242019825464,0.5723450718710594,24444.397834253203,24491.563034253202
0.41,6.84,2.0,5.14463798532025,78.0651171656713,64.55439024390245,105.24032894736847,87.53319573561555,2.3673003647558,0.5876649419008118,14799.256629487778,14863.81101973168
0.57,9.56,2.0,6.788225099390856,85.80480761343183,80.8421052631579,139.85647510037754,88.33971188047256,2.389489289071619,0.6020224811639887,12835.763174698333,12916.605279961492
0.74,12.3,2.0,9.051143574156804,88.93364858371663,110.70702702702704,158.00641502746754,88.07948708631218,2.4007585428784934,0.6093143512743193,10577.392770827033,10688.09979785406
0.9,15.1,2.0,10.940100547984008,85.77292925106673,132.9842222222222,143.47544911096298,86.07966086810858,2.395998394333941,0.6062342551572559,8041.455102564999,8174.439324787221
1.07,17.5,2.0,13.004526135157713,83.83077040419377,158.05392523364483,141.3540427999157,82.29132066402123,2.3779904821963007,0.5945820767152534,6409.794735103411,6567.848660337056
1.24,19.7,2.0,14.983167221919402,76.34701519103294,181.04459677419354,112.99351660800274,77.19521431332714,2.332919146537618,0.565418271289047,4519.654377886947,4700.698974661141
1.4,21.8,2.0,16.537185371156724,63.22165056987043,195.34178571428572,68.66644096606088,72.5605501283704,2.266018977357226,0.5221299265252639,2659.6418576991414,2854.983643413427
1.57,24.4,2.0,17.883402920026153,54.555176110725505,203.70452229299363,46.159572259136176,70.62977891474905,2.2234471311482684,0.4945834378018207,1692.0070958422132,1895.711618135207
1.72,27.3,2.0,19.01036822368257,46.348314107039556,210.1128488372093,28.58623159100874,71.30278147281325,2.197631280391111,0.4778790637824836,1038.8210003283734,1248.9338491655826
1.89,30.3,2.0,20.057180759019946,20.89682388628157,212.85211640211642,0.46035322008681495,74.86576582109144,2.2205429042931204,0.4927042321896661,18.194046843528042,231.04616324564446
2.06,32.6,2.0,20.81237372334064,0.0,210.26936893203882,-33.88846551790501,81.72479109308391,2.3145408974235404,0.5535264630387614,-1152.170327078244,-941.9009581462053
2.46,33.3,2.0,21.81966544198146,0.0,193.53569105691057,-45.50647582873684,89.81218574675164,2.4080651668826882,0.6140421668064453,-1357.266244791584,-1163.7305537346735
2.79,34.6,2.0,22.225402133594795,0.0,177.04964157706092,-70.40966716328742,98.70024794993802,2.49616816910814,0.6710499917758552,-1849.5897790876872,-1672.5401375106262
3.13,34.2,2.0,21.403518402356188,0.0,146.361214057508,-90.2600809398616,106.87547766422831,2.5796655985475203,0.7250777402366307,-2133.6766620824983,-1987.3154480249902
