r_kpc,v_obs_kmps,v_err_kmps,v_baryon_kmps,v_model_kmps,a_newton,sigma_profile,beta_local,d_eff_local,cinfo_cap,a_struct,a_total
9.93,377.0,10.3,330.0082477757185,320.5909902840569,10967.31556898288,-763.6240201309583,42.74506308569977,2.129883326395494,0.43404215237355503,-617.0050905022897,10350.310478480591
10.05,377.0,19.7,330.60639875840275,320.6606402890477,10875.680686567164,-716.3713915281344,45.74978046660087,2.1470035431437786,0.4451199396812685,-644.5119074047723,10231.168779162392
10.35,378.0,10.8,332.2614177120179,321.3006122298734,10666.439584541064,-789.1133018895507,49.67479563765558,2.1657143806355212,0.45722695217592546,-692.1320077979245,9974.307576743138
15.07,367.0,10.7,322.7986708460864,311.0809722908001,6914.33191108162,-604.5499393051084,54.37935418592387,2.188492632102223,0.4719658207720267,-492.8739600935955,6421.457950988025
20.09,364.0,6.67,309.82655567268597,298.45177190078016,4778.123175709307,-340.5297873941214,59.52945059760678,2.218939918772166,0.4916670062643428,-344.40191385190064,4433.721261857407
25.12,375.0,6.19,296.174322992389,285.57533493365133,3492.0075477707,-209.45134584502344,64.38184750789307,2.250180001911655,0.5118811777075415,-245.4600986279006,3246.5474491427995
30.14,383.0,3.82,283.84565119092457,273.8275668902539,2673.1371499668217,-150.23284276681852,68.84889573350475,2.278281507173862,0.5300645046419106,-185.3622200054262,2487.7749299613956
35.17,378.0,2.21,264.0318734547024,254.2242043339928,1982.1674779641737,-115.61912521781879,72.76763498866785,2.2950445530916483,0.540911181412243,-144.52329060984565,1837.644187354328
40.19,364.0,4.0,246.4421209939567,237.95090979908827,1511.1649415277432,-78.42507668675067,75.75536932004641,2.3077735377925346,0.5491475832775223,-102.34096854406958,1408.8239729836737
45.21,349.0,3.0,232.41340451875834,225.29629948025647,1194.779708029197,-54.84832359372288,77.853333247095,2.318487102921237,0.5560798901255063,-72.05414820841838,1122.7255598207787
50.24,338.0,3.08,219.60726285803938,213.5892237103053,959.939289410828,-40.390894722358965,79.31823543659851,2.3270524799106393,0.5616221928833549,-51.890792492618516,908.0484969182095
55.26,332.0,2.19,208.7867768801463,203.9034951773354,788.8512160694896,-29.189102689581294,80.46315534552758,2.328174867030302,0.5623484433725483,-36.46910702979286,752.3821090396967
60.28,330.0,1.61,200.49830049155028,196.41336108937668,666.8806984074319,-22.441922254442616,81.43537915751583,2.329411399287575,0.5631485524801955,-26.89714806858203,639.9835503388498
65.31,329.0,2.2,191.80659373441782,188.225937348679,563.3098974123412,-18.24428846665958,82.29748386623585,2.3353800319976856,0.5670106089396789,-20.83549087752531,542.4744065348159
70.33,330.0,3.53,184.4081218384917,181.37252999994075,483.5255993175031,-14.485466191002306,82.94598583345277,2.3405426362700044,0.5703511175864734,-15.787868070817343,467.73773124668577
75.35,332.0,13.4,177.4456051864909,174.79943390456114,417.8758168546782,-11.906596370153343,83.56672414553151,2.3470461736049915,0.5745592888032297,-12.370281441870771,405.50553541280743
80.38,333.0,15.3,171.0187501416146,168.50988858928136,363.86430579746207,-10.737874961673183,84.1569350717866,2.3538192261052133,0.5789418521857262,-10.597541025478712,353.26676477198333
