r_kpc,v_obs_kmps,v_err_kmps,v_baryon_kmps,v_model_kmps,a_newton,sigma_profile,beta_local,d_eff_local,cinfo_cap,a_struct,a_total
0.45,18.9,9.78,65.19,110.56710988494868,9443.858,1497.617960758008,23.76138932633658,2.0689631411754266,0.3946232089958642,17722.99930735626,27166.85730735626
1.34,58.3,10.5,120.17000000000002,91.92182393207185,10776.737985074627,-543.9242555549969,24.86421773852323,2.0746460903146158,0.39830041138004546,-4471.050138060585,6305.687847014043
2.23,74.1,5.69,137.48,97.33521442447534,8475.672825112106,-2206.6461598661836,26.062712557725956,2.0840332057869193,0.40437442727388895,-4227.177772619464,4248.495052492642
3.12,119.0,4.27,146.18,113.37055175446243,6848.907820512821,-1270.3730041048414,26.38846004849241,2.0976284150414317,0.41317132737974993,-2729.3943573361403,4119.5134631766805
4.01,141.0,3.76,157.86,142.30692735696934,6214.408877805488,-304.69206839174797,26.11395760451428,2.0954687925375812,0.41177392458314077,-1164.2189591566735,5050.189918648815
4.9,195.0,4.54,175.79,189.8734921693874,6306.555938775509,358.54424496965134,26.267593572041118,2.0978402011200474,0.4133083654306189,1050.9834548160034,7357.539393591513
5.79,227.0,4.2,199.19,213.43803663463459,6852.617633851468,440.6207605441157,26.93323269054515,2.076642804500444,0.39959240291205206,1015.395402840693,7868.013036692161
6.69,246.0,4.24,217.87,219.36954411373856,7095.267100149476,24.909776934735458,27.837032496465365,2.0625785635863427,0.3904920117323394,98.00597678168674,7193.273076931163
7.58,268.0,5.56,228.65,222.72698548943518,6897.206134564644,-109.3757702841537,30.62353332827159,2.078294675342181,0.4006612605155288,-352.70612596160134,6544.500008603043
8.47,283.0,2.96,241.76,236.24064858172113,6900.578229043683,-91.06531498538557,35.06966132777661,2.1003734195687076,0.41494750677975195,-311.48212015203444,6589.096108891648
10.23,291.0,9.81,260.94,250.81057729424157,6655.8830498533725,-174.93706588383043,41.61488381362316,2.120671660936782,0.42808166295909417,-506.719249005795,6149.1638008475775
12.06,310.0,4.74,275.0400029086679,259.19424706634294,6272.554162520732,-282.36787452782687,49.54856652320203,2.1705016763503444,0.46032461410904635,-701.9357784172144,5570.618384103517
13.44,310.0,20.4,277.98028779033956,257.88131331164755,5749.4821726190485,-328.1696054834447,57.716056927866035,2.2254932463983352,0.49590739472833456,-801.359274156241,4948.122898462808
15.18,310.0,16.1,282.2671334038024,261.3925362147897,5248.664993412384,-284.95020770219253,66.06078200369579,2.26817765761004,0.5235267196300257,-747.6071548879999,4501.057838524384
16.83,314.0,13.5,283.7363587910439,258.1350570009073,4783.500968508616,-326.0605819879526,74.61442968546925,2.2976213458969177,0.5425785179332997,-824.2788857479711,3959.222082760645
18.56,317.0,12.7,277.4176075882712,249.17451146643563,4146.580226293105,-311.2492718832057,82.16342244916007,2.3333930701184755,0.5657249277237194,-801.3249911348679,3345.2552351582367
20.3,319.0,10.4,274.1903712751416,250.6074941196806,3703.4659950738915,-206.5432050410576,88.53010342228333,2.3791758242959857,0.5953490627797554,-609.6671719731155,3093.7988231007757
21.94,318.0,10.8,275.0623645648383,254.6460574310508,3448.4641932543295,-156.16217045005607,94.25247039030424,2.4245269959394506,0.6246939385490562,-492.9211410584306,2955.543052195899
23.68,317.0,9.3,274.2245512349323,248.61144441593228,3175.637858952702,-194.58687723742733,99.77597005008224,2.462358813609022,0.6491733499823084,-565.5174917830994,2610.1203671696026
25.41,317.0,7.23,265.4585180400132,235.28525826187266,2773.247729240457,-216.43963953935517,104.73386109635149,2.4909378008148164,0.6676656358213517,-594.6112571681975,2178.6364720722595
27.06,312.0,8.39,257.17034238029856,227.57677942679473,2444.071877309682,-189.94269196703087,108.68605550720333,2.5210165850021786,0.6871283785308214,-530.1328331754623,1913.9390441342196
28.8,312.0,8.37,247.63895028851982,218.5294715199443,2129.342003472222,-168.96014327348993,111.6829158527053,2.552604415876007,0.7075675632138869,-471.17777004214764,1658.1642334300745
30.53,311.0,11.5,238.15547211853016,211.32353799147646,1857.7801801506714,-140.30507272090162,113.83746480603249,2.571256381294262,0.7196364820139342,-395.03410385735344,1462.7460762933179
32.18,310.0,14.5,230.78446091537444,207.58579114692193,1655.1108576755748,-110.68693678279335,115.38554425581896,2.575537417007519,0.7224065639460415,-316.0225827814326,1339.0882748941422
33.91,313.0,15.9,224.30081163473304,203.3179685413504,1483.6583338248304,-93.81231696354838,116.38620997654041,2.578190860363607,0.7241234978823338,-264.6021164322749,1219.0562173925555
35.65,320.0,8.83,217.71449767987434,198.53213915720406,1329.582117812062,-81.16241944582448,116.8353453008587,2.575302837959676,0.7222547775033197,-223.97173132298937,1105.6103864890727
37.3,321.0,7.88,212.31512287164097,195.05255532124758,1208.5177319034854,-69.82336116964169,116.970166463494,2.573426847130504,0.7210409010844436,-188.5311544946825,1019.9865774088029
39.03,320.0,8.0,206.59717931278735,190.63472740287594,1093.579157058673,-61.939413090486404,117.02848081711007,2.5753663089807812,0.7222958469875642,-162.4595236492747,931.1196334093983
40.76,315.0,9.82,201.30546962266078,187.10580185957383,994.2073626104024,-52.884255073105294,117.03956902696612,2.5774897483504784,0.7236698371679566,-135.31185011005653,858.8955125003458
42.41,312.0,9.07,196.97196805637088,183.65259390826472,914.8303749115773,-48.107265272015205,117.10206556164114,2.5788150701867885,0.7245273983561572,-119.53975361391174,795.2906212976656
