r_kpc,v_obs_kmps,v_err_kmps,v_baryon_kmps,v_model_kmps,a_newton,sigma_profile,beta_local,d_eff_local,cinfo_cap,a_struct,a_total
0.77,35.1,3.96,135.41353846643253,0.0,23814.060259740258,-3817.2094746027096,36.84747457740211,2.1051736175005744,0.418053517206254,-30965.598437371646,-7151.538177631388
1.59,77.9,3.95,181.3490504524355,73.22487028223881,20683.948490566036,-5727.651053455658,40.132543399014274,2.123755216840272,0.43007690501429363,-17311.69589443352,3372.2525961325155
2.36,115.0,6.7,186.30282982284513,69.00622893384494,14707.095084745763,-6098.553063248763,43.34481579711538,2.1445267936411314,0.44351733706190855,-12689.35795268211,2017.737132063652
3.13,156.0,3.16,188.001365154618,83.2088761739944,11292.176773162942,-3125.7293184851133,45.56825120717329,2.173672951518535,0.4623766156884637,-9080.12658973191,2212.0501834310326
3.95,192.0,3.14,196.11701252058683,119.17696190318824,9737.185468354432,-1530.67220362853,46.982478564137026,2.197437669523145,0.47775378616203484,-6141.45173456355,3595.733733790881
4.73,204.0,2.9,204.51862726900941,137.36779009896168,8843.101247357294,-1277.7410059764666,47.432238801340986,2.1951632297093475,0.47628208981193076,-4853.69115080922,3989.410096548074
5.5,209.0,3.36,206.54727788087646,140.58028741968545,7756.686909090909,-1293.9827172197258,47.085400435594686,2.165386966232027,0.45701509579719396,-4163.447416181568,3593.2394929093407
6.27,220.0,3.25,207.24817610777666,156.11824451021008,6850.367862838917,-851.6064253346594,45.66076566057875,2.1424723649439494,0.4421880008460849,-2963.1419826236474,3887.2258802152696
7.08,231.0,3.49,213.0514801638327,187.03128180797506,6411.148757062147,-341.50528925327507,43.84403659576926,2.1357857972172343,0.43786139819938685,-1470.3718679753986,4940.776889086748
7.86,235.0,4.65,222.65660376463126,211.76863736754447,6307.374452926209,-127.50834888752193,43.16623790730159,2.1350274032186065,0.43737067267086305,-601.782115457182,5705.592337469027
8.66,245.0,6.0,231.89626344553292,217.6647573572132,6209.685565819862,-174.64545473712528,44.84503080618778,2.1333813307349,0.43630556694611167,-738.7910397950925,5470.894526024769
9.45,246.0,5.57,238.70599762050387,216.6926015040171,6029.68817989418,-280.95194410078346,48.54787840252322,2.143966572257295,0.44315484087236745,-1060.8327781398161,4968.855401754365
