galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc
NGC4214,0.21,55.5,7.21,5.41,32.3,0.0,14667.857142857143
NGC4214,0.63,63.2,5.22,13.09,52.43,0.0,6340.063492063492
NGC4214,1.04,66.6,7.97,16.91,57.12,0.0,4264.961538461538
NGC4214,1.46,70.5,4.62,16.91,56.92,0.0,3404.280821917808
NGC4214,1.88,76.1,4.69,16.7,53.72,0.0,3080.4308510638293
NGC4214,2.3,78.8,4.52,15.77,48.94,0.0,2699.7565217391307
NGC4214,2.71,80.1,6.65,14.85,45.52,0.0,2367.5313653136527
NGC4214,3.14,80.1,6.28,13.92,42.09,0.0,2043.3152866242035
NGC4214,3.55,80.1,5.09,13.09,39.26,0.0,1807.3267605633803
NGC4214,3.96,80.4,5.4,12.99,36.87,0.0,1632.3636363636365
NGC4214,4.38,80.1,7.58,12.99,34.8,0.0,1464.8424657534244
NGC4214,4.8,80.4,8.9,13.09,33.03,0.0,1346.7000000000003
NGC4214,5.22,80.6,9.37,13.09,31.53,0.0,1244.5134099616857
NGC4214,5.63,80.6,9.37,13.92,30.23,0.0,1153.8827708703373
