galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc
NGC3877,0.87,37.8,9.0,0.0,101.87,0.0,1642.3448275862065
NGC3877,1.74,80.1,9.0,0.0,114.98,0.0,3687.3620689655168
NGC3877,2.61,121.0,8.5,0.0,122.0,0.0,5609.578544061303
NGC3877,3.5,142.0,7.3,8.66,132.74,0.0,5761.142857142857
NGC3877,4.37,153.0,6.2,14.44,143.94,0.0,5356.75057208238
NGC3877,5.24,160.0,5.3,18.43,159.88,0.0,4885.496183206106
NGC3877,6.11,162.0,5.3,22.09,181.37,0.0,4295.253682487725
NGC3877,6.98,167.0,4.5,25.11,193.57,0.0,3995.558739255014
NGC3877,7.85,169.0,5.3,26.73,197.84,0.0,3638.343949044586
NGC3877,8.72,171.0,4.9,28.23,200.86,0.0,3353.3256880733943
NGC3877,9.6,171.0,4.9,29.63,201.7,0.0,3045.9375
NGC3877,10.47,170.0,5.7,30.28,195.05,0.0,2760.2674307545367
NGC3877,11.35,169.0,7.0,30.28,189.75,0.0,2516.3876651982378
