galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc
UGC12506,0.82,107.0,25.6,8.12,32.7,0.0,13962.195121951221
UGC12506,2.46,159.0,26.5,22.67,79.76,0.0,10276.829268292682
UGC12506,4.1,194.0,13.9,31.68,107.57,0.0,9179.512195121952
UGC12506,5.74,198.0,14.6,34.72,124.14,0.0,6829.965156794425
UGC12506,7.38,211.0,13.2,31.78,137.6,0.0,6032.655826558265
UGC12506,9.02,222.0,13.6,23.89,155.68,0.0,5463.858093126386
UGC12506,10.65,230.0,11.6,14.68,168.58,0.0,4967.136150234742
UGC12506,12.29,239.0,11.6,14.98,175.29,0.0,4647.762408462165
UGC12506,13.93,237.0,11.6,26.72,175.91,0.0,4032.232591529074
UGC12506,15.57,240.0,11.6,39.88,176.17,0.0,3699.421965317919
UGC12506,17.21,245.0,11.6,50.51,175.33,0.0,3487.797791981406
UGC12506,18.85,249.0,11.6,57.09,172.3,0.0,3289.177718832891
UGC12506,20.49,248.0,11.6,60.02,168.12,0.0,3001.6593460224503
UGC12506,22.13,250.0,11.6,60.43,164.68,0.0,2824.220515137822
UGC12506,23.77,255.0,11.6,58.91,161.19,0.0,2735.5910811947833
UGC12506,25.41,244.0,14.9,57.29,157.33,0.0,2343.0145611963794
UGC12506,27.05,244.0,11.6,58.0,153.64,0.0,2200.9611829944547
UGC12506,28.68,249.0,11.6,61.94,149.77,0.0,2161.8200836820083
UGC12506,30.32,251.0,11.6,65.99,146.07,0.0,2077.8693931398416
UGC12506,31.96,249.0,11.6,67.21,143.32,0.0,1939.956195244055
UGC12506,33.6,244.0,12.9,64.98,140.67,0.0,1771.904761904762
UGC12506,35.24,239.0,16.2,62.25,138.0,0.0,1620.9137343927355
UGC12506,36.88,238.0,18.4,61.64,135.58,0.0,1535.9002169197395
UGC12506,38.52,241.0,24.9,63.36,133.6,0.0,1507.8141225337486
UGC12506,40.16,237.0,23.0,64.98,131.71,0.0,1398.6304780876494
UGC12506,41.8,228.0,14.0,64.88,130.03,0.0,1243.6363636363637
UGC12506,43.44,233.0,16.9,63.87,129.69,0.0,1249.7467771639042
UGC12506,45.08,233.0,13.7,64.47,130.42,0.0,1204.2812777284828
UGC12506,46.71,230.0,11.6,69.03,123.79,0.0,1132.5198030400343
UGC12506,48.35,226.0,11.6,76.21,119.55,0.0,1056.380558428128
UGC12506,49.99,225.0,11.6,82.59,116.42,0.0,1012.7025405081016
