galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc
UGC02953,0.09,231.0,52.9,-0.75,12.18,80.49,592900.0
UGC02953,0.17,231.0,27.9,-0.9,23.29,154.33,313888.23529411765
UGC02953,0.26,231.0,16.4,-0.97,35.2,203.79,205234.61538461538
UGC02953,0.34,231.0,11.9,-1.0,45.31,224.63,156944.11764705883
UGC02953,0.43,232.0,8.04,-1.04,56.16,236.57,125172.09302325582
UGC02953,0.51,232.0,6.53,-1.11,65.37,243.18,105537.25490196078
UGC02953,0.6,232.0,4.75,-1.21,75.35,248.89,89706.66666666667
UGC02953,0.69,232.0,4.0,-1.34,84.97,252.61,78005.79710144928
UGC02953,0.77,233.0,5.69,-1.48,93.17,255.01,70505.1948051948
UGC02953,0.86,233.0,4.83,-1.64,102.03,256.4,63126.74418604651
UGC02953,0.95,234.0,10.8,-1.82,110.51,257.17,57637.89473684211
UGC02953,1.03,235.0,10.3,-2.0,117.74,258.4,53616.50485436893
UGC02953,1.11,235.0,10.6,-2.17,124.74,258.76,49752.25225225225
UGC02953,1.2,236.0,10.2,-2.35,132.45,259.47,46413.333333333336
UGC02953,1.29,237.0,10.6,-2.54,139.94,259.74,43541.860465116275
UGC02953,1.38,238.0,14.2,-2.73,147.1,259.48,41046.37681159421
UGC02953,1.46,238.0,14.1,-2.94,153.23,258.65,38797.260273972606
UGC02953,1.55,239.0,19.6,-3.15,159.87,257.13,36852.25806451613
UGC02953,1.63,240.0,17.8,-3.37,165.58,255.36,35337.42331288344
UGC02953,1.72,241.0,7.14,-3.59,171.83,252.89,33768.023255813954
UGC02953,1.8,242.0,11.9,-3.81,177.21,250.43,32535.555555555555
UGC02953,1.89,243.0,10.9,-4.02,183.03,247.35,31242.857142857145
UGC02953,1.98,244.0,17.6,-4.24,188.55,244.09,30068.68686868687
UGC02953,2.07,246.0,11.4,-4.48,193.82,240.73,29234.782608695656
UGC02953,2.15,247.0,12.9,-4.72,198.33,237.68,28376.279069767443
UGC02953,2.23,248.0,15.4,-4.99,202.68,234.62,27580.269058295966
UGC02953,2.32,249.0,17.6,-5.25,207.44,231.17,26724.568965517243
UGC02953,2.4,251.0,24.0,-5.52,211.55,228.14,26250.416666666668
UGC02953,2.49,252.0,10.1,-5.8,216.16,224.74,25503.61445783132
UGC02953,2.58,253.0,12.0,-6.06,220.83,221.41,24809.68992248062
UGC02953,2.67,254.0,6.34,-6.31,225.64,218.17,24163.295880149813
UGC02953,2.75,256.0,6.22,-6.56,230.0,215.36,23831.272727272728
UGC02953,2.83,257.0,5.6,-6.82,234.46,212.6,23338.86925795053
UGC02953,2.92,259.0,8.73,-7.07,239.57,209.57,22972.945205479453
UGC02953,3.0,260.0,5.19,-7.31,243.97,206.96,22533.333333333332
UGC02953,3.09,262.0,11.0,-7.55,248.68,204.14,22214.886731391587
UGC02953,3.18,263.0,16.0,-7.78,252.98,201.42,21751.25786163522
UGC02953,3.27,264.0,13.1,-8.0,256.93,198.78,21313.761467889908
UGC02953,3.35,266.0,11.8,-8.21,260.17,196.48,21121.194029850747
UGC02953,3.43,267.0,12.7,-8.4,263.1,194.27,20783.965014577258
UGC02953,4.21,280.0,5.52,-9.93,282.25,175.61,18622.32779097387
UGC02953,4.29,282.0,2.35,-10.07,283.7,173.97,18537.062937062936
UGC02953,4.38,283.0,5.1,-10.2,285.12,172.2,18285.1598173516
UGC02953,4.47,285.0,4.61,-10.32,286.54,170.45,18171.140939597317
UGC02953,4.8,290.0,10.8,-10.66,290.98,164.51,17520.833333333336
UGC02953,5.25,296.0,2.85,-10.87,296.92,157.31,16688.761904761905
UGC02953,5.32,298.0,1.92,-10.98,297.8,156.27,16692.48120300752
UGC02953,5.41,299.0,4.29,-10.98,298.79,154.97,16525.13863216266
UGC02953,5.5,300.0,4.92,-10.87,299.65,153.7,16363.636363636364
UGC02953,5.58,301.0,2.24,-10.87,300.25,152.59,16236.73835125448
UGC02953,5.67,302.0,4.59,-10.87,300.59,151.39,16085.361552028218
UGC02953,5.76,303.0,5.07,-10.77,301.15,150.21,15939.0625
UGC02953,6.0,306.0,7.89,-10.56,302.48,147.17,15606.0
UGC02953,6.18,307.0,4.41,-10.25,303.22,145.01,15250.647249190939
UGC02953,6.27,308.0,3.2,-10.11,303.58,143.96,15129.82456140351
UGC02953,6.36,309.0,6.66,-9.94,303.97,142.94,15012.735849056604
UGC02953,6.45,310.0,5.83,-9.76,304.41,141.93,14899.22480620155
UGC02953,6.53,310.0,3.83,-9.58,304.83,141.06,14716.692189892801
UGC02953,6.61,311.0,2.41,-9.37,305.34,140.2,14632.526475037821
UGC02953,6.7,312.0,1.25,-9.15,306.03,139.26,14528.955223880597
UGC02953,6.79,312.0,3.61,-8.91,306.85,138.35,14336.377025036818
UGC02953,6.87,313.0,13.8,-8.64,307.19,137.53,14260.407569141193
UGC02953,6.96,313.0,4.58,-8.36,307.95,136.63,14076.005747126437
UGC02953,7.05,314.0,3.05,-8.05,308.63,135.75,13985.248226950354
UGC02953,7.2,315.0,1.38,-7.43,309.44,134.31,13781.25
UGC02953,7.39,316.0,0.75,-6.59,309.73,132.58,13512.313937753723
UGC02953,7.47,316.0,8.57,-6.16,309.53,131.86,13367.603748326641
UGC02953,7.99,318.0,1.36,-2.38,307.52,127.53,12656.320400500625
UGC02953,8.08,318.0,16.0,-0.67,307.34,126.82,12515.346534653465
UGC02953,8.16,318.0,5.5,2.0,307.11,126.2,12392.64705882353
UGC02953,8.25,319.0,2.94,2.92,307.22,125.51,12334.666666666666
UGC02953,8.34,319.0,1.74,3.49,307.32,124.83,12201.558752997602
UGC02953,8.4,319.0,2.2,3.85,307.36,124.38,12114.404761904761
UGC02953,9.59,319.0,3.23,7.94,304.71,116.41,10611.157455683004
UGC02953,10.8,317.0,4.08,12.02,299.89,109.7,9304.537037037036
UGC02953,12.02,312.0,2.62,17.77,298.77,103.98,8098.502495840266
UGC02953,13.22,308.0,0.76,22.79,295.36,99.15,7175.794251134645
UGC02953,14.42,303.0,1.86,24.88,287.38,94.93,6366.782246879335
UGC02953,15.63,298.0,1.34,24.46,274.79,91.19,5681.637875879718
UGC02953,16.83,296.0,1.41,24.25,262.23,87.87,5205.941770647653
UGC02953,18.03,294.0,1.15,25.92,253.58,84.9,4794.009983361065
UGC02953,19.23,294.0,0.59,28.33,245.5,82.21,4494.851794071763
UGC02953,20.43,294.0,0.5,31.05,237.34,79.76,4230.837004405286
UGC02953,21.64,292.0,1.21,33.56,229.62,77.5,3940.110905730129
UGC02953,22.84,290.0,1.21,34.91,222.49,75.43,3682.136602451839
UGC02953,24.04,287.0,0.81,34.6,215.84,73.53,3426.3311148086523
UGC02953,25.24,283.0,1.08,32.72,209.67,71.76,3173.098256735341
UGC02953,26.44,279.0,1.87,31.05,203.93,70.11,2944.0620272314673
UGC02953,27.65,276.0,1.55,30.52,198.57,68.56,2755.00904159132
UGC02953,28.85,273.0,1.9,30.21,193.62,67.12,2583.327556325823
UGC02953,30.05,271.0,1.12,30.0,189.02,65.76,2443.9600665557405
UGC02953,31.25,270.0,1.41,30.73,184.73,64.49,2332.8
UGC02953,32.34,268.0,1.76,31.88,181.07,63.39,2220.902906617192
UGC02953,33.55,267.0,1.81,33.03,177.28,62.24,2124.8584202682564
UGC02953,34.75,266.0,2.18,33.45,173.75,61.15,2036.1438848920864
UGC02953,35.95,265.0,3.01,33.24,170.44,60.13,1953.4075104311542
UGC02953,37.15,264.0,2.04,32.93,167.32,59.15,1876.06998654105
UGC02953,38.35,264.0,1.58,32.82,164.38,58.21,1817.3663624511082
UGC02953,39.56,264.0,3.23,33.03,161.57,57.32,1761.7795753286146
UGC02953,40.76,264.0,2.94,33.76,158.94,56.47,1709.9116781158
UGC02953,41.96,264.0,1.62,34.29,156.44,55.65,1661.0104861773118
UGC02953,43.16,264.0,2.15,34.29,154.06,54.87,1614.828544949027
UGC02953,44.36,262.0,4.45,34.08,151.79,54.13,1547.430117222723
UGC02953,45.57,260.0,7.43,34.39,149.61,53.4,1483.4320825104235
UGC02953,46.77,258.0,7.22,34.81,147.54,52.71,1423.2200128287363
UGC02953,47.97,257.0,5.37,34.81,145.56,52.05,1376.8813841984575
UGC02953,49.17,258.0,5.43,34.6,143.67,51.41,1353.7522879804758
UGC02953,50.37,260.0,6.47,34.6,141.84,50.79,1342.0686916815566
UGC02953,51.58,263.0,5.75,34.6,140.1,50.2,1341.0042652190773
UGC02953,52.78,265.0,5.54,34.18,138.41,49.62,1330.5229253505115
UGC02953,53.98,266.0,4.43,33.56,136.79,49.07,1310.7817710263062
UGC02953,55.18,266.0,4.71,33.14,135.22,48.53,1282.2761870242841
UGC02953,57.59,262.0,5.28,32.72,132.24,47.5,1191.9430456676505
UGC02953,59.99,263.0,4.7,31.36,129.47,46.54,1153.008834805801
UGC02953,62.39,272.0,5.04,30.52,126.87,45.64,1185.8310626702996
