galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc
UGC07323,0.58,23.9,3.87,1.43,21.96,0.0,984.8448275862069
UGC07323,1.17,34.7,3.87,3.24,34.79,0.0,1029.1367521367524
UGC07323,1.75,42.8,3.87,-0.61,43.08,0.0,1046.765714285714
UGC07323,2.33,51.3,3.87,-3.66,48.67,0.0,1129.4806866952788
UGC07323,2.91,57.7,3.87,9.71,52.39,0.0,1144.085910652921
UGC07323,3.5,67.3,3.87,13.91,55.75,0.0,1294.0828571428572
UGC07323,4.07,75.4,3.87,18.68,58.69,0.0,1396.8452088452088
UGC07323,4.65,79.5,3.87,24.75,61.08,0.0,1359.1935483870966
UGC07323,5.23,82.8,3.87,27.13,61.82,0.0,1310.8680688336517
UGC07323,5.82,85.6,3.87,28.72,60.87,0.0,1258.996563573883
