galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc
NGC5585,0.09,11.2,2.02,0.32,12.72,0.0,1393.7777777777776
NGC5585,0.26,26.5,1.03,0.96,26.94,0.0,2700.9615384615386
NGC5585,0.43,33.7,1.03,1.6,35.34,0.0,2641.139534883722
NGC5585,0.6,32.7,1.12,2.25,40.03,0.0,1782.1500000000003
NGC5585,0.77,33.7,1.03,2.89,43.26,0.0,1474.9220779220782
NGC5585,0.94,35.7,2.24,3.55,45.85,0.0,1355.8404255319151
NGC5585,1.11,37.8,3.35,4.2,48.05,0.0,1287.243243243243
NGC5585,1.28,41.8,3.35,4.86,48.94,0.0,1365.0312499999998
NGC5585,1.46,43.9,2.14,5.23,50.17,0.0,1320.0068493150684
NGC5585,1.63,44.9,1.25,5.36,51.3,0.0,1236.8159509202453
NGC5585,2.05,53.2,1.6,5.65,53.95,0.0,1380.6048780487806
NGC5585,2.74,64.3,0.9,9.45,56.61,0.0,1508.9379562043794
NGC5585,3.42,73.1,2.4,11.66,56.83,0.0,1562.459064327485
NGC5585,4.11,76.2,4.4,15.23,58.16,0.0,1412.7591240875913
NGC5585,4.79,78.4,3.8,19.76,56.9,0.0,1283.2066805845513
NGC5585,5.48,83.1,3.1,23.04,53.88,0.0,1260.1478102189778
NGC5585,6.16,88.0,3.0,26.02,50.76,0.0,1257.142857142857
NGC5585,6.85,89.9,2.4,27.47,47.3,0.0,1179.855474452555
NGC5585,7.53,90.6,2.8,29.11,43.89,0.0,1090.0876494023903
NGC5585,8.21,91.6,2.6,31.03,41.41,0.0,1021.9926918392202
NGC5585,8.9,92.3,1.4,32.1,39.37,0.0,957.2235955056178
NGC5585,9.57,90.9,1.0,32.38,37.7,0.0,863.4075235109719
NGC5585,10.31,89.6,2.7,32.77,36.11,0.0,778.6770126091172
NGC5585,10.96,89.4,2.7,32.48,34.88,0.0,729.2299270072992
