galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc
F574-1,0.47,15.3,4.4,0.25,12.99,0.0,498.0638297872341
F574-1,1.41,41.0,4.36,0.88,32.88,0.0,1192.1985815602839
F574-1,2.35,60.7,4.4,1.88,41.13,0.0,1567.868085106383
F574-1,3.29,74.9,4.4,3.41,42.43,0.0,1705.1702127659578
F574-1,4.22,83.0,6.28,5.43,44.37,0.0,1632.4644549763034
F574-1,5.17,86.8,4.4,7.8,46.69,0.0,1457.2998065764023
F574-1,6.11,89.4,4.4,10.44,48.85,0.0,1308.0785597381343
F574-1,7.05,92.5,4.4,13.15,49.34,0.0,1213.6524822695035
F574-1,7.99,94.7,4.4,16.07,50.15,0.0,1122.4142678347935
F574-1,8.92,96.3,4.4,18.98,49.17,0.0,1039.6513452914796
F574-1,9.87,97.8,4.4,21.99,49.76,0.0,969.082066869301
F574-1,10.79,98.8,4.62,25.0,50.33,0.0,904.6746987951807
F574-1,11.8,99.5,4.4,27.82,50.68,0.0,839.0042372881355
F574-1,12.6,99.7,5.14,30.02,50.19,0.0,788.8960317460318
