galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc
UGC07151,0.5,24.2,2.18,-0.51,24.79,0.0,1171.28
UGC07151,1.0,42.0,2.91,-5.39,39.13,0.0,1764.0
UGC07151,1.5,59.4,2.4,-5.79,45.87,0.0,2352.24
UGC07151,2.0,63.9,2.01,7.68,49.56,0.0,2041.605
UGC07151,2.49,66.0,2.0,15.55,48.96,0.0,1749.3975903614457
UGC07151,3.0,67.2,2.07,19.33,48.14,0.0,1505.28
UGC07151,3.49,68.7,2.38,19.89,46.88,0.0,1352.3467048710602
UGC07151,4.0,71.3,2.91,25.08,45.84,0.0,1270.9225
UGC07151,4.49,72.5,3.21,25.36,46.88,0.0,1170.6570155902004
UGC07151,5.01,74.0,3.41,26.06,48.01,0.0,1093.0139720558882
UGC07151,5.5,76.2,3.17,28.3,47.84,0.0,1055.7163636363637
