galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc
UGC03580,0.11,56.2,28.5,-1.03,10.27,44.15,28713.090909090915
UGC03580,0.23,64.6,22.7,-1.23,20.21,75.69,18144.173913043473
UGC03580,0.34,70.2,17.2,-1.32,28.3,90.09,14494.235294117645
UGC03580,0.46,71.6,11.7,-1.38,36.17,97.29,11144.695652173912
UGC03580,0.57,71.0,11.3,-1.41,42.64,98.4,8843.859649122807
UGC03580,0.69,69.0,9.37,-1.36,48.95,99.3,6900.000000000001
UGC03580,0.8,67.7,6.23,-1.23,54.16,100.36,5729.112499999999
UGC03580,0.92,66.9,4.0,-0.91,59.24,100.84,4864.79347826087
UGC03580,1.03,66.6,3.1,0.49,63.4,101.52,4306.368932038834
UGC03580,1.14,66.8,3.02,1.27,67.15,100.91,3914.245614035088
UGC03580,1.26,67.4,3.09,1.89,70.78,99.65,3605.3650793650804
UGC03580,1.37,68.3,2.71,2.47,73.73,97.83,3405.0291970802914
UGC03580,1.49,69.6,2.75,2.98,76.63,95.14,3251.114093959731
UGC03580,1.61,71.2,2.61,3.52,79.45,92.26,3148.72049689441
UGC03580,1.71,72.9,4.09,4.06,81.6,89.85,3107.8421052631584
UGC03580,1.83,74.9,6.17,4.62,83.69,87.09,3065.579234972678
UGC03580,1.94,77.0,7.74,5.19,85.04,84.69,3056.1855670103096
UGC03580,2.06,79.2,5.36,5.77,86.25,82.25,3044.970873786408
UGC03580,2.18,81.4,6.34,6.34,87.49,79.96,3039.4311926605506
UGC03580,2.29,83.6,2.03,6.95,88.91,78.04,3051.9475982532745
UGC03580,2.4,85.7,1.94,7.56,90.4,76.26,3060.204166666667
UGC03580,2.52,87.8,1.7,8.2,91.9,74.41,3059.0634920634916
UGC03580,2.63,89.7,2.16,8.89,92.95,72.86,3059.349809885932
UGC03580,2.75,91.4,1.88,9.58,93.65,71.23,3037.8036363636365
UGC03580,2.86,92.8,3.36,10.31,93.97,69.85,3011.1328671328674
UGC03580,2.98,94.1,1.4,11.11,94.1,68.43,2971.412751677852
UGC03580,3.09,95.2,5.51,11.94,93.98,67.21,2933.022653721683
UGC03580,3.2,96.1,6.23,12.77,93.74,66.06,2886.0031249999997
UGC03580,4.52,97.4,2.3,19.31,88.08,55.57,2098.840707964602
UGC03580,4.69,96.9,11.7,19.73,87.36,54.55,2002.049040511727
UGC03580,6.03,96.8,2.3,22.95,81.5,48.11,1553.9369817578772
UGC03580,7.53,105.0,1.02,26.37,76.78,43.05,1464.1434262948208
UGC03580,8.58,110.0,7.12,28.87,73.0,40.33,1410.2564102564102
UGC03580,8.7,110.0,5.26,29.07,72.69,40.05,1390.8045977011495
UGC03580,8.82,110.0,5.16,29.38,72.31,39.78,1371.8820861678005
UGC03580,9.03,111.0,0.82,29.9,71.64,39.31,1364.451827242525
UGC03580,9.05,111.0,7.81,29.9,71.58,39.27,1361.4364640883978
UGC03580,10.53,112.0,1.43,33.33,67.3,36.41,1191.2630579297247
UGC03580,12.07,112.0,1.21,36.03,63.57,34.0,1039.27091963546
UGC03580,13.58,114.0,1.35,37.9,59.74,32.06,956.9955817378498
UGC03580,15.09,118.0,1.36,39.04,56.25,30.41,922.7302849569252
UGC03580,16.6,122.0,1.44,39.66,53.26,29.0,896.6265060240963
UGC03580,18.11,125.0,1.64,40.08,50.67,27.76,862.7829928216455
UGC03580,19.62,128.0,1.97,40.18,48.42,26.67,835.0662589194699
UGC03580,21.02,131.0,1.81,39.87,46.57,25.77,816.4129400570885
UGC03580,24.04,127.0,1.93,37.17,43.23,24.09,670.9234608985025
UGC03580,27.06,124.0,1.92,34.89,40.56,22.71,568.2187730968219
