galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc
ESO444-G084,0.26,18.3,1.8,4.59,8.31,0.0,1288.0384615384617
ESO444-G084,0.77,35.3,3.0,11.55,14.79,0.0,1618.298701298701
ESO444-G084,1.29,47.8,4.63,16.45,14.54,0.0,1771.1937984496121
ESO444-G084,1.81,52.8,1.26,19.03,13.66,0.0,1540.2430939226517
ESO444-G084,2.32,58.0,3.11,20.09,12.28,0.0,1450.0
ESO444-G084,3.39,63.1,1.35,17.39,9.97,0.0,1174.5162241887906
ESO444-G084,4.44,62.7,7.36,14.45,8.53,0.0,885.4256756756757
