galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc
UGC05750,0.31,3.1,4.5,1.0,4.05,0.0,31.000000000000004
UGC05750,1.47,15.7,8.5,4.69,16.67,0.0,167.68027210884352
UGC05750,2.52,28.0,10.0,7.69,21.39,0.0,311.1111111111111
UGC05750,3.35,36.0,11.0,9.58,24.52,0.0,386.86567164179104
UGC05750,4.09,43.6,4.5,11.47,24.68,0.0,464.7823960880196
UGC05750,4.82,49.8,4.5,13.0,26.85,0.0,514.5311203319501
UGC05750,6.6,61.5,4.5,16.38,35.05,0.0,573.0681818181819
UGC05750,7.86,68.1,12.2,18.53,38.67,0.0,590.0267175572518
UGC05750,9.43,73.4,12.2,20.89,42.63,0.0,571.32131495228
UGC05750,11.43,77.6,11.0,23.34,39.29,0.0,526.8381452318459
UGC05750,22.85,78.9,11.0,36.96,26.56,0.0,272.43807439824946
