galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,h_i_kpc,Dw_i,v_vis_segment_kms,v_obs_segment_kms,v_err_segment_kms,n_points,r_max_gal_kpc,r_min_gal_kpc,r_scale,L_static,delta_sigma_i,beta_i,rho_struct_i,M_struct_i,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_segment_kms
UGC08490,1,0.34,2.03,1.1849999999999998,0.35000000000000003,2.1046736599321907,42.857470245607225,60.900000000000006,3.69,6,10.15,0.34,3.396283366859726,0.2944395069498046,0.0,1.0,4.429651214812362,4.429651214812362,1.3567292425571856e-05,0.004009643565742802,42.85747043317361
UGC08490,2,2.37,4.06,3.215,0.35000000000000003,2.0297764884275704,44.92403110569881,78.14999999999999,3.69,6,10.15,0.34,3.396283366859726,0.2944395069498046,0.07489717150462027,0.7754032845543102,3.1946557889309717,7.6243070037433345,3.1724791435431937e-06,0.0031936688066378093,44.924031219218456
UGC08490,3,4.39,6.09,5.24,0.35000000000000003,2.0163322340000915,38.707034034772285,79.31666666666666,3.69,6,10.15,0.34,3.396283366859726,0.2944395069498046,0.013444254427478874,0.9553662561873982,3.884132921936228,11.508439925679562,1.8026617170020132e-06,0.003073426003190991,38.70703415679077
UGC08490,4,6.42,8.12,7.27,0.35000000000000003,2.0109697464422047,34.32792483425858,79.8,3.69,6,10.15,0.34,3.396283366859726,0.2944395069498046,0.005362487557886819,0.9819523185075276,3.9710145094027323,15.479454435082294,1.2596421459255746e-06,0.0030261524087327337,34.32792496764268
UGC08490,5,8.46,10.15,9.305,0.35000000000000003,2.008145358484426,31.63884744527787,77.61666666666667,3.69,6,10.15,0.34,3.396283366859726,0.2944395069498046,0.002824387957778729,0.9904534386808685,3.9941498614846527,19.473604296566947,9.673284047900583e-07,0.0030001651298839356,31.638847587523742
