galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,h_i_kpc,Dw_i,v_vis_segment_kms,v_obs_segment_kms,v_err_segment_kms,n_points,r_max_gal_kpc,r_min_gal_kpc,r_scale,L_static,delta_sigma_i,beta_i,rho_struct_i,M_struct_i,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_segment_kms
NGC4010,1,0.87,3.5,2.185,0.35,2.048173842196159,68.99372899137225,60.825,6.0249999999999995,4,10.47,0.87,2.4877760922159533,0.4019654353657139,0.0,1.0,4.195016087856576,4.195016087856576,3.779123657226717e-06,0.0028735666324343997,68.99372905121382
NGC4010,2,4.37,6.98,5.675000000000001,0.35,2.014818524058862,101.36973526596431,110.075,5.550000000000001,4,10.47,0.87,2.4877760922159533,0.4019654353657139,0.03335531813729675,0.9203690362498174,3.7362322904251024,7.931248378281678,1.059180980422999e-06,0.0024517039103245154,101.36973529561247
NGC4010,3,7.85,10.47,9.16,0.35,2.008300668148807,101.06352102974711,125.5,4.8,4,10.47,0.87,2.4877760922159533,0.4019654353657139,0.006517855910054937,0.9839157887747766,3.968399581767075,11.899647960048753,6.099630407011365e-07,0.002363738871538565,101.06352105738944
