galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,h_i_kpc,Dw_i,v_vis_segment_kms,v_obs_segment_kms,v_err_segment_kms,n_points,r_max_gal_kpc,r_min_gal_kpc,r_scale,L_static,delta_sigma_i,beta_i,rho_struct_i,M_struct_i,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_segment_kms
NGC2683,1,2.89,14.43,8.66,0.35,2.0088808980978237,205.08057127289626,195.8,7.4,5,34.62,2.89,2.4831750476237224,0.4027102321912228,0.0,1.0,4.035602462742318,4.035602462742318,2.3143708414937762e-07,0.001415713653509639,205.08057127778272
NGC2683,2,17.31,34.62,25.964999999999996,0.35000000000000003,2.0024084971573783,122.61999609272766,162.5,10.333333333333334,6,34.62,2.89,2.4831750476237224,0.4027102321912228,0.006472400940445322,0.9840563625918283,3.9457115465470944,7.981314009289413,5.0916447926435415e-08,0.0011498024049417775,122.61999609811848
