r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,v_baryon_kmps,a_newton,sigma_profile,sigma_smoothed,sigma_transferred,beta_local,d_eff_local,cinfo_cap,eta_profile,projection_profile,a_struct_internal,a_struct_observed,a_struct,a_total,struct_to_bar_ratio,sigma_flip_severity
0.25,4.25,2.0,4.003241180989567,3.433846240005513,47.1652,108.68243902439032,70.75584861442726,0.5526743919433059,99.35366428200257,2.209350746724902,0.5809767168559059,0.3658137435437513,0.33189517535028074,219.64090397758048,72.89775633973325,16.938559812682982,64.10375981268298,0.3591325767534465,0.23229403957247188
0.41,6.84,2.0,6.107122229906152,5.14463798532025,64.55439024390245,105.24032894736847,102.35713161992078,0.7163582051728103,112.22457805449652,2.288298397963749,0.6567664620451988,0.4238646774768186,0.4236226604618305,196.0804812473051,83.06413513061945,26.41376080735095,90.9681510512534,0.40917063430483236,0.23229403957247188
0.57,9.56,2.0,8.154067797189512,6.788225099390856,80.8421052631579,139.85647510037754,131.05222144211336,0.818569769467398,121.0718125327623,2.3459391865825014,0.7121016191192013,0.4680261545747406,0.5244997128171038,173.86969416481276,91.19460465704196,35.80495024765444,116.64705551081235,0.4428997751440647,0.23229403957247188
0.74,12.3,2.0,10.824132550806477,9.051143574156804,110.70702702702704,158.00641502746754,137.58654219721845,0.8366584135510633,123.45724533256082,2.3647654894763956,0.7301748698973398,0.48277497075575043,0.6242847428697761,139.58316624503342,87.1396410482299,47.61979118571396,158.326818212741,0.4301424440725615,0.23229403957247188
0.9,15.1,2.0,12.888725392600644,10.940100547984008,132.9842222222222,143.47544911096298,139.1371797293453,0.8407029269503824,124.04908434693708,2.369625165642178,0.7348401590164908,0.48660810610625876,0.6233063502412606,115.8760314399832,72.22626623729748,51.59271360652073,184.57693582874293,0.3879611636666757,0.23229403957247188
1.07,17.5,2.0,14.682982564421229,13.004526135157713,158.05392523364483,141.3540427999157,124.89917290248198,0.7999082936824231,120.42613831326346,2.345542573547258,0.7117208706053678,0.46771716325464313,0.5272460160079543,90.02791290927668,47.46685841092721,43.43203456738114,201.48595980102596,0.27479250831910285,0.23229403957247188
1.24,19.7,2.0,16.116167011728297,14.983167221919402,181.04459677419354,112.99351660800274,102.5298043488157,0.7170966424544554,113.8886333050575,2.3053226195767347,0.6731097147936653,0.4367516536316833,0.4349095638805604,65.86222302966402,28.644110694035383,28.41575737896724,209.46035415316078,0.15695446251201314,0.23229403957247188
1.4,21.8,2.0,17.204848986134152,16.537185371156724,195.34178571428572,68.66644096606088,79.55196084482485,0.6040987670494202,105.39091566676909,2.254933825866349,0.624736472831695,0.3989880027983411,0.3538928951299848,45.47608729464617,16.09366419188625,16.09166331120097,211.43344902548668,0.0823769643117396,0.23229403957247188
1.57,24.4,2.0,18.170394186082422,17.883402920026153,203.70452229299363,46.159572259136176,51.37322292885907,0.4233559523582244,92.10818829454453,2.177860919692034,0.5507464829043527,0.343444211305565,0.2653479768240675,24.8372928505908,6.590525407691145,6.590525399756622,210.29504769275025,0.03235335831157327,0.23229403957247188
1.72,27.3,2.0,19.096104038832546,19.01036822368257,210.1128488372093,28.58623159100874,21.996826503677518,0.1910619127857525,79.5671228588311,2.1381160745920726,0.5125914316083897,0.31584979946599484,0.2149083309138865,8.838515516434443,1.8994706173934137,1.8994706173934137,212.0123194546027,0.009040240174815193,0.23229403957247188
1.89,30.3,2.0,20.054656554808513,20.057180759019946,212.85211640211642,0.46035322008681495,-0.8377568552820236,-0.007367062097008695,69.98443511243383,2.1460487651787616,0.5202068145716112,0.32130039993433646,0.196381806230171,-0.2727934811097226,-0.05357167654814336,-0.05357167654814336,212.7985447255683,0.000251684960672037,0.23229403957247188
2.06,32.6,2.0,20.70149397739607,20.81237372334064,210.26936893203882,-33.88846551790501,-24.151604739766746,-0.20925117628610546,85.1190280337849,2.2116118230200246,0.5831473500992236,0.36743718271320863,0.25843471748928254,-8.64624113611625,-2.2344888853564164,-2.2344888853564164,208.0348800466824,0.01062679217899949,0.23229403957247188
2.46,33.3,2.0,21.462910157504048,21.81966544198146,193.53569105691057,-45.50647582873684,-47.92086724594081,-0.3981209060233717,102.05211347456846,2.329448340116194,0.6962704065115464,0.45523847444391224,0.3800550644331577,-16.515886129306963,-6.2769461670444535,-6.27694616703638,187.25874488987418,0.03243301601081047,0.23229403957247188
2.79,34.6,2.0,21.891141422143704,22.225402133594795,177.04964157706092,-70.40966716328742,-48.01293788995818,-0.398802019230891,102.07532054619446,2.3292169128963294,0.6960482363804762,0.4550598900784973,0.3622502644634627,-14.590625070775198,-5.285457790575545,-5.285457790574937,171.764183786486,0.029852970857192667,0.23229403957247188
3.13,34.2,2.0,21.150672902993453,21.403518402356188,146.361214057508,-90.2600809398616,-41.23524478637717,-0.34752046029837647,98.17682592111278,2.3095803829225248,0.6771971676056238,0.4399951503853266,0.3153611591987523,-10.900465090970828,-3.4375833068940933,-3.437583306894093,142.9236307506139,0.02348698272828301,0.23229403957247188
