galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,segment_index,Dw_i,sigma_i,beta_i,S_i,I_int_i,eta_obs_i,I_ext_i,DeltaD_i,eta_sigma_term_i,eta_dw_term_i,eta_density_term_i,eta_flow_term_i,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,v_bar_kms,delta_v_i,C_i
NGC3917,0.87,24.3,35.64,3.9,4.65,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3917_structure_enriched.csv,1,2.3003475010683854,0.05615084210249233,0.028562926561802805,90352.52839382977,100288.26490665217,0.48538561591591456,48678.481230853766,0.5146143840840854,0.5124397527629494,0.0,0.0,1.0,56335393.62140859,26.721457500000003,35.64,0.4666666666666667,0.24015337923923988
NGC3917,1.74,49.6,47.54,3.9,4.65,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3917_structure_enriched.csv,1,2.3003475010683854,0.05615084210249233,0.028562926561802805,90352.52839382977,100288.26490665217,0.48538561591591456,48678.481230853766,0.5146143840840854,0.5124397527629494,0.0,0.0,1.0,56335393.62140859,26.721457500000003,47.54,0.04153225806451617,0.021373097403492282
NGC3917,2.61,73.6,60.47,5.2,4.65,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3917_structure_enriched.csv,1,2.3003475010683854,0.05615084210249233,0.028562926561802805,90352.52839382977,100288.26490665217,0.48538561591591456,48678.481230853766,0.5146143840840854,0.5124397527629494,0.0,0.0,1.0,56335393.62140859,26.721457500000003,60.47,0.17839673913043474,0.09180552803021794
NGC3917,4.37,107.0,86.0731694548307,3.5,4.65,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3917_structure_enriched.csv,2,2.244196658965893,0.04400887126504127,0.0029898251432271534,24887.97165703282,61457.1369474058,0.4558604831151518,28015.880139718454,0.5441395168848482,0.0,0.36058607515466795,0.8493301070221633,0.024808137884447218,189148753.55382085,68.87463750000002,86.0731694548307,0.19557785556232987,0.10642163983906079
NGC3917,5.24,115.0,97.28408400144393,3.5,4.65,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3917_structure_enriched.csv,2,2.244196658965893,0.04400887126504127,0.0029898251432271534,24887.97165703282,61457.1369474058,0.4558604831151518,28015.880139718454,0.5441395168848482,0.0,0.36058607515466795,0.8493301070221633,0.024808137884447218,189148753.55382085,68.87463750000002,97.28408400144393,0.15405144346570496,0.0838254780228422
NGC3917,6.11,123.0,105.04850308309966,3.9,4.65,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3917_structure_enriched.csv,2,2.244196658965893,0.04400887126504127,0.0029898251432271534,24887.97165703282,61457.1369474058,0.4558604831151518,28015.880139718454,0.5441395168848482,0.0,0.36058607515466795,0.8493301070221633,0.024808137884447218,189148753.55382085,68.87463750000002,105.04850308309966,0.14594712940569382,0.07941560048554465
NGC3917,7.85,134.0,111.3441242275496,3.5,4.65,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3917_structure_enriched.csv,3,2.212329758538303,0.0497851037602115,0.0030941586018104605,36121.10397228286,60696.26179972115,0.5683638599207554,34497.56163925021,0.43163614007924456,0.2437801236185253,0.565227005232889,1.0,0.0,234487138.79305357,111.59628000000006,111.3441242275496,0.16907369979440598,0.07297831916817436
NGC3917,8.72,136.0,110.78013043863056,3.9,4.65,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3917_structure_enriched.csv,3,2.212329758538303,0.0497851037602115,0.0030941586018104605,36121.10397228286,60696.26179972115,0.5683638599207554,34497.56163925021,0.43163614007924456,0.2437801236185253,0.565227005232889,1.0,0.0,234487138.79305357,111.59628000000006,110.78013043863056,0.18544021736301056,0.08004269963802599
NGC3917,9.6,137.0,111.17184625614527,4.0,4.65,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3917_structure_enriched.csv,3,2.212329758538303,0.0497851037602115,0.0030941586018104605,36121.10397228286,60696.26179972115,0.5683638599207554,34497.56163925021,0.43163614007924456,0.2437801236185253,0.565227005232889,1.0,0.0,234487138.79305357,111.59628000000006,111.17184625614527,0.1885266696631732,0.08137492399540688
NGC3917,11.35,137.0,108.24236231716306,3.5,4.65,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3917_structure_enriched.csv,4,2.14462645144547,0.06770330709283279,0.005252854691545906,52311.99958990428,63226.90576343006,0.7865878172088913,49733.51379332872,0.21341218279110874,1.0,1.0,0.6730007240777683,0.08134291462633123,147094370.03829503,213.8932575,108.24236231716306,0.20990976410829887,0.0447973009475188
