galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,segment_index,Dw_i,sigma_i,beta_i,S_i,I_int_i,eta_obs_i,I_ext_i,DeltaD_i,eta_sigma_term_i,eta_dw_term_i,eta_density_term_i,eta_flow_term_i,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,v_bar_kms,delta_v_i,C_i
NGC2841,3.44,285.0,289.9312589218348,14.4,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,1,2.360842532920203,0.05949324800127709,0.09641954085914786,17054522.264138997,85323855.35561012,0.6436878985464711,54921933.14973574,0.3563121014535289,0.3894018474898172,0.0,0.9910766933230941,0.9487457337966341,2973081534.858096,31.15743,289.9312589218348,0.017302662883630866,0.006165148172808489
NGC2841,3.77,297.0,286.07929722368937,13.6,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,1,2.360842532920203,0.05949324800127709,0.09641954085914786,17054522.264138997,85323855.35561012,0.6436878985464711,54921933.14973574,0.3563121014535289,0.3894018474898172,0.0,0.9910766933230941,0.9487457337966341,2973081534.858096,31.15743,286.07929722368937,0.03677004301788092,0.013101611298237809
NGC2841,4.13,303.0,284.22515177232293,8.47,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,1,2.360842532920203,0.05949324800127709,0.09641954085914786,17054522.264138997,85323855.35561012,0.6436878985464711,54921933.14973574,0.3563121014535289,0.3894018474898172,0.0,0.9910766933230941,0.9487457337966341,2973081534.858096,31.15743,284.22515177232293,0.061963195470881416,0.02207823639100554
NGC2841,4.47,306.0,282.78312361242496,5.93,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,1,2.360842532920203,0.05949324800127709,0.09641954085914786,17054522.264138997,85323855.35561012,0.6436878985464711,54921933.14973574,0.3563121014535289,0.3894018474898172,0.0,0.9910766933230941,0.9487457337966341,2973081534.858096,31.15743,282.78312361242496,0.07587214505743478,0.02703416344720156
NGC2841,4.8,307.0,281.6261658653187,5.93,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,1,2.360842532920203,0.05949324800127709,0.09641954085914786,17054522.264138997,85323855.35561012,0.6436878985464711,54921933.14973574,0.3563121014535289,0.3894018474898172,0.0,0.9910766933230941,0.9487457337966341,2973081534.858096,31.15743,281.6261658653187,0.08265092552013459,0.029449524959158254
NGC2841,5.13,304.0,281.0518416591501,8.47,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,1,2.360842532920203,0.05949324800127709,0.09641954085914786,17054522.264138997,85323855.35561012,0.6436878985464711,54921933.14973574,0.3563121014535289,0.3894018474898172,0.0,0.9910766933230941,0.9487457337966341,2973081534.858096,31.15743,281.0518416591501,0.075487362963322,0.026897060930646543
NGC2841,5.48,308.0,281.0117926351134,8.47,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,1,2.360842532920203,0.05949324800127709,0.09641954085914786,17054522.264138997,85323855.35561012,0.6436878985464711,54921933.14973574,0.3563121014535289,0.3894018474898172,0.0,0.9910766933230941,0.9487457337966341,2973081534.858096,31.15743,281.0117926351134,0.08762404988599543,0.031221509352747878
NGC2841,5.83,313.0,280.55263213878425,12.7,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,1,2.360842532920203,0.05949324800127709,0.09641954085914786,17054522.264138997,85323855.35561012,0.6436878985464711,54921933.14973574,0.3563121014535289,0.3894018474898172,0.0,0.9910766933230941,0.9487457337966341,2973081534.858096,31.15743,280.55263213878425,0.10366571201666375,0.0369373476973338
NGC2841,6.16,314.0,280.233626461922,9.32,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,1,2.360842532920203,0.05949324800127709,0.09641954085914786,17054522.264138997,85323855.35561012,0.6436878985464711,54921933.14973574,0.3563121014535289,0.3894018474898172,0.0,0.9910766933230941,0.9487457337966341,2973081534.858096,31.15743,280.233626461922,0.10753622145884723,0.03831645705037392
NGC2841,6.86,317.0,284.37957257862246,8.47,2.04,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2841_structure_enriched.csv,2,2.301349284918926,0.13113095150437437,0.21982943476389094,88212930.49303818,103173185.64180756,0.8220144262654168,84809847.00132577,0.17798557373458326,0.9835617706659374,0.1758790757156736,1.0,1.0,3060139284.2091665,52.576206,284.37957257862246,0.10290355653431402,0.018315348549089006
