galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,v_obs_segment_kms,v_vis_segment_kms,v_err_segment_kms,mass_bar_segment_msun,n_points,density_ref_gal_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_density_eff_msun_per_kpc3,alpha_geom_i,alpha_dens_i,Dw_i,sigma_i,beta_i,ell_info_kpc,c_info_gal,tau_struct_gal,S_i,I_int_i,eta_sigma_term_i,eta_dw_term_i,eta_density_term_i,eta_flow_term_i,eta_obs_i,I_ext_i,DeltaD_i
UGC05986,1,0.63,3.13,1.88,2.5,1.18,65.62,53.532946336351,2.6319999999999997,1252678973.9118457,5,280998407.210728,5.5459999999999985,225870712.93037254,2.202839410538599,2.2753450915742484,2.239092251056424,0.04310607812080125,0.002351526737358146,2.51,1.0,2.0,22895.4063289526,50145.72220430221,0.0,0.0,0.0,0.0,0.3408589221183252,17092.616819403418,0.6591410778816748
UGC05986,2,3.77,6.28,5.025,2.5100000000000002,1.18,113.0,72.79067351019327,3.068,6190520797.71245,5,280998407.210728,14.883045000000001,415944505.8260893,2.0940801956775545,2.2978921501936913,2.1959861729356227,0.053765618297356266,0.0035019750235899777,2.51,1.0,2.0,78316.4658327307,101937.64763289006,0.5,0.40087029114404177,1.0,1.0,0.7620026712814394,77676.75980040833,0.23799732871856058
UGC05986,3,6.9,9.41,8.155000000000001,2.51,1.18,111.6,59.828755730292514,4.101999999999999,6787089127.597766,5,280998407.210728,24.153478999999997,280998407.210728,2.065931902232632,2.197190126690791,2.1315610144617114,0.06442515847391128,0.0032834252118284575,2.51,1.0,2.0,59441.05134922817,83825.61009415772,1.0,1.0,0.3576648159320112,0.7242519327316351,0.8191023906931139,68661.7576294334,0.1808976093068862
