galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta_raw,beta_formula,beta_clipped,use_dimension_proxy,d_eff_proxy,d_eff_response,beta_mode
UGC06787,0.12,134.0,41.1,-0.16085810308681925,267683.32416666666,-2680.8390352379865,265002.4851314287,179.22611109991757,0.0,178.32638115481242,,1999.9035053579382,1999.9035053579382,True,4.5,0.5501704653494427,formula
UGC06787,0.24,208.0,35.5,-0.1608699724181396,323831.8020833334,-1340.5184239411344,322491.2836593922,278.78241067183563,0.0,278.2047952107478,,1999.9035053579382,1999.9035053579382,True,4.5,0.5501704653494427,formula
UGC06787,0.35,252.0,27.1,-0.1592514988155358,274905.9125714286,-909.9646591848445,273995.9479122437,310.1887641420946,0.0,309.67496148265735,,1999.9035053579382,1999.9035053579382,True,4.5,0.5501704653494427,formula
UGC06787,0.47,272.0,11.6,-0.15642884602259768,221145.68553191487,-665.6225478716815,220480.06298404318,322.3949010142685,0.0,321.90934997682234,,1999.9035053579382,1999.9035053579382,True,4.5,0.5501704653494427,formula
UGC06787,0.59,276.0,12.6,-0.15575933796994287,179406.94610169492,-527.9722813530857,178878.97382034184,325.34612061618316,0.0,324.86704134768996,,1999.9035053579382,1999.9035053579382,True,4.5,0.5501704653494427,formula
UGC06787,0.71,271.0,16.3,-0.15774333462421486,149293.9147887324,-444.32598290396834,148849.58880582842,325.57438397392383,0.0,325.08953851537296,,1999.9035053579382,1999.9035053579382,True,4.5,0.5501704653494427,formula
UGC06787,0.83,266.0,11.9,-0.15860991639059854,126070.0860240964,-382.17412984829826,125687.9118942481,323.4782394535991,0.0,322.98756457830683,,1999.9035053579382,1999.9035053579382,True,4.5,0.5501704653494427,formula
UGC06787,0.94,262.0,12.2,-0.15898810675789185,109451.52351063829,-338.2562468248192,109113.26726381347,320.7560320555172,0.0,320.26000566412387,,1999.9035053579382,1999.9035053579382,True,4.5,0.5501704653494427,formula
UGC06787,1.06,260.0,12.1,-0.15918196320547648,96335.87905660378,-300.32883604187805,96035.5502205619,319.55599165091553,0.0,319.0574920508773,,1999.9035053579382,1999.9035053579382,True,4.5,0.5501704653494427,formula
UGC06787,1.18,260.0,11.9,-0.1590757245134111,86160.51076271186,-269.60686362010557,85890.90389909175,318.8563982422181,0.0,318.35713687763973,,1999.9035053579382,1999.9035053579382,True,4.5,0.5501704653494427,formula
UGC06787,1.3,259.0,8.04,-0.1590985300336302,77678.32638461537,-244.75515993196325,77433.5712246834,317.7763746725046,0.0,317.2753419225774,,1999.9035053579382,1999.9035053579382,True,4.5,0.5501704653494427,formula
UGC06787,1.42,257.0,10.2,-0.15929210242234257,70601.36471830987,-224.34424930301313,70377.02046900685,316.6290225168881,0.0,316.12555902044636,,1999.9035053579382,1999.9035053579382,True,4.5,0.5501704653494427,formula
UGC06787,1.53,254.0,9.68,-0.1595602192733575,64845.18549019608,-208.5653868238359,64636.62010337225,314.98116419875015,0.0,314.4742100048262,,1999.9035053579382,1999.9035053579382,True,4.5,0.5501704653494427,formula
UGC06787,1.66,244.0,4.95,-0.1604337379882597,59042.846144578325,-193.28433432554073,58849.56181025279,313.0672844613439,0.0,312.5544314275829,,1999.9035053579382,1999.9035053579382,True,4.5,0.5501704653494427,formula
UGC06787,1.89,228.0,9.83,-0.1609204755071236,50440.0935978836,-170.27800161405438,50269.815596269545,308.7584442569952,0.0,308.2368431530362,,1999.9035053579382,1999.9035053579382,True,4.5,0.5501704653494427,formula
UGC06787,2.01,220.0,18.6,-0.1610048674352689,46604.23333333334,-160.19611878780321,46444.03721454553,306.06291673445185,0.0,305.5364377635448,,1999.9035053579382,1999.9035053579382,True,4.5,0.5501704653494427,formula
UGC06787,2.13,215.0,4.11,-0.1610301875654733,43156.22746478873,-151.19475895804524,43005.03270583069,303.18767207787323,0.0,302.6561079235299,,1999.9035053579382,1999.9035053579382,True,4.5,0.5501704653494427,formula
UGC06787,2.24,213.0,16.1,-0.16103043628542954,40289.794508928564,-143.77023839131635,40146.02427053725,300.41494586654636,0.0,299.87846599248076,,1999.9035053579382,1999.9035053579382,True,4.5,0.5501704653494427,formula
UGC06787,3.1,228.0,9.59,-0.15895215595617218,25099.142032258063,-102.54483028417755,24996.597201973887,278.93967143452363,0.0,278.3692715191802,,1999.9035053579382,1999.9035053579382,True,4.5,0.5501704653494427,formula
UGC06787,3.79,236.0,7.22,-0.1399209846227043,18198.696701846966,-73.83336876519274,18124.863333081772,262.6272272632828,0.0,262.09393742011645,,1999.9035053579382,1999.9035053579382,True,4.5,0.5501704653494427,formula
UGC06787,3.9,236.0,7.24,-0.13485253303365455,17358.544948717947,-69.15180859497511,17289.39314012297,260.18901840777215,0.0,259.6702394316291,,1999.9035053579382,1999.9035053579382,True,4.5,0.5501704653494427,formula
UGC06787,4.14,237.0,8.26,-0.11793126986482333,15768.218236714978,-56.96887922559739,15711.249357489382,255.50033953010708,0.0,255.038374249849,,1999.9035053579382,1999.9035053579382,True,4.5,0.5501704653494427,formula
UGC06787,4.25,237.0,4.07,-0.10980777111291555,15112.214894117647,-51.6717520857087,15060.543142031938,253.43029278284789,0.0,252.9966568032782,,1999.9035053579382,1999.9035053579382,True,4.5,0.5501704653494427,formula
UGC06787,4.37,237.0,4.04,-0.10010264394742577,14450.963363844394,-45.81135664211771,14405.152007202276,251.29804993274422,0.0,250.89941066386336,,1999.9035053579382,1999.9035053579382,True,4.5,0.5501704653494427,formula
UGC06787,4.49,237.0,1.94,-0.08971607832540238,13842.400757238307,-39.96069031847206,13802.440066919835,249.3037893815495,0.0,248.9436801778066,,1999.9035053579382,1999.9035053579382,True,4.5,0.5501704653494427,formula
UGC06787,4.61,237.0,1.49,-0.07863449640579957,13277.84603036876,-34.11310303774724,13243.732927331013,247.40830665117124,0.0,247.09028470378186,,1999.9035053579382,1999.9035053579382,True,4.5,0.5501704653494427,formula
UGC06787,4.72,236.0,2.38,-0.0749651028560281,12798.270699152541,-31.76334152145953,12766.507357631082,245.7800596061446,0.0,245.4748759608989,,1999.9035053579382,1999.9035053579382,True,4.5,0.5501704653494427,formula
UGC06787,5.16,235.0,2.4,-0.04416763410035215,11198.796085271319,-17.118412066019587,11181.677673205299,240.3867463068628,0.0,240.20294917785532,,1999.9035053579382,1999.9035053579382,True,4.5,0.5501704653494427,formula
UGC06787,5.43,234.0,4.05,-0.03146669973050926,10410.596022099448,-11.589385468340913,10399.006636631106,237.75940864664008,0.0,237.6270313682913,,1999.9035053579382,1999.9035053579382,True,4.5,0.5501704653494427,formula
UGC06787,5.56,233.0,3.03,-0.030433385433597117,10069.659730215828,-10.946732771323758,10058.712997444503,236.6163732711665,0.0,236.48772540195702,,1999.9035053579382,1999.9035053579382,True,4.5,0.5501704653494427,formula
UGC06787,5.67,233.0,2.48,-0.022528930474868984,9794.392839506172,-7.94632928194987,9786.446510224223,235.6569697674991,0.0,235.56135445563083,,1999.9035053579382,1999.9035053579382,True,4.5,0.5501704653494427,formula
UGC06787,5.79,233.0,3.03,-0.013698561405787605,9505.979861830741,-4.731571843488013,9501.248289987254,234.60525015438165,0.0,234.5468558711163,,1999.9035053579382,1999.9035053579382,True,4.5,0.5501704653494427,formula
UGC06787,5.91,232.0,6.7,-0.011316550867130841,9211.096091370558,-3.82944327372866,9207.26664809683,233.31861884556065,0.0,233.27011358134214,,1999.9035053579382,1999.9035053579382,True,4.5,0.5501704653494427,formula
UGC06787,6.03,232.0,7.44,-0.0012490477781429553,8937.192719734658,-0.41425788223343957,8936.778461852424,232.1449377005667,0.0,232.13955743252833,,1999.9035053579382,1999.9035053579382,True,4.5,0.5501704653494427,formula
UGC06787,6.2,232.0,1.64,0.012394401040819993,8574.141629032258,3.99800098199161,8578.13963001425,230.56382652098745,4.978715305010719,230.6175745820087,,1999.9035053579382,1999.9035053579382,True,4.5,0.5501704653494427,formula
UGC06787,6.5,233.0,14.3,0.04360565253132467,7986.838723076924,13.416476515510226,8000.255199592434,227.84743075136925,9.338474037593961,228.03872214461916,,1999.9035053579382,1999.9035053579382,True,4.5,0.5501704653494427,formula
