r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,v_baryon_kmps,a_newton,sigma_profile,sigma_smoothed,sigma_transferred,beta_local,d_eff_local,cinfo_cap,eta_profile,projection_profile,a_struct_internal,a_struct_observed,a_struct,a_total,struct_to_bar_ratio,sigma_flip_severity
0.33,90.0,20.0,49.40715129022877,44.56,6016.950303030303,4186.5437710437745,2886.2538888888907,282.4501179425188,83.99675670413593,2.069746519240163,0.4278986076960653,0.2,0.2799576468821652,55959.76423430986,15666.363915118138,1380.221207925921,7397.171510956224,0.22938883294927717,163.0303072052486
0.99,125.0,15.0,101.03331538642422,93.2323361286201,8780.069191919194,1699.3727884909697,2272.8610402927357,282.43504961781366,84.44821838132975,2.0760540638182183,0.43042162552728735,0.2,0.28244314109161367,35836.78172257131,10121.85319633757,1530.7700181542064,10310.8392100734,0.1743460085215573,163.0303072052486
1.98,148.0,15.0,143.34638622271493,132.156772433349,8820.915404040403,172.26534282215817,1332.190296291457,266.69551040987164,85.56142123441546,2.091678305763655,0.43667132230546213,0.2,0.289898546042422,13435.231856472388,3894.8541809341755,1556.9565369251302,10377.871940965533,0.176507365234675,163.0303072052486
2.64,180.0,17.0,163.66600471166979,154.6925030504064,9064.307007575755,1119.579528062999,338.17362665216444,144.9841891670202,85.38086693862981,2.089137149682849,0.43565485987313957,0.2,0.28698091713067925,5417.951493429573,1554.8486885539521,1082.1176508637566,10146.424658439511,0.11938228150914854,163.0303072052486
3.63,201.0,15.0,199.8894624363298,196.78832409469825,10668.221625344351,-516.8099489626162,-85.17517154562685,1.5463446699390246,94.4064591463605,2.219907904826133,0.4879631619304533,0.2,0.3688713112697469,851.4896112155777,314.0900894216572,338.8850394173317,11007.106664761683,0.03176584170432371,163.0303072052486
7.59,206.0,10.0,216.5607228563594,222.21899558768598,6506.097760210805,-783.5395771526889,-164.20890751427913,-161.48396253530956,102.21504550725112,2.340511072645542,0.5362044290582167,0.2338947468358265,0.44259657321662876,-1317.9315934130505,-583.3120069785474,-327.1061022307124,6178.991657980093,0.05027685016219519,163.0303072052486
12.5,214.0,5.0,197.38306158630675,215.5871510549736,3718.225576,-417.3712024979863,-414.01947399510175,-210.83892489045522,107.86051025717539,2.4332050744426583,0.5732820297770633,0.2713240826876034,0.49451830209053965,-1778.6255885328644,-879.5629060960589,-601.4197359052988,3116.805840094701,0.16174912565479563,163.0303072052486
17.48,212.0,5.0,180.42237375821492,203.89365855759223,2378.2965675057208,-222.90333702110308,-324.13685299261954,-213.75164705154788,109.73395376845868,2.4651650301269603,0.5860660120507841,0.28486676927603144,0.49906933146927257,-1316.8839107648096,-657.2163729680348,-516.0406777717965,1862.2558897339243,0.21697911220256394,163.0303072052486
22.46,213.0,2.0,161.1233994550379,183.43258516414144,1498.1083392698129,-129.47330434111436,-176.53133608445373,-161.07609260767293,110.08434212876757,2.4712145974549338,0.5884858389819736,0.28746699878411996,0.4833089910711124,-849.8924222142394,-410.760649099348,-342.24236189012845,1155.8659773796844,0.22844967411164632,163.0303072052486
27.44,214.0,2.0,155.30856680163097,172.84412920316385,1088.7424562682215,-67.39684395020494,-99.78705509218149,-104.14844179792232,110.21508895119834,2.4734779554067297,0.5893911821626919,0.28844284739486625,0.4645649039102181,-476.95873969129764,-221.57829107382642,-209.70634395128744,879.0361123169341,0.19261336117090339,163.0303072052486
32.32,213.0,2.0,151.44370597272535,164.13762152535293,833.5754579207921,-45.51199261186005,-60.89195936102408,-65.40080128604653,110.23490729335784,2.473821315506751,0.5895285262027005,0.28859103058645796,0.4448178874782861,-257.72749889590875,-114.64180160394045,-123.94686637520778,709.6285915455844,0.14869303696197045,163.0303072052486
37.3,213.0,3.0,145.58078850281643,154.5049643215389,639.9942091152816,-33.64979753662496,-40.682870165864415,-44.370298280174104,110.79524885160805,2.483560710045258,0.5934242840181032,0.2928099524605881,0.4306273142277506,-148.5534230229597,-63.97116157571602,-71.79672972917525,568.1974793861064,0.11218340526616011,163.0303072052486
42.28,203.0,3.0,137.9646040630228,145.16660945272506,498.4234744560075,-28.42785836531606,-32.88907304888664,-35.29543541469862,108.76688215430136,2.4485873124165773,0.579434924966631,0.2778013397744221,0.3889218757236141,-104.4647974752162,-40.62864498114855,-48.22877307789386,450.1947013781137,0.09676264371482907,163.0303072052486
