r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,v_baryon_kmps,a_newton,sigma_profile,sigma_smoothed,sigma_transferred,beta_local,d_eff_local,cinfo_cap,eta_profile,projection_profile,a_struct_internal,a_struct_observed,a_struct,a_total,struct_to_bar_ratio,sigma_flip_severity
0.42,35.7,9.1,17.422253973850264,15.483607460795433,570.8145238095238,541.5501457725948,372.57915140505077,86.6108880955232,88.55948800148118,2.134290166982155,0.4537160667928619,0.2,0.3183056049263542,13863.005108046593,4412.672227013909,151.88769887938395,722.7022226889078,0.26608940828223854,48.673325324617565
1.47,83.3,9.3,44.1633928773311,40.92651951974417,1139.4421768707484,331.3921744193345,233.99665800601161,82.35748052824543,90.39058921041837,2.160725769606252,0.46429030784250075,0.2,0.3284326573357934,8539.324293877007,2804.592969690123,187.36412954931907,1326.8063064200676,0.1644349606786344,48.673325324617565
2.11,94.2,10.4,52.901434835502705,48.84802964296513,1130.867298578199,-93.14685471186529,110.03377579265548,53.328441617763026,90.66089338673248,2.164656069903341,0.46586242796133637,0.2,0.32664967381496185,2500.9770967506056,816.9433528722756,195.46531168480544,1326.3326102630044,0.17284548941379535,48.673325324617565
2.84,97.6,9.1,55.59651776591108,53.605969816803054,1011.830985915493,-151.36232122260083,-0.2229274450956975,4.655116293145458,89.91211123686779,2.15378644529182,0.461514578116728,0.2,0.31493502645314064,521.2055122145734,164.1458717768194,76.5397139772066,1088.3706998926996,0.07564476186500095,48.673325324617565
3.9,101.0,9.1,56.3447656798741,57.91132963419162,859.9287435897436,-78.26426529418575,-73.6023404040574,-38.50554074804271,88.63749261778864,2.1354097521106374,0.454163900844255,0.2,0.29686938495721743,-563.9935401259621,-167.4324153770381,-45.89473858463618,814.0340050051074,0.05337039717157277,48.673325324617565
4.74,105.0,16.7,58.60159739495618,63.96273055459718,863.12888185654,-9.733370416161087,-65.48434275294377,-52.77469199228504,86.60223896370172,2.1063812446458248,0.44255249785832995,0.2,0.27475540241991464,-848.456832613295,-233.118098480592,-138.62524952731334,724.5036323292267,0.1606078216605827,48.673325324617565
5.69,106.0,9.1,63.212915184569276,69.23770071283418,842.5060105448152,-35.5048903754741,-47.177340463706166,-46.050844958873626,87.2342725981248,2.115355705768901,0.4461422823075605,0.2,0.2740803966537821,-766.5844678551152,-210.10577501835846,-140.24368257793498,702.2623279668803,0.1664601567497957,48.673325324617565
6.32,108.0,11.5,65.20115458748647,71.41734313176316,807.031155063291,-52.55686645629708,-42.92551385052589,-42.9019459435233,92.73626584028644,2.195083503281854,0.4780334013127416,0.2,0.31622319643725694,-641.9781227001488,-203.00837400303058,-134.37442095865362,672.6567341046373,0.16650462638969046,48.673325324617565
7.37,110.0,23.0,67.8195844617318,74.55555780758401,754.2104748982362,-59.82730977641277,-51.1094465575932,-45.04941090833941,96.58862910445868,2.252826129988351,0.5011304519953405,0.20101868471752013,0.34340249982854126,-600.3238609619307,-206.15271456104864,-130.12688784776492,624.0835870504712,0.17253391749209349,48.673325324617565
8.21,112.0,19.7,68.11578958916733,75.48106650014955,693.9575395858708,-57.005132228284424,-56.18116986426986,-48.241394206165694,98.8864323953448,2.2881230882499684,0.5152492352999873,0.213956850947223,0.3583918386312005,-571.9957288551786,-204.99860095360108,-128.82224222220256,565.1352973636682,0.18563418490860276,48.673325324617565
9.16,113.0,9.1,69.41582485214627,77.29093737301936,652.171288209607,-50.653033951497626,-55.955607364938714,-48.6116493553169,102.60803735039228,2.346800923613525,0.5387203694454101,0.23634759951085813,0.3870113991500251,-528.2340212902872,-204.43258765819817,-126.12797599302971,526.0433122165773,0.19339700822967285,48.673325324617565
10.85,114.0,9.1,69.11108510789597,77.96495238246479,560.2335299539171,-60.863506908857374,-52.6656223418412,-47.14827662335793,105.65423978826261,2.3963618205826713,0.5585447282330686,0.25611774061364556,0.4022535227645594,-469.5105407222357,-188.86226898061244,-120.0176696045309,440.2158603493862,0.2142279302961448,48.673325324617565
12.21,114.0,9.1,66.7544007644905,75.47465799856266,466.537592137592,-51.42905395964137,-49.940072828369345,-45.37823348192621,108.94160795156398,2.4515697128534177,0.5806278851413671,0.27906595248959987,0.4232745720906619,-391.25633392882844,-165.60885732148597,-101.5785404237338,364.95905171385823,0.21772852206468304,48.673325324617565
15.16,114.0,11.2,61.85045186915516,71.64346795067922,338.5743073878628,-43.377384660925166,-48.484942970254856,-44.36753286714469,105.84672613771697,2.399543405168453,0.5598173620673812,0.2574137426653433,0.36037923983335934,-341.4751146199411,-123.06054222874363,-86.23404377185493,252.34026361600786,0.25469754169227976,48.673325324617565
