galaxy,gamma_topo,mean_dw_pert,mean_sigma,mean_beta,r_scale,dw_internal,dw_external,observer_gap,observer_factor,factor_dw,factor_sigma,factor_rscale,factor_beta,gamma_raw,n_points,n_segments,mean_Dw_i,mean_sigma_i,mean_beta_i,mean_info_source_i,mean_v_struct_kms,rmse_vis_only_kms,rmse_topo_kms,mae_vis_only_kms,mae_topo_kms,reduced_chi2_vis_only,reduced_chi2_topo,rmse_improvement_kms,mae_improvement_kms
UGC08837,1000000.0,0.3266268193999555,0.11199613849715728,0.9562171064296761,2.089010992695987,2.369747364101038,2.3266268193999555,0.04312054470108251,1.0983089095650969,10.887560646698518,11.199613849815728,0.8356043970787947,1.0,1119074.138388859,7,2,2.3266268193999555,0.11199613849715728,0.9562171064296761,0.09850884141561281,311.7994603480666,8.490305533776496,328.0650389679791,6.9506867492881765,309.2292774972422,9.31837127870333,24607.854283332417,-319.5747334342026,-302.278590747954
UGC06917,1000000.0,0.45319662016623163,0.1890151405244347,0.9324248658961536,1.794628911656008,2.4066909560548564,2.4531966201662314,0.04650566411137502,1.0724148434487724,15.106554005574388,18.90151405254347,0.7178515646628032,1.0,2198160.8513607644,10,2,2.4531966201662314,0.1890151405244347,0.9324248658961536,0.17199970196575703,407.45921041746396,30.596331189780688,350.2276753337665,28.244821977626014,334.01347887880684,57.79119508699503,9007.248672904174,-319.6313441439858,-305.7686569011808
UGC06667,1000000.0,0.3226908374310662,0.1706369908662979,0.9411825914181784,2.1997755991278245,2.3958824716473823,2.3226908374310664,0.07319163421631592,1.1483630762710553,10.756361247735539,17.06369908672979,0.8799102396515298,1.0,1854625.1932473802,8,2,2.3226908374310664,0.1706369908662979,0.9411825914181784,0.14393564983047938,392.3563138263499,45.17688884804951,374.23596427436644,43.819180397494996,356.1531589864196,214.57156548510218,13071.99016037934,-329.05907542631695,-312.3339785889246
NGC2841,1000000.0,0.6545117599216608,0.26910556309409883,0.7108231752579701,2.917770732084279,2.48579296180904,2.6545117599216606,0.16871879811262058,1.18267175583252,21.81705866408869,26.91055630950988,1.1671082928341117,1.0,8103903.398401212,46,5,2.6545117599216606,0.26910556309409883,0.7108231752579701,0.2125104189077526,580.1368340346967,88.77406175651149,445.2888900429472,74.28523701151788,371.88912210240136,412.3645809600969,3367.4451223985507,-356.51482828643566,-297.60388509088347
UGC01281,1000000.0,0.32403232745662347,0.09429560117254687,0.9442181585033893,3.077111879822369,2.2837439568601114,2.3240323274566235,0.040288370596512024,1.0963081062470155,10.801077581920781,9.429560117354688,1.2308447519293477,1.0,1374340.746937807,20,5,2.3240323274566235,0.09429560117254687,0.9442181585033893,0.106864459603019,385.02754722640293,19.039841709046208,389.312183883088,16.21440390457922,369.6928865791474,18.972876049072816,8488.780932059768,-370.2723421740418,-353.47848267456817
NGC2403,1000000.0,0.2316936956090765,0.11113333968609189,0.901402068538349,4.87089418483742,2.13720205902283,2.2316936956090765,0.09449163658624649,1.2756248103504753,7.7231231870025505,11.11333396870919,1.948357673935368,1.0,2133187.2122454885,69,5,2.2316936956090765,0.11113333968609189,0.901402068538349,0.08683355687414487,388.4445397446558,38.14020035207019,422.8169657343019,26.9481844126792,325.0512907775776,2117.2026111001674,112651.41151708024,-384.67676538223174,-298.1031063648984
NGC3769,1000000.0,0.38635070183399317,0.3818453733945648,0.8916696787081255,3.0613478007192,2.3299524263655402,2.3863507018339933,0.05639827546845311,1.0734165108194196,12.878356727833106,38.18453733955648,1.22453912028808,1.0,6463815.011842961,10,3,2.3863507018339933,0.3818453733945648,0.8916696787081255,0.3187268822183904,565.7290769430597,41.03929160632841,555.8161901675525,37.68828076383251,496.7177513663726,26.748521752640777,7544.745003376281,-514.776898561224,-459.02947060254013
NGC2683,1000000.0,0.3966103692897618,0.5250176835280671,0.8923091562728602,2.4831750476237224,2.3875037723919323,2.396610369289762,0.009106596897829444,1.0098809892667509,13.220345643025393,52.50176835290671,0.993270019049889,1.0,6962324.563599414,10,2,2.396610369289762,0.5250176835280671,0.8923091562728602,0.46843971300125153,782.4506006879734,34.69083060476303,742.5031216751937,30.871646941735946,673.0454537824137,15.1749967952912,12561.834904817722,-707.8122910704307,-642.1738068406778
UGC05750,1000000.0,0.22919423703849806,0.11640982461049054,0.9625834692572475,4.300134098843159,2.1749247693295803,2.229194237038498,0.054269467708917496,1.1570278643427405,7.639807901316603,11.640982461149054,1.7200536395376638,1.0,1769937.301355892,10,2,2.229194237038498,0.11640982461049054,0.9625834692572475,0.09474076214313809,585.4824673038853,21.177236001939548,817.9446416021074,17.68465137815956,700.3095322829037,8.104833924877713,26986.232385868712,-796.7674056001679,-682.6248809047441
NGC2998,1000000.0,0.23875261919825874,0.18981202723952917,0.9333105732915167,4.852976785523648,2.118038253629463,2.2387526191982587,0.12071436556879567,1.281671310436287,7.958420639975292,18.981202724052917,1.9411907142098592,1.0,3758334.975942893,11,3,2.2387526191982587,0.18981202723952917,0.9333105732915167,0.1261070416397937,654.9876579556386,37.33173037461076,854.0560715916309,31.907527665370004,600.5719807567374,200.42843511566008,6167.871380376071,-816.7243412170202,-568.6644530913674
