galaxy,source_file,beta_mode,beta_raw,beta,beta_clipped,beta_hit_lower,beta_hit_upper,beta_numerator,beta_denominator,gbar_char_median,gbar_char_logmean,sigma_char_mean,sigma_char_median,sigma_char_rms,n_sigma_positive,structural_mode,sigma_proxy_mode,sigma_damping_mode,sigma_positive_only,D_bg,upsilon_disk,upsilon_bul,rmse_kmps,mae_kmps,mean_absolute_fractional_error,median_absolute_fractional_error,chi_square,reduced_chi_square,n_points_total,n_points_valid,detail_table,plot_path,status,error
NGC0055,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC0055_normalized.csv,structural,6496.236554685395,2000.0,2000.0,False,True,30942.913272779886,4.763206052042914,430.4765943012212,440.0158388969217,0.43044540165923756,0.5578551928016461,0.4762555362528815,20,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,14.550900688501626,12.549131778432272,0.15511548053528723,0.20521331036441967,479.5760688801732,23.97880344400866,21,21,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\NGC0055_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\NGC0055_rotation_curve.png,ok,
NGC0100,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC0100_normalized.csv,structural,6476.390872940907,2000.0,2000.0,False,True,40808.638397311675,6.301138890151733,572.6412977099235,531.3199865191835,0.4563473484690717,0.5129732047317678,0.5477720628731632,18,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,16.815504628143845,13.53030647352248,0.1902940767747736,0.1924112126275901,184.79199717129816,9.239599858564908,21,21,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\NGC0100_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\NGC0100_rotation_curve.png,ok,
NGC0247,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC0247_normalized.csv,structural,7344.82491041467,2000.0,2000.0,False,True,76396.2659034155,10.40137332546738,449.4103549864976,429.5522221864013,0.6296007796104279,0.6236199119149352,0.6324972886979401,26,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,22.601637772344453,20.487972815743596,0.22660878427539347,0.2305597551533684,1269.92683998857,50.7970735995428,26,26,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\NGC0247_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\NGC0247_rotation_curve.png,ok,
NGC0289,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC0289_normalized.csv,structural,27106.892829071847,2000.0,2000.0,False,True,217503.88853057363,8.023932875748233,465.23016957284534,836.8923625835481,0.4388060210492482,0.5689871143250795,0.5353214280006797,21,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,50.88447309761562,47.40823543757601,0.27466545404336573,0.29615831195131925,1689.9315996803275,62.59005924741954,28,28,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\NGC0289_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\NGC0289_rotation_curve.png,ok,
NGC0300,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC0300_normalized.csv,structural,6911.029654237342,2000.0,2000.0,False,True,87155.94829466101,12.611137942552931,412.2658018867924,421.35662442265124,0.6782637878875611,0.7070104202521014,0.7102432806454964,25,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,23.317629136134016,20.895159708314683,0.23914927631716063,0.27054678578310576,1058.557329122714,44.106555380113086,25,25,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\NGC0300_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\NGC0300_rotation_curve.png,ok,
NGC0801,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC0801_normalized.csv,structural,45955.9473184771,2000.0,2000.0,False,True,12790.482599581106,0.2783205079190817,3441.5983909348447,4500.156430074689,0.07261910161015053,0.0,0.14631906861326188,4,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,37.37670122716885,32.37965474805828,0.17616091444776652,0.16028894196721954,663.9328869897387,55.32774058247822,13,13,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\NGC0801_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\NGC0801_rotation_curve.png,ok,
NGC0891,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC0891_normalized.csv,structural,43763.89149093732,2000.0,2000.0,False,True,318.39083881450927,0.007275194868821069,7672.427715856535,9373.179167161916,0.0075210853865974436,0.0,0.020104166052257077,3,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,69.84207749805199,51.06270294760392,0.2358585338216348,0.1738891183971626,3702.0706591161975,217.7688623009528,18,18,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\NGC0891_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\NGC0891_rotation_curve.png,ok,
NGC1003,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC1003_normalized.csv,structural,9570.73987618214,2000.0,2000.0,False,True,214125.80316541376,22.372962376533692,194.6186893538341,252.6385985257696,0.7017038931828469,0.7914358093428895,0.7883344322848699,32,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,34.46236307316958,30.91314412726819,0.29717213538279347,0.3316434944026948,7789.885474023239,222.56815640066398,36,36,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\NGC1003_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\NGC1003_rotation_curve.png,ok,
NGC1090,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC1090_normalized.csv,structural,26076.668116605655,2000.0,2000.0,False,True,39611.93259015497,1.5190565149283792,1645.2062744877437,1764.3155251890382,0.17891378162004865,0.08637496662417005,0.2515830309367217,17,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,24.01968865905394,19.971605334743995,0.1958579296874828,0.14512392117649695,1916.9114605888353,83.34397654734066,24,24,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\NGC1090_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\NGC1090_rotation_curve.png,ok,
NGC1705,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC1705_normalized.csv,structural,4018.9461104097095,2000.0,2000.0,False,True,51264.97158647634,12.755824581397574,322.24443263991054,442.5324344454393,0.9222803557940346,0.9772806563607084,0.9545314700116557,14,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,15.5558387296066,14.91586066401583,0.20956349589972764,0.2355562215511767,182.30206361595555,14.023235662765812,14,14,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\NGC1705_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\NGC1705_rotation_curve.png,ok,
NGC2366,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2366_normalized.csv,structural,2224.5238924697483,2000.0,2000.0,False,True,19415.698050308685,8.728024057656969,273.39292671882924,270.53389549766274,0.5136782563356045,0.6635902402657419,0.5793903977343497,23,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,3.340810905950912,2.6563333163803264,0.15859365429689776,0.053493338307824545,54.19142872850897,2.167657149140359,26,26,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\NGC2366_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\NGC2366_rotation_curve.png,ok,
NGC2403,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2403_normalized.csv,structural,15463.624785620319,2000.0,2000.0,False,True,280144.50143231626,18.11635404480479,2903.4940633245387,1627.839132371277,0.34094455839131704,0.1536125747765788,0.49816586945560903,45,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,31.396525673006728,22.485374070470332,0.1785864167948219,0.09603806218325249,105512.63514505693,1465.4532659035685,73,73,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\NGC2403_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\NGC2403_rotation_curve.png,ok,
NGC2683,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2683_normalized.csv,structural,24999.677272132063,2000.0,2000.0,False,True,31554.64815574266,1.2622022201429628,1302.1040439052572,1621.6863857390554,0.25536374915248544,0.28564530584250625,0.33874128236242784,9,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,30.498713506674036,26.462351179705173,0.15635784132810696,0.1731289202802424,119.80879420550535,11.980879420550535,11,11,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\NGC2683_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\NGC2683_rotation_curve.png,ok,
NGC2841,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2841_normalized.csv,structural,74320.1728759627,2000.0,2000.0,False,True,1064967.3038428272,14.329451380854747,5366.0651961550775,2991.9490590728083,0.44777326308835286,0.31748558485085493,0.5353401046223559,49,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,84.54419395224065,71.28478810393068,0.24377859921910405,0.1680326099630513,18950.188355743714,386.7385378723207,50,50,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\NGC2841_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\NGC2841_rotation_curve.png,ok,
NGC2903,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2903_normalized.csv,structural,32588.600932671714,2000.0,2000.0,False,True,75605.12367307986,2.319986790144216,4686.78359837963,5772.488506353423,0.16508865963012453,0.0,0.2612181188058124,16,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,60.668390723311234,50.51912311996399,0.39253174319791,0.23929564685126947,7358.782506718328,222.99340929449477,34,34,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\NGC2903_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\NGC2903_rotation_curve.png,ok,
NGC2915,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2915_normalized.csv,structural,4929.152073389024,2000.0,2000.0,False,True,171616.63190145852,34.81666407250122,156.23544051830063,240.3151449459124,0.9959518172863003,1.180164705296375,1.077290800612045,27,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,23.95170146551169,23.0158182610552,0.36658204808541356,0.31001877099068176,343.47829723311605,11.844079214935036,30,30,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\NGC2915_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\NGC2915_rotation_curve.png,ok,
NGC2955,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2955_normalized.csv,structural,60638.7264056286,2000.0,2000.0,False,True,3138.9965533293835,0.05176554224328194,11234.73445360696,9207.559022348612,0.0205394500154957,0.0,0.04644241158067068,6,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,44.11033055844868,36.1443165250677,0.14337639334945698,0.15938928399263808,1385.7615802911098,60.250503490917815,24,24,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\NGC2955_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\NGC2955_rotation_curve.png,ok,
NGC2976,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2976_normalized.csv,structural,7614.8787885705415,2000.0,2000.0,False,True,333.2963631264948,0.04376909631532833,2782.7392511013213,2670.8003207066026,0.010938110080348826,0.0,0.04026260847574856,3,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,3.4663103874562773,2.908565817018524,0.11404157698587444,0.04850998885720519,26.39469879373597,1.0151807228359988,27,27,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\NGC2976_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\NGC2976_rotation_curve.png,ok,
NGC2998,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2998_normalized.csv,structural,25090.597865564552,2000.0,2000.0,False,True,49034.33259259176,1.9542911195387913,3718.225576,2920.4902123052666,0.3031090338688781,0.26342435614799325,0.3877242397868511,11,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,31.81696799352506,26.670194222457344,0.15135815582993087,0.13217804178527756,1800.4261072807283,150.03550894006068,13,13,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\NGC2998_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\NGC2998_rotation_curve.png,ok,
NGC3109,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3109_normalized.csv,structural,2177.166687824623,2000.0,2000.0,False,True,55672.61989707518,25.571133440729813,113.16475728155339,110.90795345704184,1.0021951539940928,1.0079512849533971,1.011358164860082,25,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,14.457472895519953,11.244204458279548,0.6106131797631883,0.17238480597296055,3640.45622858799,151.68567619116627,25,25,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\NGC3109_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\NGC3109_rotation_curve.png,ok,
NGC3198,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3198_normalized.csv,structural,20504.01593106263,2000.0,2000.0,False,True,158098.88931493668,7.710630436812343,2740.306332179931,1354.2513600641344,0.2910706010578702,0.13589221850200528,0.42345836501666767,33,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,33.24940648939815,25.086273642679974,0.23383927330525814,0.15987972847301316,9702.512037292485,231.01219136410677,43,43,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\NGC3198_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\NGC3198_rotation_curve.png,ok,
NGC3521,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3521_normalized.csv,structural,41694.50349011399,2000.0,2000.0,False,True,17873.970978398153,0.42868890338593857,20126.36903797468,17557.361539792415,0.029961429293241904,0.0,0.10225373788682628,4,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,52.38158088610246,50.43643926634226,0.24495269232796302,0.2735698011264007,1196.4330539124314,29.910826347810787,41,41,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\NGC3521_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\NGC3521_rotation_curve.png,ok,
NGC3726,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3726_normalized.csv,structural,26564.162331527674,2000.0,2000.0,False,True,29733.402977001257,1.1193051226656663,2181.7475889344114,1709.7227242590675,0.1707567249914905,0.0,0.3054102599598157,4,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,33.168746784985714,29.178678315560422,0.19728795137311525,0.18589461658908932,241.28875648563763,21.93534149869433,12,12,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\NGC3726_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\NGC3726_rotation_curve.png,ok,
NGC3741,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3741_normalized.csv,structural,1269.1964596858732,1269.1964596858732,1269.1964596858732,False,False,32402.66441342408,25.530062084670295,62.766108949416356,82.1108933908245,1.0511925316380881,1.1834700413736183,1.1025956838873936,21,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,6.428528269449816,5.875133045356114,0.19832265011176267,0.13870129376494852,166.25349851997365,8.312674925998682,21,21,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\NGC3741_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\NGC3741_rotation_curve.png,ok,
NGC3769,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3769_normalized.csv,structural,12571.842881959185,2000.0,2000.0,False,True,41942.25061992819,3.3362054405019697,779.5212131601876,761.1889148261585,0.4153412854020759,0.4057803609845183,0.5272732878135848,9,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,31.991018126331397,29.352030863208952,0.25949700041031926,0.2598964166356818,191.3745817092447,17.397689246294973,12,12,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\NGC3769_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\NGC3769_rotation_curve.png,ok,
NGC3877,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3877_normalized.csv,structural,21526.856134205453,2000.0,2000.0,False,True,566.1580188221633,0.02630007908691122,5055.686628571429,5252.418023885908,0.01759640007454832,0.0,0.04497869503007569,2,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,29.072969763588226,23.948410704673474,0.26195440479002624,0.1610963215082844,277.6165757243202,23.134714643693354,13,13,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\NGC3877_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\NGC3877_rotation_curve.png,ok,
NGC3893,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3893_normalized.csv,structural,30695.940411653726,2000.0,2000.0,False,True,20594.152520229025,0.6709080172833033,3104.9381882295975,3494.771820901558,0.18485853744705233,0.14079341448180618,0.25901892156410183,6,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,32.463379012739985,28.390054810285402,0.16631588837643632,0.17865711821599425,159.84881263210133,17.76097918134459,10,10,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\NGC3893_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\NGC3893_rotation_curve.png,ok,
NGC3917,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3917_normalized.csv,structural,15981.098306416025,2000.0,2000.0,False,True,36314.33257744173,2.272330216682442,1401.0041762452108,1242.4668338034214,0.33987408324436463,0.34646457626885974,0.3656042714933764,16,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,22.42061618645524,20.507897738142,0.18330535409901283,0.16608886789094474,474.73048685088895,29.67065542818056,17,17,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\NGC3917_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\NGC3917_rotation_curve.png,ok,
NGC3949,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3949_normalized.csv,structural,28544.316403590954,2000.0,2000.0,False,True,184.46307122614525,0.006462339774335576,8354.517986270024,8026.112084205152,0.01148409705506331,0.0,0.030384064839826756,1,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,32.012253622461486,27.968127259087616,0.19089358702200818,0.21703134917738376,196.60352555291584,32.76725425881931,7,7,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\NGC3949_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\NGC3949_rotation_curve.png,ok,
NGC3953,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3953_normalized.csv,structural,0.0,0.0,0.0,False,False,0.0,1e-12,6368.252248779825,6146.810842889016,0.0,0.0,0.0,0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,18.266390697977915,17.32294665590406,0.0818601811758633,0.08732603517656926,69.0729311797792,9.867561597111315,8,8,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\NGC3953_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\NGC3953_rotation_curve.png,ok,
NGC3972,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3972_normalized.csv,structural,13852.43881546352,2000.0,2000.0,False,True,14334.144218141875,1.0347740501940081,1960.3350696361863,1827.6612023242815,0.2959795442299969,0.3111309762398391,0.3216790403792277,9,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,17.917195600833054,16.09693025113177,0.15232001449504276,0.1424800187445302,134.27764834185763,14.919738704650847,10,10,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\NGC3972_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\NGC3972_rotation_curve.png,ok,
NGC3992,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3992_normalized.csv,structural,58504.35141572079,2000.0,2000.0,False,True,74875.58957489792,1.279829410343279,1655.6918095930232,1691.0865557017491,0.3445911995894088,0.35143363372991643,0.3770984855655201,9,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,49.418592037318554,45.39014785801367,0.18239890689245367,0.18523171158863236,546.3429299782995,68.29286624728744,9,9,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\NGC3992_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\NGC3992_rotation_curve.png,ok,
NGC4010,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4010_normalized.csv,structural,13648.079609266342,2000.0,2000.0,False,True,10568.770247460434,0.7743778282392773,1615.7787131809846,1635.1392377162035,0.1965849055525952,0.26236995927614887,0.2540304818058713,8,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,15.523702965294666,13.67858979295857,0.13682160780066063,0.16043270917796507,117.2537340842858,10.65943037129871,12,12,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\NGC4010_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\NGC4010_rotation_curve.png,ok,
NGC4013,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4013_normalized.csv,structural,29246.588788991085,2000.0,2000.0,False,True,148798.70972664468,5.08772871941411,1138.8862424505674,1408.061189332279,0.28164642814110086,0.24885181402289958,0.375933235776614,27,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,36.3621476439193,31.171408736099757,0.17527534963121508,0.1611321753219138,1872.4948461003476,53.49985274572422,36,36,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\NGC4013_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\NGC4013_rotation_curve.png,ok,
