galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc
NGC3521,0.51,143.0,33.1,-3.74,195.66,0.0,40096.078431372545
NGC3521,0.69,160.0,15.0,-4.96,213.36,0.0,37101.44927536232
NGC3521,0.86,178.0,7.92,-6.2,228.63,0.0,36841.86046511628
NGC3521,1.03,188.0,8.01,-7.39,242.31,0.0,34314.563106796115
NGC3521,1.2,187.0,8.03,-8.46,244.99,0.0,29140.833333333336
NGC3521,1.38,195.0,5.6,-9.15,248.08,0.0,27554.34782608696
NGC3521,1.55,199.0,7.52,-9.58,251.75,0.0,25549.032258064515
NGC3521,1.71,203.0,6.87,-9.77,258.35,0.0,24098.830409356724
NGC3521,1.89,206.0,9.22,-9.95,262.92,0.0,22452.910052910054
NGC3521,2.06,211.0,12.0,-9.95,270.25,0.0,21612.135922330097
NGC3521,2.23,219.0,13.3,-9.95,275.1,0.0,21507.174887892375
NGC3521,2.41,216.0,9.9,-10.14,276.83,0.0,19359.33609958506
NGC3521,2.58,214.0,10.5,-10.6,274.55,0.0,17750.387596899225
NGC3521,2.75,213.0,8.39,-11.16,274.06,0.0,16497.81818181818
NGC3521,2.92,210.0,13.3,-11.53,273.74,0.0,15102.739726027397
NGC3521,3.09,214.0,6.67,-11.25,275.23,0.0,14820.711974110032
NGC3521,3.26,213.0,9.98,-9.77,276.33,0.0,13916.871165644172
NGC3521,3.43,212.0,11.2,-7.06,278.46,0.0,13103.206997084548
NGC3521,3.61,215.0,9.11,2.4,278.97,0.0,12804.70914127424
NGC3521,3.78,217.0,10.1,7.87,280.87,0.0,12457.407407407409
NGC3521,3.95,219.0,8.05,10.51,281.76,0.0,12142.025316455696
NGC3521,4.12,220.0,8.29,12.28,282.78,0.0,11747.57281553398
NGC3521,4.29,218.0,8.42,13.95,281.57,0.0,11077.855477855477
NGC3521,4.46,220.0,9.71,15.63,279.92,0.0,10852.01793721973
NGC3521,4.64,220.0,20.1,17.49,276.26,0.0,10431.034482758621
NGC3521,4.81,216.0,23.5,19.07,272.38,0.0,9699.792099792101
NGC3521,4.98,220.0,14.6,20.0,268.13,0.0,9718.875502008032
NGC3521,5.15,218.0,12.2,20.46,264.51,0.0,9227.961165048542
NGC3521,5.32,213.0,23.1,20.65,260.81,0.0,8528.007518796992
NGC3521,5.49,215.0,21.2,20.74,257.41,0.0,8419.854280510019
NGC3521,5.67,216.0,18.3,21.02,254.02,0.0,8228.57142857143
NGC3521,5.84,208.0,31.7,21.3,251.09,0.0,7408.219178082192
NGC3521,6.01,212.0,25.3,21.67,248.27,0.0,7478.20299500832
NGC3521,6.19,213.0,23.8,22.04,245.66,0.0,7329.402261712439
NGC3521,6.35,216.0,19.6,22.51,243.33,0.0,7347.40157480315
NGC3521,6.64,210.0,25.0,23.63,238.82,0.0,6641.566265060242
NGC3521,8.82,210.0,10.7,34.97,209.65,0.0,5000.0
NGC3521,11.07,210.0,10.7,43.44,188.05,0.0,3983.7398373983738
NGC3521,13.32,206.0,6.25,45.95,172.02,0.0,3185.8858858858857
NGC3521,15.49,206.0,6.25,45.39,159.31,0.0,2739.573918657198
NGC3521,17.74,206.0,10.7,42.23,147.38,0.0,2392.108229988726
