galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc
NGC4010,0.87,39.3,6.6,0.0,32.75,0.0,1775.2758620689654
NGC4010,1.74,54.6,5.6,11.53,62.91,0.0,1713.3103448275865
NGC4010,2.61,65.5,6.7,13.36,83.12,0.0,1643.7739463601533
NGC4010,3.5,83.9,5.2,15.73,93.77,0.0,2011.2028571428575
NGC4010,4.37,94.3,6.3,19.72,97.55,0.0,2034.8947368421052
NGC4010,5.24,104.0,5.7,22.31,98.14,0.0,2064.12213740458
NGC4010,6.11,115.0,5.1,25.86,98.57,0.0,2164.4844517184943
NGC4010,6.98,127.0,5.1,29.63,99.07,0.0,2310.7449856733524
NGC4010,7.85,129.0,5.1,33.19,99.28,0.0,2119.872611464968
NGC4010,8.72,127.0,5.1,36.53,96.65,0.0,1849.655963302752
NGC4010,9.6,124.0,5.1,35.56,93.39,0.0,1601.6666666666667
NGC4010,10.47,122.0,3.9,33.73,90.22,0.0,1421.5854823304678
