galaxy,source_file,beta_mode,beta_raw,beta_formula,beta,beta_clipped,beta_hit_lower,beta_hit_upper,beta_saturation_ratio,beta_z,beta_numerator,beta_denominator,beta_g_choice,beta_sigma_choice,gbar_char_median,gbar_char_logmean,sigma_char_mean,sigma_char_median,sigma_char_rms,n_sigma_positive,beta_upper_dynamic,beta_upper_ratio_raw,beta_upper_ratio_used,beta_g_hat,beta_sigma_hat,beta_cap_mix_alpha,formula_g0,formula_sigma0,formula_p,formula_q,formula_lambda_beta,formula_cap_eta_g,formula_cap_eta_sigma,formula_cap_mix_alpha,formula_coherence_floor,sigma_weight_mode,sigma_weight_value,sigma_weight_u,sigma_weight_v,sigma_weight_lambda,sigma_weight_g_choice,sigma_weight_sigma_choice,structural_mode,sigma_proxy_mode,sigma_damping_mode,sigma_positive_only,D_bg,upsilon_disk,upsilon_bul,rmse_kmps,mae_kmps,mean_absolute_fractional_error,median_absolute_fractional_error,chi_square,reduced_chi_square,n_points_total,n_points_valid,detail_table,plot_path,status,error
UGC06787,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC06787_normalized.csv,formula,,1917.8291843627783,1917.8291843627783,1917.8291843627783,False,False,0.9838765687680149,61.021537823551526,,,gbar_char_logmean,sigma_char_rms,7986.838723076924,8462.316507365202,0.32431207928166506,0.044510349109936745,0.5480150028560073,37,1949.2579102318039,0.974628955115902,0.974628955115902,15.082702343301992,1.0214477896030347,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,61.83265634326872,50.4344117291732,0.21010533147023602,0.21608360696841764,38058.20468198725,543.6886383141035,71,71,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\UGC06787_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\UGC06787_rotation_curve.png,ok,
UGC06818,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC06818_normalized.csv,formula,,1153.607774344502,1153.607774344502,1153.607774344502,False,False,0.7397484026129415,2.8424355894067874,,,gbar_char_logmean,sigma_char_rms,466.52635174893754,474.2857438586534,0.4165937196512789,0.4259473319849431,0.5623065232760326,5,1559.4596355595027,0.7797298177797514,0.7797298177797514,0.845337171454833,1.0360138072431944,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,13.512194607721199,11.600092520461825,0.21991764678623144,0.22445607553350383,48.21809968842288,6.888299955488983,8,8,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\UGC06818_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\UGC06818_rotation_curve.png,ok,
UGC06917,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC06917_normalized.csv,formula,,1399.9833158875635,1399.9833158875635,1399.9833158875635,False,False,0.8469414285091443,5.533446577082056,,,gbar_char_logmean,sigma_char_rms,748.2353682487725,800.3939649736453,0.5891831557958612,0.6515875803049213,0.6196304224159144,11,1652.9871709687516,0.8264935854843758,0.8264935854843758,1.4265720173153278,1.092831813503837,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,24.533291583216954,22.582247415083646,0.22662541696294908,0.2556293187310015,381.21226208563235,38.121226208563236,11,11,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\UGC06917_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\UGC06917_rotation_curve.png,ok,
UGC06923,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC06923_normalized.csv,formula,,1486.7329306496442,1486.7329306496442,1486.7329306496442,False,False,0.8333604084127367,5.000974861225191,,,gbar_char_logmean,sigma_char_rms,1134.680917912405,1238.3223750453294,0.2948791054005948,0.3939390586623493,0.3644865464257545,4,1784.021553749303,0.8920107768746515,0.8920107768746515,2.207108156685428,0.8162160922420302,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,11.125897650695757,10.529627893269236,0.15969474667195424,0.1596283647363775,30.04638115999213,6.009276231998426,6,6,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\UGC06923_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\UGC06923_rotation_curve.png,ok,
UGC06930,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC06930_normalized.csv,formula,,1262.8516378111376,1262.8516378111376,1262.8516378111376,False,False,0.7941252369012332,3.8573219220670487,,,gbar_char_logmean,sigma_char_rms,580.5852936196032,579.6618449525785,0.582829496068722,0.5994085327423395,0.6113944122455258,10,1590.2424191163198,0.7951212095581599,0.7951212095581599,1.0331529268114272,1.08481862358835,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,26.1487086493424,24.53719901778163,0.23938294805242055,0.2474361968601674,180.32507087423866,20.03611898602652,10,10,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\UGC06930_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\UGC06930_rotation_curve.png,ok,
UGC06973,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC06973_normalized.csv,formula,,644.9905274463699,644.9905274463699,644.9905274463699,False,False,0.3229297803609139,0.47695168240164576,,,gbar_char_logmean,sigma_char_rms,9035.44296992481,11789.680600410595,0.001430369965410047,0.0,0.004291109896230142,1,1997.3089094648171,0.9986544547324085,0.9986544547324085,21.013187472228033,0.07092406625243347,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,88.38564639490596,65.40081884844606,0.38145769361669735,0.2821369911923809,3515.091221624374,439.38640270304677,9,9,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\UGC06973_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\UGC06973_rotation_curve.png,ok,
UGC06983,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC06983_normalized.csv,formula,,1251.6659778414366,1251.6659778414366,1251.6659778414366,False,False,0.821080164351931,4.5890952301508685,,,gbar_char_logmean,sigma_char_rms,442.7627637614679,494.99017992570657,0.8094250785412715,0.8885782338000905,0.841697972822903,16,1524.4138540715594,0.7622069270357797,0.7622069270357797,0.882239460102805,1.2933506363825176,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,34.35433972656459,32.793009763563255,0.31305734482685077,0.34703545855989454,724.3687292213696,45.2730455763356,17,17,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\UGC06983_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\UGC06983_rotation_curve.png,ok,
UGC07089,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07089_normalized.csv,formula,,1061.7289660747383,1061.7289660747383,1061.7289660747383,False,False,0.6617631278841851,1.9565079458799886,,,gbar_char_logmean,sigma_char_rms,463.2386382229107,484.8245974981575,0.33033344243155316,0.3523260610367894,0.3884784442202887,11,1604.3942633512079,0.8021971316756039,0.8021971316756039,0.8641209633805922,0.8453413939093095,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,11.276056767908601,8.929567493626537,0.1293832871527199,0.13276696245665812,42.516053188639894,3.8650957444218084,12,12,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\UGC07089_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\UGC07089_rotation_curve.png,ok,
UGC07125,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07125_normalized.csv,formula,,718.9800292387418,718.9800292387418,718.9800292387418,False,False,0.4950124956063725,0.9802470185886427,,,gbar_char_logmean,sigma_char_rms,195.46571428571426,230.83766476417622,0.3935552944603017,0.47897462575074795,0.4286724534493823,12,1452.4482424590458,0.7262241212295228,0.7262241212295228,0.4114305798218173,0.8923791066702473,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,11.462262870808349,10.41851737167308,0.1739840809388862,0.19263610734276448,285.6617741574802,23.80514784645668,13,13,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\UGC07125_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\UGC07125_rotation_curve.png,ok,
UGC07151,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07151_normalized.csv,formula,,1398.290121727506,1398.290121727506,1398.290121727506,False,False,0.8168240699663334,4.459232552094623,,,gbar_char_logmean,sigma_char_rms,897.0361666666668,909.1989800239639,0.4113824009069274,0.4538555096590238,0.446152915060188,10,1711.862043665215,0.8559310218326075,0.8559310218326075,1.620499253909957,0.9122132594917349,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,9.965710147344298,8.899732985072859,0.12982506653767167,0.1418282134915855,155.8733674722268,15.587336747222679,11,11,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\UGC07151_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\UGC07151_rotation_curve.png,ok,
UGC07232,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07232_normalized.csv,formula,,1519.0549837958988,1519.0549837958988,1519.0549837958988,False,False,0.8615272172180395,6.22163576054221,,,gbar_char_logmean,sigma_char_rms,1218.6287596006146,1225.2857735396542,0.32390976223481704,0.24669402104832716,0.451449761360941,4,1763.2118329367288,0.8816059164683644,0.8816059164683644,2.183872535575392,0.9181539601193793,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,1.6465921717405059,1.2528400043174486,0.052840294519288636,0.04007127825329504,0.9958735647519251,0.3319578549173084,4,4,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\UGC07232_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\UGC07232_rotation_curve.png,ok,
UGC07261,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07261_normalized.csv,formula,,1315.8191396629568,1315.8191396629568,1315.8191396629568,False,False,0.8237121864720727,4.6725418506684315,,,gbar_char_logmean,sigma_char_rms,682.9812073490813,632.0580493809181,0.6470505045876703,0.7136660815280809,0.6703231174070842,7,1597.425850039392,0.7987129250196959,0.7987129250196959,1.1265406362670625,1.1411339725253067,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,13.687506395261721,12.471445775789189,0.17720305642760623,0.1735945752045562,40.9367959158659,6.822799319310984,7,7,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\UGC07261_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\UGC07261_rotation_curve.png,ok,
UGC07323,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07323_normalized.csv,formula,,1273.1078945609092,1273.1078945609092,1273.1078945609092,False,False,0.7196620528734411,2.5671232177089056,,,gbar_char_logmean,sigma_char_rms,938.6746986175115,935.5176888288884,0.21452123623387798,0.22021199111020637,0.2592733147787017,8,1769.0357432043127,0.8845178716021563,0.8845178716021563,1.6674080702629288,0.6767793944770956,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,7.92402669279622,6.062132728056231,0.08593931488376967,0.0969070497245865,41.92469671837764,4.658299635375293,10,10,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\UGC07323_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\UGC07323_rotation_curve.png,ok,
UGC07399,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07399_normalized.csv,formula,,1342.2122074771921,1342.2122074771921,1342.2122074771921,False,False,0.89300045781859,8.34583438034317,,,gbar_char_logmean,sigma_char_rms,503.45770818580934,561.0610296982485,1.2709054263515167,1.3317341400017866,1.2960904401429068,10,1503.036415855744,0.751518207927872,0.751518207927872,1.0,1.6399467461340504,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,33.56017414594442,31.278218473955754,0.3347974102627621,0.3690873496275004,1000.5614308864842,111.17349232072047,10,10,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\UGC07399_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\UGC07399_rotation_curve.png,ok,
UGC07524,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07524_normalized.csv,formula,,1024.7299719709129,1024.7299719709129,1024.7299719709129,False,False,0.7114908563086664,2.4660946519943474,,,gbar_char_logmean,sigma_char_rms,283.75669691470057,299.001174426733,0.7638965947793888,0.7842607039499573,0.78144473095007,30,1440.2574016022966,0.7201287008011483,0.7201287008011483,0.5329209454941874,1.241579043062394,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,18.399280795572853,16.407643144821893,0.23762121646944004,0.29036226264537907,907.2327143753114,30.241090479177046,31,31,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\UGC07524_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\UGC07524_rotation_curve.png,ok,
UGC07559,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07559_normalized.csv,formula,,767.1719537820239,767.1719537820239,767.1719537820239,False,False,0.5197405981103812,1.0822080651943937,,,gbar_char_logmean,sigma_char_rms,269.80758620689653,259.9692146886231,0.34333159833981564,0.44694221672164813,0.41738054393077556,5,1476.0670160676843,0.7380335080338422,0.7380335080338422,0.4633528278170389,0.879372817325854,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,1.1774111863916912,1.0103447119924625,0.04460580535925494,0.03866205396200247,0.93014211895849,0.15502368649308165,7,7,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\UGC07559_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\UGC07559_rotation_curve.png,ok,
UGC07577,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07577_normalized.csv,formula,,153.15066327463515,153.15066327463515,153.15066327463515,False,False,0.10079913537252597,0.11209857478760944,,,gbar_char_logmean,sigma_char_rms,160.38688741721853,142.72823697664685,0.03494990823688618,0.0,0.092024875892693,2,1519.3648507859941,0.759682425392997,0.759682425392997,0.2543898603212727,0.38284960969126147,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,1.569355926200003,1.3483191904456568,0.1399350716316015,0.13623995401082892,2.205803840011506,0.27572548000143826,9,9,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\UGC07577_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\UGC07577_rotation_curve.png,ok,
UGC07603,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07603_normalized.csv,formula,,1260.9604047043567,1260.9604047043567,1260.9604047043567,False,False,0.834977937122378,5.059795778589835,,,gbar_char_logmean,sigma_char_rms,518.8142209409124,487.26363246183627,0.8446940658726594,0.9408801762482026,0.9364412740076787,11,1510.1721238887596,0.7550860619443798,0.7550860619443798,0.8684681463688502,1.3714962591453732,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,10.676444544084278,9.288735464681826,0.1573803067544943,0.20224342084602737,163.7717001993371,14.888336381757917,12,12,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\UGC07603_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\UGC07603_rotation_curve.png,ok,
UGC07608,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07608_normalized.csv,formula,,914.1905216034114,914.1905216034114,914.1905216034114,False,False,0.6846708408957373,2.1712893372774094,,,gbar_char_logmean,sigma_char_rms,175.68189850634627,177.08222902010695,1.1463301138021715,1.2436636148573856,1.1719361264465447,8,1335.2263116790537,0.6676131558395269,0.6676131558395269,0.3156202616947854,1.5515918675080567,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,15.803600007776783,14.013957880199182,0.3014519979597414,0.2905828699493864,44.64263386770559,6.377519123957941,8,8,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\UGC07608_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\UGC07608_rotation_curve.png,ok,
UGC07690,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07690_normalized.csv,formula,,1438.9635637631775,1438.9635637631775,1438.9635637631775,False,False,0.8332396861153168,4.996630593364754,,,gbar_char_logmean,sigma_char_rms,904.6292372881355,995.8617723529148,0.4097666234484421,0.42805071252897975,0.4528607383853436,6,1726.9503454304156,0.8634751727152078,0.8634751727152078,1.774961581075257,0.9197311488415262,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,6.0898387194393715,5.699934336498101,0.09839399313844498,0.1128352958510304,13.97510507595678,2.32918417932613,7,7,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\UGC07690_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\UGC07690_rotation_curve.png,ok,
UGC07866,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07866_normalized.csv,formula,,843.9099889353046,843.9099889353046,843.9099889353046,False,False,0.5791876448796242,1.3763560832569766,,,gbar_char_logmean,sigma_char_rms,282.73030303030305,262.6957012210051,0.5111927484380475,0.5148323045953299,0.5167080174591031,7,1457.0579956184997,0.7285289978092498,0.7285289978092498,0.46821234645772647,0.9889291684890561,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,4.162825633680588,3.069948485635982,0.18083733232189445,0.06906455406345707,7.3229431385035415,1.2204905230839236,7,7,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\UGC07866_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\UGC07866_rotation_curve.png,ok,
UGC08286,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC08286_normalized.csv,formula,,1193.9370355012754,1193.9370355012754,1193.9370355012754,False,False,0.8168185977719566,4.459069467953386,,,gbar_char_logmean,sigma_char_rms,453.32990588235293,394.05894935854786,1.0160822407490755,1.0328465575221863,1.02935857752542,17,1461.6917865949529,0.7308458932974764,0.7308458932974764,0.7023459632733391,1.4447476766462182,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,23.712505242711188,22.377848662668203,0.29933843779379393,0.314427525346199,2306.172391728802,144.1357744830501,17,17,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\UGC08286_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\UGC08286_rotation_curve.png,ok,
