galaxy,source_file,beta_mode,beta,r_kpc,v_obs_kmps,v_err_kmps,a_newton,sigma_profile,a_struct,a_total,v_model_kmps,residual_kmps
UGC05716,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC05716_normalized.csv,structural,147.90493832820238,1.03,39.15,4.06,468.4253398058252,-71.03765022206345,-10200.79541269389,-9732.370072888065,1.0148891565092219e-06,39.14999898511084
UGC05716,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC05716_normalized.csv,structural,147.90493832820238,2.07,49.15,1.65,394.54618357487925,-94.2099161089641,-6731.4549913050505,-6336.908807730171,1.4387494569938158e-06,49.14999856125054
UGC05716,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC05716_normalized.csv,structural,147.90493832820238,3.09,55.05,0.6,274.3529126213592,-90.68479961497113,-4340.689221474982,-4066.336308853623,1.7578395831246945e-06,55.04999824216041
UGC05716,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC05716_normalized.csv,structural,147.90493832820238,4.13,59.35,0.41,207.73549636803872,-47.46315293470899,-1699.7662730436248,-1492.0307766755861,2.0322401432901573e-06,59.349997967759855
UGC05716,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC05716_normalized.csv,structural,147.90493832820238,5.16,63.85,0.46,176.10418604651161,-26.397567202886083,-756.653207201055,-580.5490211545434,2.2715633383201096e-06,63.84999772843666
UGC05716,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC05716_normalized.csv,structural,147.90493832820238,6.2,68.2,0.86,153.09253225806452,-16.128909008778443,-384.76536971686505,-231.67283745880053,2.4899799195977465e-06,68.19999751002008
UGC05716,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC05716_normalized.csv,structural,147.90493832820238,7.23,71.7,1.07,142.71734439834023,-9.478262091939925,-193.8978935223946,-51.18054912405438,2.6888659319497505e-06,71.69999731113407
UGC05716,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC05716_normalized.csv,structural,147.90493832820238,8.26,73.5,1.07,133.56731234866828,-9.963796047970844,-178.41339467190244,-44.84608232323416,2.8740215726399828e-06,73.49999712597842
UGC05716,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC05716_normalized.csv,structural,147.90493832820238,9.28,73.15,1.0,122.29156250000001,-11.80142043990989,-188.09141835668743,-65.79985585668742,3.046309242345563e-06,73.14999695369076
UGC05716,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC05716_normalized.csv,structural,147.90493832820238,10.34,72.5,0.74,109.02035783365571,-13.309256558258854,-190.3776373736459,-81.3572795399902,3.2155870381627052e-06,72.49999678441296
UGC05716,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC05716_normalized.csv,structural,147.90493832820238,11.4,73.0,1.07,94.07593859649123,-14.372645021616789,-186.4723838188926,-92.39644522240138,3.3763886032268264e-06,72.9999966236114
UGC05716,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC05716_normalized.csv,structural,147.90493832820238,12.37,74.7,2.09,79.84388843977364,-14.672216656409905,-175.43195632209626,-95.58806788232262,3.5171010790137947e-06,74.69999648289892
