galaxy,source_file,beta_mode,beta,r_kpc,v_obs_kmps,v_err_kmps,a_newton,sigma_profile,a_struct,a_total,v_model_kmps,residual_kmps
ESO563-G021,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO563-G021_normalized.csv,structural,4465.040597400861,0.45,18.9,9.78,9443.858,1497.617960758008,14859833.320402654,14869277.178402653,2586.7305097905337,-2567.8305097905336
ESO563-G021,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO563-G021_normalized.csv,structural,4465.040597400861,1.34,58.3,10.5,10776.737985074627,-543.9242555549969,-1812420.8081821653,-1801644.0701970907,1.1575836902790227e-06,58.29999884241631
ESO563-G021,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO563-G021_normalized.csv,structural,4465.040597400861,2.23,74.1,5.69,8475.672825112106,-2206.6461598661836,-4418280.129103686,-4409804.456278574,1.4933184523068078e-06,74.09999850668154
ESO563-G021,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO563-G021_normalized.csv,structural,4465.040597400861,3.12,119.0,4.27,6848.907820512821,-1270.3730041048414,-1818034.3067853227,-1811185.39896481,1.7663521732655694e-06,118.99999823364783
ESO563-G021,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO563-G021_normalized.csv,structural,4465.040597400861,4.01,141.0,3.76,6214.408877805488,-304.69206839174797,-339267.4451559088,-333053.0362781033,2.0024984394500784e-06,140.99999799750157
ESO563-G021,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO563-G021_normalized.csv,structural,4465.040597400861,4.9,195.0,4.54,6306.555938775509,358.54424496965134,326717.26729672094,333023.8232354965,1277.4258232296438,-1082.4258232296438
ESO563-G021,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO563-G021_normalized.csv,structural,4465.040597400861,5.79,227.0,4.2,6852.617633851468,440.6207605441157,339790.9471307634,346643.56476461486,1416.7096526766238,-1189.7096526766238
ESO563-G021,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO563-G021_normalized.csv,structural,4465.040597400861,6.69,246.0,4.24,7095.267100149476,24.909776934735458,16625.28629085103,23720.553391000503,398.3597647677202,-152.3597647677202
ESO563-G021,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO563-G021_normalized.csv,structural,4465.040597400861,7.58,268.0,5.56,6897.206134564644,-109.3757702841537,-64428.39771645607,-57531.19158189143,2.753179979587241e-06,267.99999724682004
ESO563-G021,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO563-G021_normalized.csv,structural,4465.040597400861,8.47,283.0,2.96,6900.578229043683,-91.06531498538557,-48005.94196279144,-41105.363733747756,2.9103264421710497e-06,282.99999708967357
ESO563-G021,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO563-G021_normalized.csv,structural,4465.040597400861,10.23,291.0,9.81,6655.8830498533725,-174.93706588383043,-76353.96883299042,-69698.08578313704,3.1984371183438953e-06,290.9999968015629
ESO563-G021,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO563-G021_normalized.csv,structural,4465.040597400861,12.06,310.0,4.74,6272.554162520732,-282.36787452782687,-104542.62215327856,-98270.06799075783,3.472751070837068e-06,309.9999965272489
ESO563-G021,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO563-G021_normalized.csv,structural,4465.040597400861,13.44,310.0,20.4,5749.4821726190485,-328.1696054834447,-109024.599056295,-103275.11688367596,3.666060555964672e-06,309.99999633393946
ESO563-G021,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO563-G021_normalized.csv,structural,4465.040597400861,15.18,310.0,16.1,5248.664993412384,-284.95020770219253,-83815.16769618558,-78566.5027027732,3.896151947755632e-06,309.99999610384805
ESO563-G021,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO563-G021_normalized.csv,structural,4465.040597400861,16.83,314.0,13.5,4783.500968508616,-326.0605819879526,-86504.67829996199,-81721.17733145338,4.102438299353203e-06,313.9999958975617
ESO563-G021,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO563-G021_normalized.csv,structural,4465.040597400861,18.56,317.0,12.7,4146.580226293105,-311.2492718832057,-74878.26696497694,-70731.68673868383,4.308131845707603e-06,316.99999569186815
ESO563-G021,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO563-G021_normalized.csv,structural,4465.040597400861,20.3,319.0,10.4,3703.4659950738915,-206.5432050410576,-45429.743626877455,-41726.27763180356,4.505552130427524e-06,318.9999954944479
ESO563-G021,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO563-G021_normalized.csv,structural,4465.040597400861,21.94,318.0,10.8,3448.4641932543295,-156.16217045005607,-31780.785361792772,-28332.32116853844,4.684015371452147e-06,317.9999953159846
ESO563-G021,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO563-G021_normalized.csv,structural,4465.040597400861,23.68,317.0,9.3,3175.637858952702,-194.58687723742733,-36690.80686598693,-33515.16900703423,4.866210024238575e-06,316.99999513379
ESO563-G021,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO563-G021_normalized.csv,structural,4465.040597400861,25.41,317.0,7.23,2773.247729240457,-216.43963953935517,-38032.73425541241,-35259.48652617195,5.040833264451424e-06,316.9999949591667
ESO563-G021,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO563-G021_normalized.csv,structural,4465.040597400861,27.06,312.0,8.39,2444.071877309682,-189.94269196703087,-31341.531072150745,-28897.459194841063,5.2019227214559806e-06,311.9999947980773
ESO563-G021,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO563-G021_normalized.csv,structural,4465.040597400861,28.8,312.0,8.37,2129.342003472222,-168.96014327348993,-26194.92705065273,-24065.585047180506,5.3665631459994955e-06,311.99999463343687
ESO563-G021,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO563-G021_normalized.csv,structural,4465.040597400861,30.53,311.0,11.5,1857.7801801506714,-140.30507272090162,-20519.74601114005,-18661.96583098938,5.525395913416522e-06,310.9999944746041
ESO563-G021,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO563-G021_normalized.csv,structural,4465.040597400861,32.18,310.0,14.5,1655.1108576755748,-110.68693678279335,-15358.038108673552,-13702.927250997978,5.6727418414731335e-06,309.99999432725815
ESO563-G021,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO563-G021_normalized.csv,structural,4465.040597400861,33.91,313.0,15.9,1483.6583338248304,-93.81231696354838,-12352.574573237423,-10868.916239412592,5.823229344616267e-06,312.99999417677066
ESO563-G021,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO563-G021_normalized.csv,structural,4465.040597400861,35.65,320.0,8.83,1329.582117812062,-81.16241944582448,-10165.315506560544,-8835.733388748482,5.970762095411272e-06,319.9999940292379
ESO563-G021,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO563-G021_normalized.csv,structural,4465.040597400861,37.3,321.0,7.88,1208.5177319034854,-69.82336116964169,-8358.287996499545,-7149.770264596059,6.107372593840988e-06,320.9999938926274
ESO563-G021,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO563-G021_normalized.csv,structural,4465.040597400861,39.03,320.0,8.0,1093.579157058673,-61.939413090486404,-7085.8825013631595,-5992.303344304486,6.24739945897491e-06,319.9999937526005
