galaxy,source_file,beta_mode,beta,r_kpc,v_obs_kmps,v_err_kmps,a_newton,sigma_profile,a_struct,a_total,v_model_kmps,residual_kmps
NGC4013,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4013_normalized.csv,structural,1138.8862424505674,5.49,198.0,10.0,8486.925500910747,-654.8433455570846,-135845.5514053309,-127358.62590442014,2.3430749027719963e-06,197.9999976569251
NGC4013,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4013_normalized.csv,structural,1138.8862424505674,6.17,195.0,5.0,8041.63202593193,-767.1229906526505,-141598.99843141634,-133557.3664054844,2.483948469674844e-06,194.99999751605154
NGC4013,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4013_normalized.csv,structural,1138.8862424505674,6.92,194.0,4.0,7389.939624277457,-876.6168708008126,-144272.67255131676,-136882.7329270393,2.630589287593181e-06,193.99999736941072
NGC4013,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4013_normalized.csv,structural,1138.8862424505674,7.69,195.0,3.0,6709.174382314694,-900.4246045121903,-133352.56104589422,-126643.38666357953,2.7730849247724095e-06,194.99999722691507
NGC4013,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4013_normalized.csv,structural,1138.8862424505674,8.36,195.0,3.0,6093.328193779904,-919.9327434294889,-125322.81644397757,-119229.48825019767,2.891366458960192e-06,194.99999710863355
NGC4013,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4013_normalized.csv,structural,1138.8862424505674,9.12,195.0,3.0,5393.670559210526,-959.7546448530691,-119852.12293324458,-114458.45237403405,3.0199337741082995e-06,194.99999698006621
NGC4013,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4013_normalized.csv,structural,1138.8862424505674,9.88,192.0,7.0,4634.501133603238,-1013.6414736731341,-116844.3652979404,-112209.86416433717,3.1432467291003423e-06,191.99999685675328
NGC4013,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4013_normalized.csv,structural,1138.8862424505674,10.56,188.0,8.0,3934.026837121212,-916.9272455870245,-98889.7561862836,-94955.72934916239,3.2496153618543843e-06,187.99999675038464
NGC4013,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4013_normalized.csv,structural,1138.8862424505674,11.31,186.0,7.0,3323.295172413793,-722.4626444549626,-72750.02355916999,-69426.7283867562,3.3630343441600476e-06,185.99999663696565
NGC4013,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4013_normalized.csv,structural,1138.8862424505674,12.08,186.0,6.0,2835.883617549669,-569.6817429401179,-53708.83274915239,-50872.94913160272,3.4756294393965533e-06,185.99999652437057
