galaxy,source_file,beta_mode,beta,r_kpc,v_obs_kmps,v_err_kmps,a_newton,sigma_profile,a_struct,a_total,v_model_kmps,residual_kmps
ESO079-G014,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO079-G014_normalized.csv,structural,1608.9090643776824,0.41,33.2,11.6,2056.0648780487804,483.8247753530172,1898609.9186243056,1900665.9835023545,882.7644381350924,-849.5644381350924
ESO079-G014,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO079-G014_normalized.csv,structural,1608.9090643776824,0.98,50.4,11.8,2331.8450000000003,98.80058930253873,162205.26907623594,164537.11407623594,401.5549424359153,-351.1549424359153
ESO079-G014,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO079-G014_normalized.csv,structural,1608.9090643776824,1.78,53.9,9.75,2191.4216853932585,-109.20458053435955,-98707.99971533353,-96516.57802994027,1.3341664064126333e-06,53.89999866583359
ESO079-G014,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO079-G014_normalized.csv,structural,1608.9090643776824,2.69,67.6,5.1,2145.1051672862454,-98.02975492038681,-58632.327609714885,-56487.22244242864,1.6401219466856725e-06,67.59999835987804
ESO079-G014,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO079-G014_normalized.csv,structural,1608.9090643776824,3.36,81.7,5.06,2036.5346726190473,-239.08759002902534,-114485.17582676014,-112448.64115414109,1.833030277982336e-06,81.69999816696972
ESO079-G014,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO079-G014_normalized.csv,structural,1608.9090643776824,4.39,102.0,5.35,1738.6562642369024,-224.89453957550083,-82422.52010297692,-80683.86383874003,2.0952326839756963e-06,101.99999790476731
ESO079-G014,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO079-G014_normalized.csv,structural,1608.9090643776824,5.65,116.0,6.44,1521.5261769911504,-134.76633626643712,-38376.42123752946,-36854.89506053831,2.3769728648009426e-06,115.99999762302714
ESO079-G014,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO079-G014_normalized.csv,structural,1608.9090643776824,6.34,132.0,9.1,1475.86190851735,-27.639116937710792,-7014.010374207828,-5538.148465690478,2.5179356624028345e-06,131.99999748206434
ESO079-G014,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO079-G014_normalized.csv,structural,1608.9090643776824,6.89,137.0,5.25,1487.253671988389,56.40891384684062,13172.251494902996,14659.505166891384,317.811249958024,-180.811249958024
ESO079-G014,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO079-G014_normalized.csv,structural,1608.9090643776824,8.34,154.0,4.2,1588.6797362110312,70.31886527656285,13565.54673144065,15154.226467651682,355.5084369466005,-201.5084369466005
ESO079-G014,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO079-G014_normalized.csv,structural,1608.9090643776824,10.04,163.0,3.28,1708.758097609562,6.111579506541134,979.3800463883381,2688.1381439979,164.28300875543675,-1.2830087554367537
ESO079-G014,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO079-G014_normalized.csv,structural,1608.9090643776824,11.65,170.0,2.41,1608.9090643776824,-86.39862032103896,-11931.976256158403,-10323.067191780721,3.4132096331752023e-06,169.99999658679036
ESO079-G014,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO079-G014_normalized.csv,structural,1608.9090643776824,13.36,175.0,2.18,1421.9146781437125,-119.97784053478952,-14448.610416233756,-13026.695738090044,3.655133376499413e-06,174.99999634486662
ESO079-G014,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO079-G014_normalized.csv,structural,1608.9090643776824,15.06,177.0,2.23,1199.78462815405,-120.17145848151844,-12838.310015298894,-11638.525387144844,3.880721582386451e-06,176.99999611927842
ESO079-G014,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO079-G014_normalized.csv,structural,1608.9090643776824,16.67,178.0,2.03,1024.1471505698862,-109.09160098395265,-10529.00213980532,-9504.854989235433,4.08289113251872e-06,177.99999591710886
