galaxy,source_file,beta_mode,beta,r_kpc,v_obs_kmps,v_err_kmps,a_newton,sigma_profile,a_struct,a_total,v_model_kmps,residual_kmps
NGC2998,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2998_normalized.csv,structural,3718.225576,0.33,90.0,20.0,6016.950303030303,4186.5437710437745,47171254.922843784,47177271.87314682,3945.693819613789,-3855.693819613789
NGC2998,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2998_normalized.csv,structural,3718.225576,0.99,125.0,15.0,8780.069191919194,1699.3727884909697,6382476.126591477,6391256.195783396,2515.4211643034178,-2390.4211643034178
NGC2998,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2998_normalized.csv,structural,3718.225576,1.98,148.0,15.0,8820.915404040403,172.26534282215817,323495.6583534124,332316.57375745283,811.1638650974023,-663.1638650974023
NGC2998,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2998_normalized.csv,structural,3718.225576,2.64,180.0,17.0,9064.307007575755,1119.579528062999,1576836.8316703986,1585901.1386779742,2046.162018538574,-1866.162018538574
NGC2998,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2998_normalized.csv,structural,3718.225576,3.63,201.0,15.0,10668.221625344351,-516.8099489626162,-529370.7906788028,-518702.5690534584,1.905255888325765e-06,200.99999809474411
NGC2998,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2998_normalized.csv,structural,3718.225576,7.59,206.0,10.0,6506.097760210805,-783.5395771526889,-383844.1232644734,-377338.0255042626,2.7549954627911823e-06,205.99999724500455
NGC2998,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2998_normalized.csv,structural,3718.225576,12.5,214.0,5.0,3718.225576,-417.3712024979863,-124150.42238511103,-120432.19680911103,3.5355339059327378e-06,213.9999964644661
NGC2998,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2998_normalized.csv,structural,3718.225576,17.48,212.0,5.0,2378.2965675057208,-222.90333702110308,-47414.467316225004,-45036.17074871928,4.180908992073375e-06,211.999995819091
NGC2998,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2998_normalized.csv,structural,3718.225576,22.46,213.0,2.0,1498.1083392698129,-129.47330434111436,-21434.14744480691,-19936.039105537096,4.739198244429114e-06,212.99999526080177
NGC2998,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2998_normalized.csv,structural,3718.225576,27.44,214.0,2.0,1088.7424562682215,-67.39684395020494,-9132.531666083558,-8043.789209815336,5.238320341483518e-06,213.99999476167966
NGC2998,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2998_normalized.csv,structural,3718.225576,32.32,213.0,2.0,833.5754579207921,-45.51199261186005,-5235.886600994464,-4402.311143073672,5.685068161420758e-06,212.99999431493183
NGC2998,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2998_normalized.csv,structural,3718.225576,37.3,213.0,3.0,639.9942091152816,-33.64979753662496,-3354.3575825174457,-2714.363373402164,6.107372593840988e-06,212.9999938926274
NGC2998,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2998_normalized.csv,structural,3718.225576,42.28,203.0,3.0,498.4234744560075,-28.42785836531606,-2500.028146755528,-2001.6046722995202,6.502307282803543e-06,202.9999934976927
