galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,v_model_kmps,residual_kmps,abs_residual_kmps,frac_residual
NGC2841,3.44,285.0,14.4,-0.57,163.4,239.5,23611.918604651164,289.9312589218348,-4.931258921834797,4.931258921834797,-0.017302662883630866
NGC2841,3.77,297.0,13.6,-0.57,171.13,229.25,23397.61273209549,286.0899129250952,10.910087074904823,10.910087074904823,0.036734299915504455
NGC2841,4.13,303.0,8.47,-0.43,180.88,219.24,22229.782082324455,284.26645683980405,18.73354316019595,18.73354316019595,0.06182687511615825
NGC2841,4.47,306.0,5.93,-0.1,188.37,210.91,20947.65100671141,282.86372802992224,23.136271970077757,23.136271970077757,0.07560873192835868
NGC2841,4.8,307.0,5.93,-0.19,194.64,203.54,19635.208333333336,281.748940765414,25.251059234586023,25.251059234586023,0.08225100727878183
NGC2841,5.13,304.0,8.47,-0.28,200.57,196.88,18014.814814814814,281.21441069114877,22.78558930885123,22.78558930885123,0.07495259641069484
NGC2841,5.48,308.0,8.47,-0.38,206.64,190.44,17310.948905109486,281.21539850356464,26.784601496435357,26.784601496435357,0.08696299187154337
NGC2841,5.83,313.0,12.7,-0.48,211.29,184.57,16804.288164665522,280.80331947995325,32.196680520046755,32.196680520046755,0.1028647939937596
NGC2841,6.16,314.0,9.32,-0.53,215.14,179.57,16005.844155844155,280.53169738490095,33.46830261509905,33.46830261509905,0.10658695100350016
NGC2841,6.51,315.0,6.78,3.83,221.84,174.68,15241.935483870968,282.72746389083215,32.272536109167845,32.272536109167845,0.10245249558465983
NGC2841,6.86,317.0,8.47,8.02,227.72,170.15,14648.542274052477,284.76514151482337,32.23485848517663,32.23485848517663,0.10168725074188212
NGC2841,7.18,320.0,7.63,12.15,231.73,166.32,14261.838440111422,285.92168728713705,34.07831271286295,34.07831271286295,0.10649472722769673
NGC2841,7.51,316.0,20.5,16.24,235.48,162.63,13296.404793608523,287.10153160987386,28.89846839012614,28.89846839012614,0.09145084933584222
NGC2841,7.85,318.0,23.4,20.27,239.96,159.08,12882.03821656051,289.105689974264,28.89431002573599,28.89431002573599,0.09086261014382387
NGC2841,8.21,321.0,8.48,24.66,243.42,155.54,12550.669914738122,290.4460344350399,30.553965564960095,30.553965564960095,0.09518369334878535
NGC2841,8.57,323.0,8.66,27.1,245.15,152.23,12173.745624270712,290.40151181418156,32.59848818581844,32.59848818581844,0.10092411203039764
NGC2841,8.9,321.0,12.7,29.42,245.8,149.38,11577.640449438202,289.7287757785859,31.271224221414116,31.271224221414116,0.09741814399194429
NGC2841,9.24,323.0,11.0,31.74,245.24,146.61,11291.017316017316,288.11345431572477,34.886545684275234,34.886545684275234,0.10800788137546512
NGC2841,9.6,323.0,10.4,34.31,244.14,143.83,10867.604166666668,286.1032002429747,36.89679975702529,36.89679975702529,0.11423157819512474
NGC2841,9.93,322.0,13.6,36.63,243.64,141.42,10441.490433031218,284.7947280954862,37.20527190451378,37.20527190451378,0.1155443226848254
NGC2841,10.27,321.0,13.6,38.95,243.6,139.06,10033.203505355405,283.9395359052586,37.060464094741405,37.060464094741405,0.11545315917364923
NGC2841,10.6,323.0,9.32,41.02,243.38,136.88,9842.358490566037,283.0153884067749,39.98461159322511,39.98461159322511,0.12379136716168765
NGC2841,10.93,322.0,11.9,43.22,243.08,134.8,9486.184812442818,282.11932287951925,39.880677120480755,39.880677120480755,0.12385303453565452
NGC2841,11.27,321.0,11.0,45.42,242.44,132.75,9142.945874001774,280.9739772905811,40.026022709418896,40.026022709418896,0.12469165953089999
NGC2841,12.31,323.0,4.24,52.25,237.3,127.02,8475.142160844842,275.1721840524292,47.8278159475708,47.8278159475708,0.1480737335838105
NGC2841,14.35,319.0,4.24,56.77,222.06,117.64,7091.358885017422,258.927542577208,60.07245742279201,60.07245742279201,0.18831491355107213
NGC2841,16.4,308.0,4.24,51.89,207.98,110.04,5784.39024390244,242.594064414015,65.40593558598499,65.40593558598499,0.2123569337207305
NGC2841,18.48,299.0,5.66,48.35,196.87,103.67,4837.7164502164505,229.6782160426197,69.32178395738029,69.32178395738029,0.23184543129558627
NGC2841,20.57,299.0,5.66,54.45,185.72,98.26,4346.183762761303,219.38690772918844,79.61309227081156,79.61309227081156,0.26626452264485473
NGC2841,22.51,298.0,5.66,63.61,176.98,93.93,3945.091070635273,212.86264347039364,85.13735652960636,85.13735652960636,0.28569582728055826
NGC2841,24.59,296.0,5.66,66.17,168.93,89.87,3563.0744204961366,205.46428423943848,90.53571576056152,90.53571576056152,0.3058639045964916
NGC2841,26.68,293.0,4.24,61.9,161.21,86.28,3217.728635682159,196.43692544760748,96.56307455239252,96.56307455239252,0.32956680734604954
NGC2841,28.77,289.0,4.24,58.85,153.59,83.08,2903.0587417448733,188.0787356512097,100.92126434879029,100.92126434879029,0.3492085271584439
NGC2841,30.7,289.0,4.24,57.01,147.56,80.43,2720.5537459283387,181.6478366103445,107.35216338965549,107.35216338965549,0.37146077297458646
NGC2841,32.79,288.0,4.24,57.38,141.95,77.82,2529.551692589204,176.3245667304715,111.6754332695285,111.6754332695285,0.3877619210747517
NGC2841,34.88,285.0,4.24,60.43,136.82,75.46,2328.6983944954127,172.46024301406314,112.53975698593686,112.53975698593686,0.39487634030153285
NGC2841,36.96,283.0,2.83,64.09,132.38,73.3,2166.910173160173,169.59015534551,113.40984465449,113.40984465449,0.4007415005459011
NGC2841,38.9,275.0,2.83,66.9,128.66,71.45,1944.0874035989718,167.2051346838374,107.7948653161626,107.7948653161626,0.39198132842240946
NGC2841,40.99,272.0,2.83,68.61,124.87,69.61,1804.9280312271285,164.42325748694697,107.57674251305303,107.57674251305303,0.39550272982740087
NGC2841,43.08,271.0,2.83,68.98,121.52,67.9,1704.7585886722377,161.518092757142,109.481907242858,109.481907242858,0.4039922776489225
NGC2841,45.16,274.0,4.24,67.76,118.47,66.31,1662.444641275465,158.2317813167588,115.7682186832412,115.7682186832412,0.42251174701912847
NGC2841,47.1,277.0,4.24,65.19,115.75,64.93,1629.0658174097664,154.71001813578508,122.28998186421492,122.28998186421492,0.44148007893218383
NGC2841,49.19,281.0,4.24,62.26,113.11,63.54,1605.2246391542997,151.13595673025927,129.86404326974073,129.86404326974073,0.4621496201770133
NGC2841,51.27,286.0,4.24,60.55,110.59,62.24,1595.3969182757946,148.21880039100463,137.78119960899537,137.78119960899537,0.4817524461852985
NGC2841,53.36,282.0,4.24,60.55,108.3,61.01,1490.3298350824589,146.215052656142,135.784947343858,135.784947343858,0.48150690547467373
NGC2841,55.3,283.0,4.24,62.39,106.31,59.93,1448.264014466546,145.269439637104,137.730560362896,137.730560362896,0.4866804253105866
NGC2841,57.38,288.0,5.66,64.95,104.23,58.83,1445.5210874869292,144.63837732062254,143.36162267937746,143.36162267937746,0.4977834120811717
NGC2841,59.47,287.0,5.66,67.27,102.32,57.79,1385.0512863628721,144.11893336245942,142.88106663754058,142.88106663754058,0.49784343776146545
NGC2841,61.56,289.0,7.07,68.49,100.51,56.8,1356.7413905133203,143.22294946666352,145.77705053333648,145.77705053333648,0.5044188599769428
NGC2841,63.64,294.0,7.07,68.73,98.76,55.86,1358.2023884349467,141.94528972286585,152.05471027713415,152.05471027713415,0.5171928920990957
