galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,v_model_kmps,residual_kmps,abs_residual_kmps,frac_residual
F579-V1,0.42,35.7,9.1,-1.7,15.39,0.0,3034.5000000000005,15.483607460795433,20.21639253920457,20.21639253920457,0.5662855052998479
F579-V1,1.47,83.3,9.3,-4.3,40.7,0.0,4720.333333333333,42.46277706993733,40.837222930062666,40.837222930062666,0.49024277226965984
F579-V1,2.11,94.2,10.4,-3.8,48.7,0.0,4205.5165876777255,51.41822673628763,42.781773263712374,42.781773263712374,0.4541589518440804
F579-V1,2.84,97.6,9.1,-0.8,53.6,0.0,3354.140845070422,57.234375670941155,40.36562432905884,40.36562432905884,0.41358221648625865
F579-V1,3.9,101.0,9.1,5.9,57.61,0.0,2615.641025641026,62.753718133716276,38.246281866283724,38.246281866283724,0.37867605808201704
F579-V1,4.74,105.0,16.7,10.47,63.1,0.0,2325.9493670886077,69.28259422895844,35.717405771041555,35.717405771041555,0.34016576924801484
F579-V1,5.69,106.0,9.1,13.24,67.96,0.0,1974.6924428822495,74.97795565854217,31.02204434145783,31.02204434145783,0.29266079567413045
F579-V1,6.32,108.0,11.5,14.88,69.85,0.0,1845.5696202531644,77.4354079056646,30.564592094335396,30.564592094335396,0.28300548235495737
F579-V1,7.37,110.0,23.0,17.96,72.36,0.0,1641.7910447761194,80.97264375408629,29.027356245913708,29.027356245913708,0.2638850567810337
F579-V1,8.21,112.0,19.7,20.83,72.55,0.0,1527.8928136419,82.27727721633849,29.72272278366151,29.72272278366151,0.2653814534255492
F579-V1,9.16,113.0,9.1,23.19,73.73,0.0,1393.995633187773,84.39997491330388,28.60002508669612,28.60002508669612,0.25309756713890375
F579-V1,10.85,114.0,9.1,26.37,73.37,0.0,1197.7880184331798,85.72701090564732,28.27298909435268,28.27298909435268,0.2480086762662516
F579-V1,12.21,114.0,9.1,28.32,69.96,0.0,1064.3734643734642,83.9921102184806,30.007889781519395,30.007889781519395,0.2632271033466614
F579-V1,15.16,114.0,11.2,33.04,63.57,0.0,857.2559366754617,81.62857784579185,32.37142215420815,32.37142215420815,0.2839598434579662
