r_kpc,v_obs_kms,v_vis_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,h_kpc,segment_index,Dw_i,sigma_i,beta_i,source_core_i,info_source_i,I_struct_i,gamma_topo,alpha_geom_i,alpha_mass_i,weight_geom_i,weight_mass_i,mass_bar_segment_msun,mass_norm_i,alpha_relax_i,neighbor_gradient_i,ell_info_kpc,c_info_gal,tau_struct_gal,mean_dw_pert,mean_sigma,mean_beta,r_scale,dw_internal,dw_external,observer_gap,observer_factor,factor_dw,factor_sigma,factor_rscale,factor_beta,gamma_raw,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_kms,rotation_residual_topo_kms,rotation_residual_vis_only_kms
0.77,35.1,135.41353846643253,3.96,IC4202,2.22,20.98,133.76,1600.012987012987,IC4202,IC4202,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,IC04202,RFGC2477,EON_197.132_24.701,IC04202,IC04202,197.131577,24.700766,r,13.3,0.08,3.44,0.16,0.2586466165413533,3.866279069767442,21.28,0.11,0.041,13.66,0.16,SB,7130.0,IC4202,NED,thick_like,IC04202,IC04202,IC4202,197.131577,24.700766,IC4202,IC4202,NED,,True,name_exact,IC4202,30.0,0.0,Bizyaev_2014,0.35,1,2.074922127211671,0.08966658632776792,0.8955032863465558,0.03399198147672644,0.03043993112183978,0.2175134385724126,434614.8228156121,2.065186868891043,2.0827031656422044,0.10043041606886659,0.12565367108867626,25072496151.305027,0.37909306988081265,0.1451614105189747,0.018956994995299768,3.9700000000000006,1.0,2.0,0.18882734394639805,0.04327454651709384,0.9621256891580778,3.5156077328398996,2.2200835377306456,2.188827343946398,0.03125619378424771,1.1346658302602843,6.294244798246602,4.327454651809384,1.4062430931363599,1.0,434614.8228156121,159444.3659388828,350.3885868188914,375.6447632710188,-340.5447632710188,-100.31353846643253
1.59,77.9,181.3490504524355,3.95,IC4202,3.89,40.96,176.62,3816.610062893082,IC4202,IC4202,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,IC04202,RFGC2477,EON_197.132_24.701,IC04202,IC04202,197.131577,24.700766,r,13.3,0.08,3.44,0.16,0.2586466165413533,3.866279069767442,21.28,0.11,0.041,13.66,0.16,SB,7130.0,IC4202,NED,thick_like,IC04202,IC04202,IC4202,197.131577,24.700766,IC4202,IC4202,NED,,True,name_exact,IC4202,30.0,0.0,Bizyaev_2014,0.35,1,2.074922127211671,0.08966658632776792,0.8955032863465558,0.03399198147672644,0.03043993112183978,0.2175134385724126,434614.8228156121,2.065186868891043,2.0827031656422044,0.10043041606886659,0.12565367108867626,25072496151.305027,0.37909306988081265,0.1451614105189747,0.018956994995299768,3.9700000000000006,1.0,2.0,0.18882734394639805,0.04327454651709384,0.9621256891580778,3.5156077328398996,2.2200835377306456,2.188827343946398,0.03125619378424771,1.1346658302602843,6.294244798246602,4.327454651809384,1.4062430931363599,1.0,434614.8228156121,37393.5226316853,243.83539731626257,303.8802051539054,-225.98020515390542,-103.4490504524355
2.36,115.0,186.30282982284513,6.7,IC4202,4.02,58.24,176.92,5603.813559322034,IC4202,IC4202,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,IC04202,RFGC2477,EON_197.132_24.701,IC04202,IC04202,197.131577,24.700766,r,13.3,0.08,3.44,0.16,0.2586466165413533,3.866279069767442,21.28,0.11,0.041,13.66,0.16,SB,7130.0,IC4202,NED,thick_like,IC04202,IC04202,IC4202,197.131577,24.700766,IC4202,IC4202,NED,,True,name_exact,IC4202,30.0,0.0,Bizyaev_2014,0.35,1,2.074922127211671,0.08966658632776792,0.8955032863465558,0.03399198147672644,0.03043993112183978,0.2175134385724126,434614.8228156121,2.065186868891043,2.0827031656422044,0.10043041606886659,0.12565367108867626,25072496151.305027,0.37909306988081265,0.1451614105189747,0.018956994995299768,3.9700000000000006,1.0,2.0,0.18882734394639805,0.04327454651709384,0.9621256891580778,3.5156077328398996,2.2200835377306456,2.188827343946398,0.03125619378424771,1.1346658302602843,6.294244798246602,4.327454651809384,1.4062430931363599,1.0,434614.8228156121,16973.313086247417,200.1424964457671,273.4332885431909,-158.43328854319088,-71.30282982284513
3.13,156.0,188.001365154618,3.16,IC4202,0.9,74.68,172.53,7775.079872204473,IC4202,IC4202,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,IC04202,RFGC2477,EON_197.132_24.701,IC04202,IC04202,197.131577,24.700766,r,13.3,0.08,3.44,0.16,0.2586466165413533,3.866279069767442,21.28,0.11,0.041,13.66,0.16,SB,7130.0,IC4202,NED,thick_like,IC04202,IC04202,IC4202,197.131577,24.700766,IC4202,IC4202,NED,,True,name_exact,IC4202,30.0,0.0,Bizyaev_2014,0.35,1,2.074922127211671,0.08966658632776792,0.8955032863465558,0.03399198147672644,0.03043993112183978,0.2175134385724126,434614.8228156121,2.065186868891043,2.0827031656422044,0.10043041606886659,0.12565367108867626,25072496151.305027,0.37909306988081265,0.1451614105189747,0.018956994995299768,3.9700000000000006,1.0,2.0,0.18882734394639805,0.04327454651709384,0.9621256891580778,3.5156077328398996,2.2200835377306456,2.188827343946398,0.03125619378424771,1.1346658302602843,6.294244798246602,4.327454651809384,1.4062430931363599,1.0,434614.8228156121,9649.43651207664,173.78934456059116,256.02197089859277,-100.02197089859277,-32.001365154617986
3.95,192.0,196.11701252058683,3.14,IC4202,0.0,91.45,173.49,9332.6582278481,IC4202,IC4202,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,IC04202,RFGC2477,EON_197.132_24.701,IC04202,IC04202,197.131577,24.700766,r,13.3,0.08,3.44,0.16,0.2586466165413533,3.866279069767442,21.28,0.11,0.041,13.66,0.16,SB,7130.0,IC4202,NED,thick_like,IC04202,IC04202,IC4202,197.131577,24.700766,IC4202,IC4202,NED,,True,name_exact,IC4202,30.0,0.0,Bizyaev_2014,0.35,1,2.074922127211671,0.08966658632776792,0.8955032863465558,0.03399198147672644,0.03043993112183978,0.2175134385724126,434614.8228156121,2.065186868891043,2.0827031656422044,0.10043041606886659,0.12565367108867626,25072496151.305027,0.37909306988081265,0.1451614105189747,0.018956994995299768,3.9700000000000006,1.0,2.0,0.18882734394639805,0.04327454651709384,0.9621256891580778,3.5156077328398996,2.2200835377306456,2.188827343946398,0.03125619378424771,1.1346658302602843,6.294244798246602,4.327454651809384,1.4062430931363599,1.0,434614.8228156121,6058.937001452563,154.70229848240012,249.78927870454655,-57.78927870454655,-4.117012520586826
4.73,204.0,204.51862726900941,2.9,IC4202,0.0,107.35,174.08,8798.30866807611,IC4202,IC4202,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,IC04202,RFGC2477,EON_197.132_24.701,IC04202,IC04202,197.131577,24.700766,r,13.3,0.08,3.44,0.16,0.2586466165413533,3.866279069767442,21.28,0.11,0.041,13.66,0.16,SB,7130.0,IC4202,NED,thick_like,IC04202,IC04202,IC4202,197.131577,24.700766,IC4202,IC4202,NED,,True,name_exact,IC4202,30.0,0.0,Bizyaev_2014,0.35,1,2.074922127211671,0.08966658632776792,0.8955032863465558,0.03399198147672644,0.03043993112183978,0.2175134385724126,434614.8228156121,2.065186868891043,2.0827031656422044,0.10043041606886659,0.12565367108867626,25072496151.305027,0.37909306988081265,0.1451614105189747,0.018956994995299768,3.9700000000000006,1.0,2.0,0.18882734394639805,0.04327454651709384,0.9621256891580778,3.5156077328398996,2.2200835377306456,2.188827343946398,0.03125619378424771,1.1346658302602843,6.294244798246602,4.327454651809384,1.4062430931363599,1.0,434614.8228156121,4225.40504651447,141.37243674073616,248.6242843529438,-44.62428435294379,-0.5186272690094142
6.27,220.0,207.24817610777666,3.25,IC4202,0.0,132.68,159.21,7719.298245614035,IC4202,IC4202,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,IC04202,RFGC2477,EON_197.132_24.701,IC04202,IC04202,197.131577,24.700766,r,13.3,0.08,3.44,0.16,0.2586466165413533,3.866279069767442,21.28,0.11,0.041,13.66,0.16,SB,7130.0,IC4202,NED,thick_like,IC04202,IC04202,IC4202,197.131577,24.700766,IC4202,IC4202,NED,,True,name_exact,IC4202,30.0,0.0,Bizyaev_2014,0.35,2,2.164588713539439,0.07744881379261659,0.9573191845617185,0.05807946412978181,0.0556005852405043,0.3066873612948293,434614.8228156121,2.016870468827298,2.181281052876144,0.040674026728646145,0.3599433076775757,98111867703.5664,0.7499077298368989,0.05549482419120677,0.019508517328115007,3.9700000000000006,1.0,2.0,0.18882734394639805,0.04327454651709384,0.9621256891580778,3.5156077328398996,2.2200835377306456,2.188827343946398,0.03125619378424771,1.1346658302602843,6.294244798246602,4.327454651809384,1.4062430931363599,1.0,434614.8228156121,3390.5123557137704,145.8029919800185,253.39755123190386,-33.39755123190386,12.751823892223342
7.08,231.0,213.0514801638327,3.49,IC4202,0.0,150.86,150.44,7536.864406779661,IC4202,IC4202,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,IC04202,RFGC2477,EON_197.132_24.701,IC04202,IC04202,197.131577,24.700766,r,13.3,0.08,3.44,0.16,0.2586466165413533,3.866279069767442,21.28,0.11,0.041,13.66,0.16,SB,7130.0,IC4202,NED,thick_like,IC04202,IC04202,IC4202,197.131577,24.700766,IC4202,IC4202,NED,,True,name_exact,IC4202,30.0,0.0,Bizyaev_2014,0.35,2,2.164588713539439,0.07744881379261659,0.9573191845617185,0.05807946412978181,0.0556005852405043,0.3066873612948293,434614.8228156121,2.016870468827298,2.181281052876144,0.040674026728646145,0.3599433076775757,98111867703.5664,0.7499077298368989,0.05549482419120677,0.019508517328115007,3.9700000000000006,1.0,2.0,0.18882734394639805,0.04327454651709384,0.9621256891580778,3.5156077328398996,2.2200835377306456,2.188827343946398,0.03125619378424771,1.1346658302602843,6.294244798246602,4.327454651809384,1.4062430931363599,1.0,434614.8228156121,2659.095270933876,137.20930915288452,253.4113804039034,-22.411380403903394,17.948519836167293
7.86,235.0,222.65660376463126,4.65,IC4202,0.24,170.8,142.84,7026.081424936387,IC4202,IC4202,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,IC04202,RFGC2477,EON_197.132_24.701,IC04202,IC04202,197.131577,24.700766,r,13.3,0.08,3.44,0.16,0.2586466165413533,3.866279069767442,21.28,0.11,0.041,13.66,0.16,SB,7130.0,IC4202,NED,thick_like,IC04202,IC04202,IC4202,197.131577,24.700766,IC4202,IC4202,NED,,True,name_exact,IC4202,30.0,0.0,Bizyaev_2014,0.35,2,2.164588713539439,0.07744881379261659,0.9573191845617185,0.05807946412978181,0.0556005852405043,0.3066873612948293,434614.8228156121,2.016870468827298,2.181281052876144,0.040674026728646145,0.3599433076775757,98111867703.5664,0.7499077298368989,0.05549482419120677,0.019508517328115007,3.9700000000000006,1.0,2.0,0.18882734394639805,0.04327454651709384,0.9621256891580778,3.5156077328398996,2.2200835377306456,2.188827343946398,0.03125619378424771,1.1346658302602843,6.294244798246602,4.327454651809384,1.4062430931363599,1.0,434614.8228156121,2157.5224376483475,130.22337102039714,257.9420275176498,-22.94202751764982,12.343396235368743
8.66,245.0,231.89626344553292,6.0,IC4202,0.0,187.59,136.33,6931.293302540415,IC4202,IC4202,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,IC04202,RFGC2477,EON_197.132_24.701,IC04202,IC04202,197.131577,24.700766,r,13.3,0.08,3.44,0.16,0.2586466165413533,3.866279069767442,21.28,0.11,0.041,13.66,0.16,SB,7130.0,IC4202,NED,thick_like,IC04202,IC04202,IC4202,197.131577,24.700766,IC4202,IC4202,NED,,True,name_exact,IC4202,30.0,0.0,Bizyaev_2014,0.35,2,2.164588713539439,0.07744881379261659,0.9573191845617185,0.05807946412978181,0.0556005852405043,0.3066873612948293,434614.8228156121,2.016870468827298,2.181281052876144,0.040674026728646145,0.3599433076775757,98111867703.5664,0.7499077298368989,0.05549482419120677,0.019508517328115007,3.9700000000000006,1.0,2.0,0.18882734394639805,0.04327454651709384,0.9621256891580778,3.5156077328398996,2.2200835377306456,2.188827343946398,0.03125619378424771,1.1346658302602843,6.294244798246602,4.327454651809384,1.4062430931363599,1.0,434614.8228156121,1777.3159117193522,124.0627091252226,262.99702050686733,-17.99702050686733,13.103736554467076
9.45,246.0,238.70599762050387,5.57,IC4202,3.8,199.82,130.53,6403.809523809524,IC4202,IC4202,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,IC04202,RFGC2477,EON_197.132_24.701,IC04202,IC04202,197.131577,24.700766,r,13.3,0.08,3.44,0.16,0.2586466165413533,3.866279069767442,21.28,0.11,0.041,13.66,0.16,SB,7130.0,IC4202,NED,thick_like,IC04202,IC04202,IC4202,197.131577,24.700766,IC4202,IC4202,NED,,True,name_exact,IC4202,30.0,0.0,Bizyaev_2014,0.35,2,2.164588713539439,0.07744881379261659,0.9573191845617185,0.05807946412978181,0.0556005852405043,0.3066873612948293,434614.8228156121,2.016870468827298,2.181281052876144,0.040674026728646145,0.3599433076775757,98111867703.5664,0.7499077298368989,0.05549482419120677,0.019508517328115007,3.9700000000000006,1.0,2.0,0.18882734394639805,0.04327454651709384,0.9621256891580778,3.5156077328398996,2.2200835377306456,2.188827343946398,0.03125619378424771,1.1346658302602843,6.294244798246602,4.327454651809384,1.4062430931363599,1.0,434614.8228156121,1492.5771752071876,118.76385942578626,266.61846823824476,-20.61846823824476,7.294002379496135
