r_kpc,v_obs,v_model
3.54,223.0,1.8814887722226778e-06
4.23,230.0,2.056696380120313e-06
4.97,248.0,2.229349680960795e-06
5.74,258.0,2.395829710142188e-06
6.47,263.0,2.543619468395381e-06
7.22,272.0,2.6870057685088805e-06
8.02,287.0,2.8319604517012594e-06
8.79,289.0,2.9647934160747187e-06
9.5,292.0,142.77717826585223
10.27,302.0,288.4358772616723
11.08,302.0,3.3286633954186476e-06
11.82,304.0,3.4380226875342167e-06
12.56,303.0,3.5440090293338702e-06
13.39,305.0,3.6592348927063975e-06
14.1,300.0,3.7549966711037174e-06
14.93,295.0,3.8639358172723315e-06
15.64,294.0,3.954743986657038e-06
16.35,290.0,4.043513323831146e-06
17.18,291.0,4.144876355212541e-06
17.89,286.0,4.22965719651132e-06
18.72,287.0,4.3266615305567865e-06
19.44,294.0,4.409081537009721e-06
20.26,290.0,4.50111097397076e-06
20.98,288.0,4.580392996239515e-06
21.69,290.0,4.657252408878008e-06
22.52,294.0,4.745524207081869e-06
23.23,297.0,4.819751030914356e-06
24.06,293.0,4.905099387372288e-06
24.77,291.0,4.976946855251721e-06
25.95,297.0,5.094114250780011e-06
28.92,292.0,5.377731863899501e-06
31.76,288.0,5.635601121442149e-06
34.72,285.0,5.892367945062494e-06
