r_kpc,v_obs,v_model
0.35,14.4,5.916079783099616e-07
0.69,24.4,8.306623862918074e-07
1.03,29.2,1.0148891565092219e-06
1.38,32.9,1.174734012447073e-06
1.72,37.8,1.3114877048604001e-06
2.07,42.0,1.4387494569938158e-06
2.41,45.1,69.2006360651328
2.76,47.6,82.46768105530303
3.1,52.3,1.760681686165901e-06
3.45,57.3,1.857417562100671e-06
3.79,61.4,28.43868421826976
4.14,64.5,40.09998033622682
4.48,66.4,2.1166010488516723e-06
4.82,66.9,2.195449840010015e-06
5.17,69.4,2.2737634001804146e-06
5.51,70.2,2.3473389188611004e-06
5.86,70.9,2.420743687382041e-06
6.2,72.3,2.4899799195977465e-06
6.55,73.9,17.343479167126198
6.89,75.0,37.87132519290292
7.25,75.5,52.08086139096985
7.58,77.1,63.4239642129012
7.94,77.0,68.48230261441132
8.27,77.0,70.58031547608739
8.63,78.2,60.46031014139365
8.97,79.6,46.754777133191574
9.3,80.3,34.8059081763448
9.66,81.2,22.541412631668887
9.99,82.3,32.50743572714386
10.35,83.8,3.2171415884290825e-06
10.69,79.0,3.2695565448543627e-06
