r_kpc,v_obs,v_model
0.11,9.1,3.3166247903554e-07
0.14,17.6,3.7416573867739413e-07
0.17,19.3,4.1231056256176606e-07
0.21,24.8,4.58257569495584e-07
0.24,30.0,4.898979485566356e-07
0.28,35.0,5.291502622129181e-07
0.32,38.3,5.656854249492381e-07
0.35,42.7,5.916079783099616e-07
0.39,47.0,6.244997998398399e-07
0.42,49.8,6.48074069840786e-07
0.46,52.2,6.782329983125269e-07
0.49,53.4,882.50668036911
0.53,54.6,228.6784326709474
0.56,55.5,7.483314773547883e-07
0.6,55.9,7.745966692414833e-07
0.63,58.3,7.937253933193772e-07
0.66,59.3,8.124038404635961e-07
0.7,59.5,8.366600265340755e-07
0.87,59.1,9.327379053088814e-07
1.05,62.6,1.0246950765959597e-06
1.22,65.6,1.104536101718726e-06
1.4,70.7,1.1832159566199231e-06
1.57,73.9,1.2529964086141669e-06
1.75,78.5,738.1243091082932
1.92,82.4,1449.8874746992237
2.1,87.1,1040.1344506211851
2.27,89.6,1.5066519173319362e-06
2.45,94.9,1.5652475842498528e-06
2.62,98.1,1.6186414056238645e-06
2.79,99.3,1.6703293088490067e-06
2.97,98.6,1.7233687939614085e-06
3.16,101.0,1.7776388834631179e-06
3.33,103.0,1.8248287590894659e-06
3.51,107.0,1.8734993995195194e-06
3.68,114.0,1.918332609325088e-06
3.85,112.0,1.9621416870348583e-06
4.03,114.0,2.007485989988473e-06
4.2,116.0,2.0493901531919194e-06
4.38,114.0,2.0928449536456348e-06
4.73,114.0,2.1748563170931545e-06
5.25,109.0,2.2912878474779198e-06
5.78,107.0,2.4041630560342617e-06
6.3,105.0,2.5099800796022264e-06
6.82,101.0,2.6115129714401192e-06
7.35,94.5,2.711088342345192e-06
7.87,90.8,2.8053520278211074e-06
