r_kpc,v_obs,v_model
1.25,34.1,1.1180339887498948e-06
3.75,78.4,1.9364916731037084e-06
6.25,96.9,2.5e-06
8.76,108.0,2.959729717389748e-06
11.25,113.0,36.003040298714424
13.74,114.0,50.71336204128383
16.22,121.0,49.79721692187155
18.71,126.0,50.218330584508124
21.3,128.0,53.65772742542076
23.79,129.0,55.33453017107889
26.28,129.0,56.20677605765906
28.77,131.0,57.5488140183419
31.25,131.0,53.755791827035104
33.74,131.0,51.551044383229296
36.23,127.0,52.67975529022763
38.82,126.0,52.5797734495334
41.31,130.0,50.916386091658815
43.8,132.0,49.18120479116459
46.28,134.0,47.82471389388015
48.77,129.0,46.341535057703936
51.26,132.0,45.39012343863805
53.75,125.0,44.29529108173538
