r_kpc,v_obs,v_model
0.41,15.0,372.28760626289335
0.82,23.4,182.56289815742954
1.24,29.2,1.1135528725660043e-06
1.64,36.2,1.2806248474865697e-06
2.06,44.0,1.4352700094407324e-06
2.47,52.1,1.5716233645501712e-06
2.89,52.9,1.7e-06
3.3,54.8,1.8165902124584949e-06
3.71,55.0,1.9261360284258224e-06
4.12,52.0,2.0297783130184437e-06
